,flight_date,flight_number,departure_aerodrome_icao_code,arrival_aerodrome_icao_code,aircraft_registration,planned_zfw,block_fuel,trip_fuel,taxi_fuel,std_date,plan_flt_time,ramp_fuel,est_zfw,actual_zfw,offblock_time,offblock_fuel,zfwcg,pax_a,pax_b,pax_c,pax_d,pax_e,infant,airborne_time,landing_time,flight_time,onblock_time,onblock_fuel,actual_burn_fuel,block_time,pf,pm,water_uplift,water_remain
519,2022-04-20T00:00:00.000Z,THA601,VHHH,VTBS,HS-TKQ,209000.0,24925.0,18513.0,600.0,,,19100.0,175000.0,175000.0,0440,19000.0,27.6,15.0,49.0,78.0,,,4.0,0458,0718,0220,0727,5500.0,13700.0,0247,_____,,100.0,
518,2022-04-20T00:00:00.000Z,THA600,VTBS,VHHH,HS-TKQ,225100.0,25740.0,16860.0,600.0,,,25800.0,,223550.0,0145,25800.0,,23.0,14.0,52.0,116.0,99.0,7.0,0201,0358,0157,0403,9900.0,15800.0,0218,37138,43396,590.0,479.0
517,2022-04-20T00:00:00.000Z,THA926,VTBS,VTSP,HS-TKX,198300.0,60993.0,9403.0,600.0,,,60000.0,198300.0,196879.0,0246,59800.0,,10.0,6.0,52.0,89.0,46.0,0.0,0303,0415,0112,0422,49600.0,10100.0,0136,35447,43834,847.0,829.0
516,2022-04-20T00:00:00.000Z,THA475,VTBS,YSSY,HS-TKV,212337.0,75480.0,65425.0,600.0,,,74800.0,,212337.0,0152,74700.0,33.0,19.0,10.0,61.0,122.0,98.0,8.0,0210,1027,0817,1034,9800.0,64200.0,0842,33633,44262,1015.0,519.0
509,2022-04-20T00:00:00.000Z,THA620,VTBS,RPLL,HS-THG,165700.0,22536.0,15647.0,400.0,,,22500.0,,164700.0,0037,22500.0,31.3,,,,,,,0048,0404,0316,0411,4700.0,17500.0,0334,42310,36732,50.0,40.0
514,2022-04-20T00:00:00.000Z,THA633,RCTP,VTBS,HS-TKM,208027.0,31511.0,25150.0,600.0,,,31511.0,,205400.0,0612,31300.0,21.0,,,,,,,0630,0951,0321,1002,6600.0,24400.0,0350,26113,32108,296.0,236.0
513,2022-04-20T00:00:00.000Z,THA404,WSSS,VTBS,HS-TKN,204873.0,19789.0,13508.0,600.0,,,19700.0,,201724.0,0422,19500.0,25.0,14.0,4.0,8.0,13.0,19.0,2.0,0440,0631,0151,0638,6100.0,13100.0,0216,26948,44158,502.0,479.0
512,2022-04-20T00:00:00.000Z,THA664,VTBS,ZSPD,HS-THF,148312.0,47376.0,19379.0,400.0,,,47400.0,,148300.0,0335,47400.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0351,0721,0330,0730,28100.0,19250.0,0355,26769,42262,100.0,100.0
511,2022-04-20T00:00:00.000Z,THA403,VTBS,WSSS,HS-TKN,205407.0,21515.0,13852.0,600.0,,,21515.0,,205368.0,0101,21100.0,23.0,11.0,4.0,34.0,17.0,11.0,1.0,0114,0313,0159,0320,6800.0,13800.0,0219,44158,26948,572.0,502.0
510,2022-04-20T00:00:00.000Z,THA621,RPLL,VTBS,HS-THG,167950.0,21086.0,15926.0,500.0,,,20700.0,,160800.0,0600,20500.0,25.1,,,,,,,0625,0915,0250,0923,5000.0,15300.0,0323,36732,42310,40.0,35.0
508,2022-04-20T00:00:00.000Z,THA657,RKSI,VTBS,HS-TKK,221203.0,48554.0,41970.0,600.0,,,49300.0,,220622.0,0155,49200.0,26.0,19.0,10.0,36.0,108.0,90.0,3.0,0209,0726,0517,0736,7500.0,41700.0,0541,28381,43482,661.0,449.0
507,2022-04-20T00:00:00.000Z,THA669,ZGGG,VTBS,HS-THN,152000.0,18894.0,14005.0,500.0,,,18900.0,148600.0,148525.0,1037,18740.0,26.6,0.0,0.0,0.0,0.0,0.0,0.0,1050,1317,0227,1325,5880.0,12850.0,0248,30938,40806,98.0,97.0
524,2022-04-20T00:00:00.000Z,THA316,VIDP,VTBS,HS-THG,172400.0,24293.0,19132.0,450.0,,,24500.0,,173407.0,1815,24400.0,30.6,27.0,145.0,81.0,,,1.0,1835,2200,0325,2209,5300.0,18950.0,0354,33572,43942,51.0,40.0
523,2022-04-20T00:00:00.000Z,THA315,VTBS,VIDP,HS-THG,181500.0,31896.0,22160.0,400.0,2022/04/20,3:47:00,31800.0,,178641.0,1141,31900.0,27.8,24.0,97.0,64.0,,,1.0,1156,1548,0352,1602,9000.0,22550.0,0421,43942,33572,63.0,51.0
526,2022-04-20T00:00:00.000Z,THA678,VTBS,ZGGG,HS-THH,176000.0,36289.0,15455.0,400.0,,,36300.0,,176960.0,0847,36400.0,25.3,0.0,,,,,,0902,1127,0225,1142,21300.0,15100.0,0255,39833,44216,97.0,97.0
525,2022-04-20T00:00:00.000Z,THA971,LSZH,VTBS,HS-TKW,208647.0,83303.0,75655.0,600.0,,,83300.0,,207730.0,1147,83400.0,,22.0,16.0,30.0,73.0,48.0,1.0,1210,2216,1006,2222,7900.0,74900.0,1035,44412,26949,900.0,458.0
534,2022-04-20T00:00:00.000Z,THA325,VTBS,VOBL,HS-TQE,133400.0,21222.0,15124.0,300.0,,,21100.0,,130800.0,1423,21100.0,,0.0,40.0,27.0,0.0,0.0,1.0,1433,1801,0328,1806,6200.0,15100.0,0343,37226,42318,468.0,450.0
541,2022-04-20T00:00:00.000Z,THA642,VTBS,RJAA,HS-THL,177865.0,37240.0,30003.0,400.0,,,37000.0,175900.0,177767.0,1731,36800.0,26.7,,,,,,,1742,2246,0504,2252,7700.0,28850.0,0521,43937,32107,91.0,81.0
540,2022-04-20T00:00:00.000Z,THA924,VTBS,EDDM,HS-TKK,210100.0,97453.0,88577.0,600.0,,,97400.0,,209655.0,1822,97200.0,30.0,,,,,,,1839,0537,1058,0541,9100.0,88400.0,1119,37151,43504,935.0,564.0
539,2022-04-20T00:00:00.000Z,THA930,VTBS,LFPG,HS-THJ,171755.0,78051.0,70979.0,400.0,,,78100.0,,169970.0,1725,78100.0,31.7,20.0,128.0,77.0,,,1.0,1737,0526,1149,0536,8000.0,69850.0,1211,26468,44237,,
538,2022-04-20T00:00:00.000Z,THA331,VTBS,VIDP,HS-TKO,183025.0,36304.0,24869.0,600.0,,,37800.0,,192767.0,1615,37800.0,29.0,11.0,3.0,33.0,40.0,25.0,,1635,2024,0349,2031,11600.0,25800.0,0416,43316,33818,496.0,369.0
537,2022-04-20T00:00:00.000Z,THA920,VTBS,EDDF,HS-TKR,223686.0,104623.0,96288.0,600.0,,,104700.0,223171.0,222638.0,1731,104500.0,26.0,20.0,16.0,54.0,107.0,81.0,3.0,1747,0515,1128,0525,7800.0,97300.0,1154,43950,36722,953.0,458.0
536,2022-04-20T00:00:00.000Z,THA640,VTBS,RJAA,HS-TJV,164085.0,41365.0,33150.0,400.0,,,41300.0,,161310.0,1534,41200.0,24.0,,,,,,,1549,2107,0518,2110,9800.0,31600.0,0536,25314,41937,467.0,452.0
535,2022-04-20T00:00:00.000Z,THA326,VOBL,VTBS,HS-TQE,147710.0,20167.0,15387.0,357.0,,,20000.0,,145543.0,1858,1915.0,,6.0,90.0,43.0,,,,1915,2222,0307,2232,5700.0,14600.0,0334,43954,37226,450.0,333.0
542,2022-04-20T00:00:00.000Z,THA927,EDDF,VTSP,HS-TKX,185500.0,80221.0,72657.0,600.0,,,80300.0,,185697.0,1905,80200.0,,17.0,10.0,3.0,35.0,46.0,1.0,1922,0554,1032,0602,8500.0,71600.0,1057,43494,24861,527.0,192.0
533,2022-04-20T00:00:00.000Z,THA317,VTBS,VABB,HS-TQA,145000.0,26521.0,18716.0,300.0,,,26500.0,,143577.0,1201,26500.0,24.2,13.0,92.0,48.0,,,1.0,1216,1615,0359,1623,8100.0,18500.0,0422,43256,26787,430.0,329.0
531,2022-04-20T00:00:00.000Z,THA911,EGLL,VTBS,HS-TKY,204963.0,91340.0,83676.0,600.0,,,91500.0,,205312.0,1133,91700.0,,,,,,,,1155,2255,1100,2305,9200.0,82900.0,1132,33623,42629,1301.0,864.0
530,2022-04-20T00:00:00.000Z,THA962,VTBS,VTSP,HS-THE,167000.0,43567.0,7167.0,400.0,,,44200.0,167400.0,167500.0,1355,44200.0,29.4,16.0,128.0,67.0,0.0,0.0,1.0,1406,1509,0103,1514,37100.0,7100.0,0119,37211,43481,62.0,60.0
529,2022-04-20T00:00:00.000Z,THA962,VTSP,ESSA,HS-THE,,,,,,,79300.0,171000.0,171234.0,1640,79300.0,31.8,17.0,129.0,81.0,0.0,0.0,2.0,1654,0440,1146,0448,8600.0,70650.0,1208,44243,28376,60.0,28.0
528,2022-04-20T00:00:00.000Z,THA921,EDDF,VTBS,HS-TKP,209500.0,87330.0,79547.0,600.0,,,87300.0,209600.0,209134.0,1301,87500.0,28.0,24.0,18.0,12.0,69.0,59.0,3.0,1315,2332,1017,2341,9100.0,77900.0,1040,43490,33814,839.0,612.0
527,2022-04-20T00:00:00.000Z,THA679,ZGGG,VTBS,HS-THH,160000.0,20134.0,15072.0,500.0,,,21000.0,,164500.0,1402,20800.0,24.4,0.0,,,,,,,1641,0227,1650,7200.0,13400.0,0248,44216,39833,97.0,97.0
532,2022-04-20T00:00:00.000Z,THA318,VABB,VTBS,HS-TQA,150000.0,22697.0,18037.0,315.0,,,,,149385.0,1753,1810.0,,4.0,105.0,66.0,,,,1810,2143,0333,2154,5600.0,17200.0,0401,42581,26787,356.0,162.0
480,2022-04-19T00:00:00.000Z,THA465,VTBS,YMML,HS-THJ,179200.0,57844.0,48753.0,400.0,,,58700.0,,178956.0,0140,58600.0,32.8,,,,,,,0201,1022,0821,1028,9400.0,49000.0,0848,44267,36735,70.0,33.0
487,2022-04-19T00:00:00.000Z,THA678,VTBS,ZGGG,HS-THL,175315.0,34175.0,15172.0,400.0,,,34200.0,,176999.0,0830,34100.0,23.5,,,,,,,0850,1109,0219,1120,19500.0,14400.0,0250,43942,26470,100.0,99.0
486,2022-04-19T00:00:00.000Z,THA679,ZGGG,VTBS,HS-THL,140815.0,18303.0,13616.0,500.0,,,19200.0,,141322.0,1318,19100.0,29.4,,,,,,,1334,1610,0236,1616,5800.0,13200.0,0258,26470,43942,99.0,98.0
485,2022-04-19T00:00:00.000Z,THA639,VHHH,VTBS,HS-THC,159915.0,17928.0,13301.0,400.0,,,17900.0,,158850.0,1030,17800.0,24.8,,,,,,,1044,1307,0223,1314,4900.0,12950.0,0244,42256,30952,,
484,2022-04-19T00:00:00.000Z,THA613,ZPPP,VTBS,HS-TKK,221500.0,22874.0,15293.0,726.0,,,23700.0,,218479.0,0733,23700.0,,,,,,,,0753,0943,0150,0954,9500.0,14400.0,0221,16998,43480,546.0,530.0
483,2022-04-19T00:00:00.000Z,THA638,VTBS,VHHH,HS-THC,165415.0,17510.0,11477.0,400.0,,,17500.0,,165468.0,0655,17300.0,24.8,,,,,,,0717,0927,0210,0936,5200.0,12150.0,0241,30952,_____,,
482,2022-04-19T00:00:00.000Z,THA476,YSSY,VTBS,HS-TKY,203000.0,74803.0,67170.0,600.0,,,74200.0,,198690.0,0010,74000.0,34.0,15.0,9.0,50.0,86.0,44.0,0.0,0029,0935,0906,0943,8400.0,65700.0,0933,44170,37147,890.0,500.0
481,2022-04-19T00:00:00.000Z,THA600,VTBS,VHHH,HS-TKV,229850.0,26080.0,17147.0,600.0,,,26000.0,,225667.0,0137,25500.0,26.0,22.0,16.0,51.0,116.0,101.0,8.0,0159,0400,0201,0408,8700.0,16800.0,0231,43504,36048,555.0,387.0
476,2022-04-19T00:00:00.000Z,THA641,RJAA,VTBS,HS-TJV,160400.0,46699.0,40472.0,513.0,,,46800.0,,160885.0,0146,46800.0,,,,,,,,0204,0838,0634,0843,7400.0,39700.0,0657,36723,44199,299.0,270.0
479,2022-04-19T00:00:00.000Z,THA404,WSSS,VTBS,HS-THL,166390.0,14915.0,10239.0,400.0,,,14800.0,,161590.0,0417,14900.0,24.7,23.0,25.0,23.0,0.0,0.0,0.0,0432,0631,0159,0636,4390.0,10450.0,0219,36752,40806,39.0,34.0
478,2022-04-19T00:00:00.000Z,THA321,VTBS,VGHS,HS-TKW,217200.0,42600.0,16696.0,600.0,,,42600.0,,214800.0,0348,42400.0,,4.0,5.0,18.0,29.0,6.0,0.0,0400,0611,0211,0621,24600.0,17400.0,0233,_____,_____,537.0,500.0
477,2022-04-19T00:00:00.000Z,THA643,RJAA,VTBS,HS-THF,179200.0,43211.0,37604.0,475.0,,,43200.0,,178784.0,0256,43300.0,25.8,,,,,,,0307,0929,0622,0938,6200.0,36800.0,0642,36732,44619,50.0,32.0
475,2022-04-19T00:00:00.000Z,THA601,VHHH,VTBS,HS-TKV,206450.0,24536.0,18145.0,600.0,,,24500.0,,204859.0,0525,24500.0,23.0,10.0,1.0,5.0,14.0,55.0,4.0,0546,0818,0232,0826,6200.0,18200.0,0301,36048,43504,387.0,334.0
474,2022-04-19T00:00:00.000Z,THA403,VTBS,WSSS,HS-THL,161257.0,15738.0,10305.0,400.0,,,15700.0,,160820.0,0103,15600.0,25.0,12.0,30.0,22.0,0.0,0.0,0.0,0120,0315,0155,0321,5230.0,10250.0,0218,40806,36752,43.0,39.0
473,2022-04-19T00:00:00.000Z,THA322,VGHS,VTBS,HS-TKW,210200.0,21984.0,14581.0,825.0,,,24400.0,,214700.0,0819,24200.0,,5.0,0.0,34.0,64.0,43.0,1.0,0835,1032,0157,1040,9300.0,14700.0,0221,,,500.0,422.0
471,2022-04-19T00:00:00.000Z,THA919,VTSP,VTBS,HS-TQE,129700.0,10091.0,5647.0,300.0,,,,,,0837,,,,,,,,,0847,0959,0112,1000,,,0123,34099,42778,697.0,
489,2022-04-19T00:00:00.000Z,THA925,EDDM,VTBS,HS-TKN,186531.0,77223.0,70024.0,660.0,,,77200.0,,186222.0,1214,77300.0,32.0,,,,,,,1227,2233,1006,2239,9700.0,67600.0,1025,42248,29442,803.0,581.0
488,2022-04-19T00:00:00.000Z,THA477,VTBS,VTSP,HS-TKV,,,,,,,54800.0,,206101.0,0942,54800.0,25.0,6.0,5.0,35.0,73.0,48.0,0.0,0952,1102,0110,1107,44700.0,10000.0,0125,33825,43966,1000.0,970.0
490,2022-04-19T00:00:00.000Z,THA961,ESSA,VTBS,HS-THK,161000.0,65500.0,60494.0,450.0,,,65300.0,,159158.0,1234,65300.0,29.9,18.0,57.0,64.0,,,2.0,1244,2331,1047,2337,6200.0,58500.0,1103,42780,27477,96.0,65.0
502,2022-04-19T00:00:00.000Z,THA920,VTBS,EDDF,HS-TKP,216036.0,100334.0,92139.0,600.0,,,100400.0,,216141.0,1638,100300.0,,,,,,,,1651,0414,1123,0420,8300.0,92000.0,1142,44403,34101,820.0,396.0
500,2022-04-19T00:00:00.000Z,THA952,VTBS,VTSP,HS-THN,162000.0,49345.0,7945.0,400.0,,,49500.0,,,1436,49400.0,31.4,16.0,107.0,65.0,,,3.0,1452,1552,0100,1558,42400.0,6800.0,0122,44308,37249,70.0,70.0
506,2022-04-19T00:00:00.000Z,THA337,VTBS,VOMM,HS-TQE,137014.0,19655.0,13630.0,300.0,,,19700.0,,136780.0,1505,19700.0,22.6,,,,,,,1516,1811,0255,1818,6800.0,13100.0,0313,35455,42653,537.0,511.0
491,2022-04-19T00:00:00.000Z,THA931,LFPG,VTBS,HS-THH,174085.0,70093.0,64258.0,550.0,,,70000.0,,173572.0,1146,69900.0,25.0,30.0,112.0,76.0,,,2.0,1200,2240,1040,2249,6700.0,62650.0,1103,44203,32092,58.0,18.0
505,2022-04-19T00:00:00.000Z,THA934,VTBS,EBBR,HS-THB,173174.0,78271.0,71919.0,400.0,,,78300.0,,173098.0,1759,78200.0,32.1,29.0,133.0,90.0,,,,1817,0554,1137,0600,7200.0,71150.0,1201,36739,43479,61.0,32.0
504,2022-04-19T00:00:00.000Z,THA970,VTBS,LSZH,HS-TKW,210000.0,95581.0,88196.0,600.0,,,94900.0,207000.0,206984.0,1822,94700.0,33.0,,,,,,,1836,0553,1117,0558,7700.0,86800.0,1136,43508,37227,600.0,254.0
503,2022-04-19T00:00:00.000Z,THA644,VTBS,RJGG,HS-THE,167835.0,33231.0,26141.0,400.0,,,33700.0,,172390.0,1713,33600.0,28.2,5.0,55.0,49.0,,,,,2220,0452,2226,6700.0,26750.0,0513,42263,29445,80.0,75.0
501,2022-04-19T00:00:00.000Z,THA331,VTBS,VIDP,HS-TKL,224511.0,41825.0,29036.0,600.0,,,42000.0,,226700.0,1723,41500.0,21.0,4.0,0.0,12.0,0.0,4.0,0.0,1734,2116,0342,2127,11400.0,30000.0,0404,43825,40519,457.0,396.0
499,2022-04-19T00:00:00.000Z,THA325,VTBS,VOBL,HS-TQC,138890.0,21626.0,15533.0,300.0,,,21600.0,,136159.0,1430,21500.0,21.6,,,,,,,1420,1756,0336,1801,7000.0,14700.0,0331,44173,33812,550.0,
498,2022-04-19T00:00:00.000Z,THA477,VTSP,YSSY,HS-TKZ,216500.0,74894.0,64565.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,
497,2022-04-19T00:00:00.000Z,THA326,VOBL,VTBS,HS-TQC,151590.0,20521.0,15782.0,357.0,,,20500.0,,148062.0,1902,20600.0,23.2,,,,,,,1915,2222,0307,2231,5900.0,14900.0,0329,44166,33812,,
496,2022-04-19T00:00:00.000Z,THA318,VABB,VTBS,HS-TKV,204000.0,34268.0,27054.0,600.0,,,34300.0,,203600.0,1807,34200.0,29.0,17.0,11.0,34.0,86.0,78.0,3.0,1820,2153,0333,2203,8500.0,25100.0,0356,43310,37220,500.0,400.0
495,2022-04-19T00:00:00.000Z,THA316,VIDP,VTBS,HS-THG,173500.0,24668.0,19488.0,450.0,,,24700.0,173600.0,171797.0,1807,24800.0,29.8,,,,,,,1825,2150,0325,2159,5600.0,19000.0,0352,44621,33153,52.0,32.0
494,2022-04-19T00:00:00.000Z,THA911,EGLL,VTBS,HS-TKX,203526.0,90532.0,83439.0,600.0,,,90600.0,,204700.0,1133,90800.0,,23.0,16.0,53.0,103.0,63.0,,1152,2253,1101,2303,8500.0,82100.0,1130,42261,34102,1080.0,530.0
493,2022-04-19T00:00:00.000Z,THA921,EDDF,VTBS,HS-TKM,186500.0,79486.0,72315.0,600.0,,,79400.0,,186074.0,1248,79500.0,31.0,20.0,11.0,11.0,42.0,43.0,4.0,1304,2328,1024,2334,8500.0,70700.0,1046,43419,33811,687.0,378.0
492,2022-04-19T00:00:00.000Z,THA315,VTBS,VIDP,HS-THG,169878.0,30217.0,20859.0,400.0,,,30300.0,169881.0,169064.0,1056,30200.0,31.1,,,,,,,1108,1457,0349,1509,8900.0,21100.0,0413,43826,33153,60.0,52.0
451,2022-04-18T00:00:00.000Z,THA927,VTSP,VTBS,HS-TKV,194700.0,15655.0,8589.0,600.0,,,15700.0,,194915.0,0636,16000.0,24.0,4.0,2.0,1.0,2.0,6.0,0.0,0644,0751,0107,0800,7800.0,8100.0,0124,45520,26105,440.0,422.0
449,2022-04-18T00:00:00.000Z,THA404,WSSS,VTBS,HS-TJV,174796.0,18908.0,12672.0,432.0,,,19000.0,,174014.0,0420,19100.0,25.0,22.0,19.0,31.0,26.0,11.0,2.0,0434,0628,0154,0636,7100.0,12000.0,0216,42597,33633,400.0,333.0
450,2022-04-18T00:00:00.000Z,THA918,VTSP,EGLL,HS-TQE,144200.0,69888.0,63217.0,300.0,,,69900.0,,141114.0,0505,69800.0,27.4,,,,,,,0532,1747,1215,1753,8200.0,61800.0,1248,43119,30946,800.0,435.0
455,2022-04-18T00:00:00.000Z,THA318,VABB,VTBS,HS-TKV,204500.0,33806.0,26579.0,600.0,,,33800.0,,203785.0,1848,33300.0,31.0,16.0,5.0,31.0,88.0,72.0,2.0,1901,2236,0335,2240,6800.0,25500.0,0352,26309,43414,670.0,555.0
452,2022-04-18T00:00:00.000Z,THA350,OPIS,VTBS,HS-THC,184000.0,30278.0,24924.0,400.0,,,30900.0,,172180.0,1930,30700.0,34.5,9.0,136.0,102.0,,,4.0,1943,2358,0415,0005,7500.0,23000.0,0435,44350,33874,50.0,36.0
453,2022-04-18T00:00:00.000Z,THA971,LSZH,VTBS,HS-TKW,210742.0,84878.0,77186.0,600.0,,,85000.0,,295700.0,1126,85000.0,28.0,,,,,,,1136,2140,1004,2149,8800.0,75800.0,1023,43406,33876,767.0,272.0
447,2022-04-18T00:00:00.000Z,THA645,RJGG,VTBS,HS-THH,163700.0,36051.0,31229.0,400.0,,,36100.0,,163601.0,0145,36000.0,26.6,,,,,,,0157,0743,0546,0753,5600.0,30250.0,0608,37223,42319,,
448,2022-04-18T00:00:00.000Z,THA657,RKSI,VTBS,HS-TKM,215970.0,47318.0,39961.0,600.0,,,47300.0,215600.0,213899.0,0116,47300.0,,15.0,7.0,37.0,88.0,81.0,3.0,0131,0643,0512,0648,8200.0,39000.0,0532,24864,43834,572.0,378.0
437,2022-04-18T00:00:00.000Z,THA416,WMKK,VTBS,HS-TQA,147600.0,12735.0,8580.0,336.0,,,13000.0,,145910.0,0517,13000.0,,17.0,102.0,72.0,,,2.0,0527,0708,0141,0716,4900.0,,0159,37226,43970,540.0,
446,2022-04-18T00:00:00.000Z,THA623,RJBB,VTBS,HS-THJ,176160.0,36401.0,31408.0,400.0,,,36700.0,,175997.0,0244,36500.0,26.8,15.0,80.0,48.0,,,1.0,0254,0833,0539,0844,5300.0,31150.0,0600,42310,38386,50.0,37.0
445,2022-04-18T00:00:00.000Z,THA476,YSSY,VTBS,HS-TKL,200852.0,70882.0,63531.0,600.0,,,70800.0,,200737.0,2357,70700.0,35.0,17.0,9.0,45.0,93.0,71.0,5.0,0019,0910,0851,0919,6200.0,64000.0,0922,43417,39143,800.0,528.0
444,2022-04-18T00:00:00.000Z,THA643,RJAA,VTBS,HS-THC,177000.0,41982.0,36676.0,475.0,,,42100.0,,177752.0,0300,42000.0,27.0,,,,,,,0310,0957,0647,1003,4000.0,37750.0,0703,30952,43931,41.0,25.0
443,2022-04-18T00:00:00.000Z,THA321,VTBS,VGHS,HS-TQC,128000.0,27506.0,10309.0,300.0,,,27500.0,,127382.0,0324,27500.0,21.4,8.0,43.0,,,,,0336,0550,0214,0600,17400.0,10300.0,0236,43117,35313,480.0,430.0
442,2022-04-18T00:00:00.000Z,THA322,VGHS,VTBS,HS-TQC,143500.0,14530.0,10199.0,525.0,,,17400.0,,144268.0,0736,17200.0,26.3,8.0,60.0,57.0,,,1.0,0810,1027,0217,1037,6100.0,11000.0,0301,35313,43117,430.0,389.0
440,2022-04-18T00:00:00.000Z,THA918,VTBS,VTSP,HS-TQE,142000.0,35324.0,6659.0,300.0,,,32000.0,,140400.0,0153,32000.0,27.5,,,,,,,0207,0308,0101,0315,26200.0,5900.0,0122,29448,43409,835.0,800.0
438,2022-04-18T00:00:00.000Z,THA475,VTBS,YSSY,HS-TKY,216450.0,75354.0,65507.0,600.0,,,75000.0,,216657.0,0133,74900.0,30.0,21.0,11.0,58.0,115.0,81.0,0.0,0147,1008,0821,1012,9900.0,65100.0,0839,44414,37116,908.0,449.0
454,2022-04-18T00:00:00.000Z,THA317,VTBS,VABB,HS-TKV,217500.0,41299.0,29076.0,600.0,,,41100.0,,215082.0,1239,40800.0,29.0,12.0,5.0,50.0,107.0,68.0,2.0,1255,1645,0350,1653,11000.0,29100.0,0414,43414,33146,838.0,670.0
441,2022-04-18T00:00:00.000Z,THA403,VTBS,WSSS,HS-TJV,168085.0,18407.0,11813.0,400.0,,,18700.0,,167008.0,0103,18700.0,26.0,22.0,41.0,20.0,23.0,6.0,1.0,0113,0318,0205,0322,6400.0,12400.0,0219,33633,42597,450.0,400.0
456,2022-04-18T00:00:00.000Z,THA925,EDDM,VTBS,HS-TKK,190581.0,78246.0,70441.0,660.0,,,77200.0,,187716.0,1215,77600.0,31.0,15.0,14.0,4.0,22.0,33.0,1.0,1232,1232,0000,2238,8400.0,69000.0,1023,44297,26455,880.0,
465,2022-04-18T00:00:00.000Z,THA924,VTBS,EDDM,HS-TKN,191400.0,92386.0,83830.0,600.0,,,92300.0,,189400.0,1810,92100.0,29.0,13.0,7.0,16.0,38.0,26.0,0.0,1821,0525,1104,0532,10500.0,81900.0,1122,42596,38014,564.0,
472,2022-04-18T00:00:00.000Z,THA919,EGLL,VTSP,HS-TQE,137486.0,59431.0,54115.0,357.0,,,60300.0,,138409.0,2016,60400.0,,17.0,64.0,52.0,,,1.0,2028,0742,1114,0751,7200.0,53200.0,1135,44157,26453,870.0,674.0
470,2022-04-18T00:00:00.000Z,THA316,VIDP,VTBS,HS-THJ,171600.0,24704.0,19479.0,450.0,,,24400.0,,171300.0,1759,24600.0,35.4,,,,,,,1824,2152,0328,2158,6000.0,18350.0,0359,44291,28368,47.0,38.0
469,2022-04-18T00:00:00.000Z,THA960,VTBS,ESSA,HS-THK,170400.0,80295.0,71472.0,400.0,,,79700.0,167640.0,166868.0,1807,79500.0,33.5,21.0,113.0,83.0,,,1.0,1819,0604,1145,0613,10200.0,69000.0,1206,44193,36154,66.0,32.0
457,2022-04-18T00:00:00.000Z,THA315,VTBS,VIDP,HS-THJ,173630.0,30737.0,21252.0,400.0,,,30400.0,,174378.0,1111,30400.0,31.4,9.0,121.0,80.0,,,4.0,1123,1508,0345,1518,9300.0,21050.0,0407,28368,43938,60.0,48.0
467,2022-04-18T00:00:00.000Z,THA337,VTBS,VOMM,HS-TKR,217000.0,30699.0,21251.0,600.0,,,30600.0,,215119.0,1520,30500.0,23.0,9.0,2.0,33.0,66.0,57.0,0.0,1533,1819,0246,1824,9700.0,20600.0,0304,43956,36748,537.0,468.0
466,2022-04-18T00:00:00.000Z,THA930,VTBS,LFPG,HS-THH,169200.0,78559.0,71428.0,400.0,,,78100.0,,166165.0,1710,78000.0,29.0,,,,,,,1725,0513,1148,0529,8700.0,69000.0,1219,44189,26770,65.0,40.0
468,2022-04-18T00:00:00.000Z,THA910,VTBS,EGLL,HS-TKX,227300.0,116075.0,105342.0,600.0,,,115300.0,,224699.0,1755,115300.0,24.0,,,,,,,1808,0614,1206,0620,10900.0,104800.0,1225,43974,33623,1110.0,652.0
464,2022-04-18T00:00:00.000Z,THA920,VTBS,EDDF,HS-TKM,219300.0,105171.0,96392.0,600.0,,,104800.0,,217400.0,1644,104800.0,27.0,16.0,8.0,49.0,106.0,74.0,1.0,1656,0423,1127,0428,9600.0,95700.0,1144,43967,33814,800.0,387.0
463,2022-04-18T00:00:00.000Z,THA656,VTBS,RKSI,HS-THG,188700.0,33018.0,27933.0,400.0,,,33000.0,,187525.0,1632,32800.0,28.5,27.0,123.0,98.0,,,3.0,1649,2128,0439,2135,4800.0,27700.0,0503,43934,36738,83.0,70.0
462,2022-04-18T00:00:00.000Z,THA325,VTBS,VOBL,HS-TQC,140800.0,21783.0,15593.0,300.0,,,23200.0,,139574.0,1422,23100.0,22.9,2.0,88.0,42.0,,,3.0,1438,1752,0314,1758,8500.0,14900.0,0336,26107,,470.0,420.0
461,2022-04-18T00:00:00.000Z,THA338,VOMM,VTBS,HS-TKR,195000.0,26742.0,19764.0,600.0,,,26600.0,,193247.0,1936,26700.0,30.0,5.0,0.0,17.0,47.0,28.0,2.0,1954,2253,0259,2258,6800.0,19600.0,0322,45127,36748,466.0,413.0
460,2022-04-18T00:00:00.000Z,THA326,VOBL,VTBS,HS-TQC,142000.0,20161.0,15436.0,357.0,,,20200.0,,142061.0,1855,20200.0,20.0,,,,,,,1912,2226,0314,2233,5500.0,14900.0,0338,,26107,420.0,370.0
459,2022-04-18T00:00:00.000Z,THA911,EGLL,VTBS,HS-TKZ,212522.0,95102.0,87251.0,600.0,,,95300.0,,212000.0,1155,95200.0,31.0,20.0,16.0,52.0,,,,1207,2307,1100,2313,10700.0,84300.0,1118,44287,26457,1000.0,560.0
