,flight_date,flight_number,departure_aerodrome_icao_code,arrival_aerodrome_icao_code,aircraft_registration,planned_zfw,block_fuel,trip_fuel,taxi_fuel,std_date,plan_flt_time,ramp_fuel,est_zfw,actual_zfw,offblock_time,offblock_fuel,zfwcg,pax_a,pax_b,pax_c,pax_d,pax_e,infant,airborne_time,landing_time,flight_time,onblock_time,onblock_fuel,actual_burn_fuel,block_time,pf,pm,water_uplift,water_remain
458,2022-04-18T00:00:00.000Z,THA931,LFPG,VTBS,HS-TWA,164000.0,64956.0,59342.0,462.0,,,65300.0,,164700.0,1146,65100.0,22.9,25.0,131.0,85.0,0.0,0.0,1.0,1201,2241,1040,2250,6500.0,58500.0,1104,42594,24868,700.0,227.0
415,2022-04-17T00:00:00.000Z,THA655,RKSI,VTBS,HS-TKQ,190496.0,42757.0,35810.0,600.0,,,43000.0,,190135.0,1151,43000.0,28.0,,,,,,,1201,1707,0506,1716,7800.0,35200.0,0525,32100,42247,1306.0,1306.0
414,2022-04-17T00:00:00.000Z,THA971,LSZH,VTBS,HS-TKX,211465.0,86788.0,79052.0,600.0,,,86800.0,,210319.0,1140,86900.0,30.0,,,,,,,1207,2225,1018,2233,8700.0,78200.0,1053,34100,44178,1064.0,502.0
413,2022-04-17T00:00:00.000Z,THA961,ESSA,VTBS,HS-THE,167100.0,66256.0,61157.0,450.0,,,66300.0,,167051.0,1227,66300.0,29.0,14.0,48.0,69.0,,,2.0,1240,2321,1041,2330,6100.0,59800.0,1103,39849,29437,55.0,20.0
412,2022-04-17T00:00:00.000Z,THA679,ZGGG,VTBS,HS-THG,152890.0,19178.0,14269.0,500.0,,,19400.0,,156000.0,,,30.5,,,,,,,,1638,0229,1649,5600.0,13650.0,0256,30938,43403,100.0,100.0
411,2022-04-17T00:00:00.000Z,THA678,VTBS,ZGGG,HS-THG,176690.0,35407.0,15529.0,400.0,,,35400.0,,175700.0,0850,35200.0,25.8,,,,,,,,1134,0226,1145,19600.0,15300.0,0255,43403,30938,100.0,100.0
410,2022-04-17T00:00:00.000Z,THA433,VTBS,WIII,HS-TKK,215790.0,51220.0,23383.0,600.0,,,51200.0,,215550.0,0110,51200.0,,15.0,8.0,41.0,73.0,29.0,0.0,0124,0422,0258,0434,27600.0,23700.0,0324,43319,36057,600.0,493.0
409,2022-04-17T00:00:00.000Z,THA654,VTBS,RKSI,HS-TKQ,214944.0,45457.0,37936.0,600.0,,,45900.0,,214944.0,0535,45800.0,23.0,,,,,,,0547,1033,0446,1042,9200.0,36600.0,0507,43954,32100,1306.0,1306.0
408,2022-04-17T00:00:00.000Z,THA434,WIII,VTBS,HS-TKK,205556.0,26937.0,20524.0,693.0,,,27400.0,,202868.0,0547,27400.0,,11.0,2.0,30.0,53.0,38.0,1.0,0604,0900,0256,0908,6800.0,20400.0,0321,36057,43319,490.0,
407,2022-04-17T00:00:00.000Z,THA657,RKSI,VTBS,HS-TKO,217473.0,46948.0,39563.0,600.0,,,47000.0,,217054.0,0115,47100.0,29.0,,,,,,,0130,0635,0505,0640,8000.0,38700.0,0525,28380,42621,685.0,484.0
399,2022-04-17T00:00:00.000Z,THA322,VGHS,VTBS,HS-TQD,156000.0,14725.0,10433.0,525.0,,,17300.0,,152754.0,0733,17300.0,21.9,,,,,,,0757,0958,0201,1008,6800.0,10700.0,0235,37221,42600,670.0,617.0
405,2022-04-17T00:00:00.000Z,THA416,WMKK,VTBS,HS-THD,172900.0,15017.0,9841.0,400.0,,,15000.0,,170204.0,0520,15000.0,30.4,,,,,,,0532,0712,0140,0720,5100.0,9650.0,0200,35309,43940,26.0,18.0
404,2022-04-17T00:00:00.000Z,THA926,VTBS,VTSP,HS-TKV,199100.0,59706.0,8916.0,600.0,,,57000.0,,199148.0,0213,56800.0,26.0,10.0,4.0,39.0,30.0,43.0,0.0,0230,0330,0100,0333,47800.0,8800.0,0120,28377,43501,1117.0,1044.0
403,2022-04-17T00:00:00.000Z,THA601,VHHH,VTBS,HS-THH,176500.0,19258.0,14028.0,400.0,,,18900.0,,168988.0,0433,18900.0,25.5,,,,,,,0452,0717,0225,0726,5000.0,13750.0,0253,32095,42790,100.0,100.0
402,2022-04-17T00:00:00.000Z,THA600,VTBS,VHHH,HS-THH,166800.0,17911.0,11864.0,400.0,,,17500.0,,161404.0,0110,17400.0,25.4,,,,,,,0123,0328,0205,0336,5800.0,11550.0,0226,42790,32095,100.0,100.0
401,2022-04-17T00:00:00.000Z,THA321,VTBS,VGHS,HS-TQD,130000.0,27607.0,10225.0,300.0,,,27500.0,,127179.0,0330,27700.0,24.1,,,,,,,0345,0553,0208,0558,17700.0,9900.0,0228,42600,37221,670.0,670.0
400,2022-04-17T00:00:00.000Z,THA415,VTBS,WMKK,HS-THD,172900.0,19169.0,10439.0,400.0,,,19100.0,,169349.0,0203,19300.0,28.1,,,,,,,0219,0401,0142,0410,9100.0,10150.0,0207,43940,35309,30.0,26.0
417,2022-04-17T00:00:00.000Z,THA317,VTBS,VABB,HS-TQE,151000.0,27618.0,19572.0,300.0,,,28000.0,,152077.0,1154,28000.0,21.1,,,,,,,1207,1608,0401,1620,8000.0,20100.0,0426,33160,43256,700.0,700.0
398,2022-04-17T00:00:00.000Z,THA643,RJAA,VTBS,HS-THL,173500.0,40804.0,35608.0,475.0,,,40600.0,173500.0,173532.0,0257,40600.0,24.7,13.0,74.0,48.0,,,0.0,0311,0925,0614,0931,5200.0,35150.0,0634,38887,44216,46.0,28.0
397,2022-04-17T00:00:00.000Z,THA475,VTBS,YSSY,HS-TKL,211500.0,76130.0,66032.0,600.0,,,76200.0,,212245.0,0143,76000.0,28.0,14.0,3.0,48.0,81.0,48.0,3.0,0158,1035,0837,1040,9400.0,65900.0,0857,37147,44286,653.0,228.0
416,2022-04-17T00:00:00.000Z,THA315,VTBS,VIDP,HS-THF,172000.0,30518.0,21091.0,400.0,,,30300.0,,167878.0,1101,30200.0,31.7,25.0,125.0,75.0,0.0,0.0,2.0,1115,1514,0359,1526,8100.0,21900.0,0425,44243,37249,60.0,37.0
406,2022-04-17T00:00:00.000Z,THA926,VTSP,EDDF,HS-TKV,214900.0,103864.0,95570.0,600.0,,,103800.0,,213998.0,0503,103700.0,,21.0,12.0,44.0,102.0,82.0,0.0,0521,1655,1134,1702,9000.0,94300.0,1159,24861,43494,1040.0,
418,2022-04-17T00:00:00.000Z,THA478,VTSP,VTBS,HS-TKW,199600.0,14681.0,8516.0,600.0,,,14600.0,,199624.0,0940,14600.0,,12.0,10.0,36.0,71.0,61.0,3.0,0954,1102,0108,1108,6000.0,8400.0,0128,37131,43396,431.0,369.0
429,2022-04-17T00:00:00.000Z,THA920,VTBS,EDDF,HS-TKO,219500.0,101740.0,93425.0,600.0,,,101200.0,,218363.0,1645,101100.0,,19.0,15.0,46.0,104.0,86.0,0.0,1657,0417,1120,0424,8400.0,92800.0,1139,33811,43424,900.0,480.0
419,2022-04-17T00:00:00.000Z,THA316,VIDP,VTBS,HS-THF,173600.0,24530.0,19354.0,450.0,,,24500.0,,172784.0,1759,24600.0,32.8,24.0,147.0,86.0,0.0,0.0,1.0,1815,2138,0323,2148,5600.0,18750.0,0349,43932,37249,37.0,25.0
439,2022-04-17T00:00:00.000Z,THA612,VTBS,ZPPP,HS-TJS,156000.0,31882.0,12168.0,400.0,,,31900.0,,154035.0,2132,32000.0,,,,,,,,2148,2329,0141,2340,20900.0,10900.0,0208,42259,32103,340.0,340.0
436,2022-04-17T00:00:00.000Z,THA613,ZPPP,VTBS,HS-TJS,159500.0,19014.0,12808.0,594.0,2022/04/17,2:02:00,20500.0,,158838.0,0205,20600.0,,,,,,,,0225,0415,0150,0421,9500.0,11100.0,0216,32103,42259,340.0,324.0
435,2022-04-17T00:00:00.000Z,THA930,VTBS,LFPG,HS-TWA,160900.0,73065.0,66396.0,300.0,,,73100.0,,159999.0,1711,73100.0,,24.0,117.0,86.0,,,0.0,1722,0518,1156,0529,6600.0,66400.0,1218,44163,37224,700.0,450.0
433,2022-04-17T00:00:00.000Z,THA927,EDDF,VTSP,HS-TKV,205500.0,91597.0,83573.0,600.0,,,91500.0,,204877.0,1845,91500.0,31.0,,,,,,,1900,0541,1041,0549,11900.0,79900.0,1104,26105,45520,572.0,440.0
432,2022-04-17T00:00:00.000Z,THA910,VTBS,EGLL,HS-TKZ,224200.0,114347.0,103738.0,600.0,,,114400.0,,224200.0,1756,114000.0,23.0,,,,,,,1810,0616,1206,0625,11800.0,102600.0,1229,43949,34102,1050.0,550.0
431,2022-04-17T00:00:00.000Z,THA970,VTBS,LSZH,HS-TKW,201843.0,93577.0,86342.0,600.0,,,93600.0,,201720.0,1800,93500.0,,6.0,3.0,38.0,83.0,48.0,,1813,0526,1113,0533,9000.0,84200.0,1133,26949,42628,730.0,714.0
430,2022-04-17T00:00:00.000Z,THA924,VTBS,EDDM,HS-TKK,196100.0,91164.0,82603.0,600.0,,,91200.0,,195416.0,1809,90900.0,28.0,8.0,3.0,22.0,61.0,42.0,0.0,1823,0530,1107,0535,8500.0,82300.0,1126,29442,44266,650.0,380.0
434,2022-04-17T00:00:00.000Z,THA642,VTBS,RJAA,HS-THC,164500.0,33663.0,28895.0,400.0,,,33700.0,,164524.0,1650,33700.0,31.3,,,,,,,1700,2219,0519,2232,5100.0,28300.0,0542,44619,36732,50.0,42.0
428,2022-04-17T00:00:00.000Z,THA656,VTBS,RKSI,HS-TKM,232100.0,44901.0,38129.0,600.0,,,45000.0,,232076.0,1717,44600.0,25.0,18.0,12.0,52.0,92.0,71.0,1.0,1730,2210,0440,2217,7100.0,37500.0,0500,43482,28381,600.0,437.0
426,2022-04-17T00:00:00.000Z,THA331,VTBS,VIDP,HS-THL,158000.0,29908.0,20738.0,400.0,,,30000.0,,157225.0,1632,30000.0,29.3,10.0,82.0,52.0,,,2.0,1645,2037,0352,2049,9800.0,19950.0,0417,44614,30936,61.0,50.0
425,2022-04-17T00:00:00.000Z,THA332,VIDP,VTBS,HS-THL,159500.0,23053.0,18099.0,450.0,,,23100.0,,159526.0,2156,23200.0,28.8,,,,,,,2211,0133,0322,0139,5600.0,17450.0,0343,42646,30936,50.0,40.0
424,2022-04-17T00:00:00.000Z,THA640,VTBS,RJAA,HS-TJT,162000.0,41780.0,33563.0,400.0,,,41300.0,,158969.0,1529,41300.0,,,,,,,,1541,2109,0528,2123,9100.0,32500.0,0554,44199,36723,1270.0,1270.0
420,2022-04-17T00:00:00.000Z,THA318,VABB,VTBS,HS-TQE,152000.0,23119.0,18440.0,315.0,,,23300.0,,150631.0,1805,23200.0,22.4,21.0,106.0,76.0,,,1.0,1819,2157,0338,2205,6300.0,17300.0,0400,43125,33160,700.0,628.0
423,2022-04-17T00:00:00.000Z,THA337,VTBS,VOMM,HS-TQA,148500.0,20712.0,14442.0,300.0,,,20700.0,,146641.0,1459,20800.0,22.1,,,,,,,1510,1801,0251,1806,7300.0,13500.0,0307,44177,30942,503.0,420.0
422,2022-04-17T00:00:00.000Z,THA338,VOMM,VTBS,HS-TQA,142900.0,18424.0,13807.0,336.0,,,18300.0,,,1941,18200.0,,,,,,,,1956,2243,0247,2253,5300.0,12900.0,0312,30942,44177,420.0,336.0
421,2022-04-17T00:00:00.000Z,THA326,VOBL,VTBS,HS-TQC,144000.0,20096.0,15411.0,357.0,,,20100.0,,141201.0,1858,20200.0,21.2,,,,,,,1914,2221,0307,2232,6100.0,14400.0,0334,44814,36768,570.0,517.0
427,2022-04-17T00:00:00.000Z,THA622,VTBS,RJBB,HS-THJ,164910.0,30001.0,25335.0,400.0,,,30000.0,,162700.0,1659,30000.0,28.6,,,,,,,1714,2200,0446,2206,4700.0,25200.0,0507,26468,44188,40.0,31.0
378,2022-04-16T00:00:00.000Z,THA918,VTSP,EGLL,HS-TQC,153700.0,71994.0,65113.0,300.0,,,,,,0456,,,,,,,,,0515,1744,1229,1753,,,1257,42778,34099,463.0,70.0
382,2022-04-16T00:00:00.000Z,THA477,VTSP,YSSY,HS-TKW,209300.0,76463.0,63634.0,600.0,,,76400.0,,209565.0,1211,76300.0,31.0,11.0,8.0,37.0,65.0,62.0,1.0,1229,2046,0817,2052,12200.0,63800.0,0841,44293,39143,670.0,280.0
381,2022-04-16T00:00:00.000Z,THA657,RKSI,VTBS,HS-THF,181000.0,34868.0,29828.0,425.0,,,34800.0,,180600.0,0123,34800.0,24.9,31.0,137.0,96.0,,,6.0,0140,0644,0504,0652,4900.0,29650.0,0529,41929,36752,60.0,40.0
380,2022-04-16T00:00:00.000Z,THA918,VTBS,VTSP,HS-TQC,146000.0,30714.0,6049.0,300.0,,,34200.0,,140508.0,0208,34100.0,,12.0,94.0,63.0,,,2.0,0221,0323,0102,0328,28300.0,5700.0,0120,26453,44157,467.0,425.0
379,2022-04-16T00:00:00.000Z,THA623,RJBB,VTBS,HS-TKR,214405.0,47180.0,40734.0,600.0,,,,,215769.0,0238,47400.0,29.0,11.0,1.0,54.0,98.0,64.0,3.0,0253,0814,0521,0823,6600.0,40800.0,0545,33146,45123,655.0,449.0
374,2022-04-16T00:00:00.000Z,THA612,VTBS,ZPPP,HS-TJS,178480.0,33049.0,13991.0,400.0,,,33100.0,,177684.0,0313,33200.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0321,0515,0154,0523,19500.0,13600.0,0210,28381,43504,283.0,274.0
377,2022-04-16T00:00:00.000Z,THA476,YSSY,VTBS,HS-TKQ,205388.0,71971.0,64746.0,600.0,2022/04/16,8:43:00,72400.0,,207273.0,2359,72400.0,31.0,,,,,,,0014,0903,0849,0910,6800.0,65900.0,0911,43974,37227,944.0,519.0
376,2022-04-16T00:00:00.000Z,THA404,WSSS,VTBS,HS-TKO,213055.0,20880.0,14435.0,600.0,,,20700.0,,207812.0,0412,20900.0,21.0,15.0,15.0,41.0,56.0,36.0,0.0,0430,0625,0155,0630,6900.0,13800.0,0218,26953,43966,369.0,272.0
375,2022-04-16T00:00:00.000Z,THA403,VTBS,WSSS,HS-TKO,194055.0,20375.0,12881.0,600.0,,,20300.0,,193492.0,0100,20400.0,21.0,14.0,6.0,23.0,25.0,14.0,2.0,0111,0300,0149,0309,7600.0,12700.0,0209,43966,26953,440.0,369.0
373,2022-04-16T00:00:00.000Z,THA613,ZPPP,VTBS,HS-TJS,158380.0,18358.0,12165.0,594.0,,,19400.0,,158862.0,0818,19000.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0843,1032,0149,1045,7700.0,11300.0,0227,43504,28381,274.0,266.0
384,2022-04-16T00:00:00.000Z,THA971,LSZH,VTBS,HS-TKV,214684.0,88243.0,80830.0,600.0,,,87300.0,,210120.0,1140,87300.0,31.0,24.0,18.0,46.0,100.0,70.0,0.0,1155,2204,1009,2214,9800.0,77100.0,1034,43493,35454,1092.0,492.0
383,2022-04-16T00:00:00.000Z,THA477,VTBS,VTSP,HS-TKW,204000.0,54708.0,8818.0,600.0,,,54200.0,,203989.0,0941,54200.0,29.0,,,,,,,0953,1051,0058,1054,45400.0,8600.0,0113,39143,43417,700.0,679.0
387,2022-04-16T00:00:00.000Z,THA316,VIDP,VTBS,HS-THG,178800.0,24640.0,19694.0,450.0,,,24810.0,,181431.0,1807,24700.0,30.6,32.0,149.0,107.0,,,3.0,1825,2150,0325,2159,5200.0,19350.0,0352,36738,42584,46.0,35.0
385,2022-04-16T00:00:00.000Z,THA911,EGLL,VTBS,HS-TKZ,213268.0,95085.0,87714.0,600.0,,,95300.0,,213420.0,1149,95200.0,27.0,,,,,,,1214,2312,1058,2325,9400.0,85300.0,1136,36466,43955,988.0,511.0
392,2022-04-16T00:00:00.000Z,THA642,VTBS,RJAA,HS-THL,157900.0,32749.0,28162.0,400.0,,,33000.0,,160272.0,1653,32900.0,30.6,,,,,,,1703,2227,0524,2233,5000.0,27550.0,0540,43931,30952,,
386,2022-04-16T00:00:00.000Z,THA951,EKCH,VTBS,HS-THD,185971.0,70066.0,64677.0,400.0,,,70000.0,,184700.0,1220,69900.0,26.2,,,,,,,1238,2256,1018,2303,6100.0,63400.0,1043,44184,30951,69.0,20.0
396,2022-04-16T00:00:00.000Z,THA920,VTBS,EDDF,HS-TKR,220200.0,102655.0,94339.0,600.0,,,102700.0,,220444.0,1707,102500.0,,17.0,9.0,55.0,102.0,85.0,1.0,1721,0444,1123,0452,8000.0,94900.0,1145,40190,43832,935.0,511.0
394,2022-04-16T00:00:00.000Z,THA644,VTBS,RJGG,HS-THF,164980.0,33366.0,26330.0,400.0,,,33000.0,,162304.0,1705,32900.0,30.1,,,,,,,1719,2218,0459,2226,6300.0,26300.0,0521,42319,37223,46.0,
393,2022-04-16T00:00:00.000Z,THA970,VTBS,LSZH,HS-TKX,195000.0,91315.0,84298.0,600.0,,,90900.0,,193090.0,1757,90900.0,27.0,,,,,,,1808,0538,1130,1757,7200.0,82600.0,0000,33876,44409,555.0,175.0
395,2022-04-16T00:00:00.000Z,THA910,VTBS,EGLL,HS-TKN,225230.0,113872.0,102938.0,600.0,,,114400.0,,225076.0,1758,114500.0,21.0,21.0,17.0,56.0,105.0,91.0,2.0,1812,0622,1210,0633,11700.0,103500.0,1235,26457,44172,1000.0,785.0
391,2022-04-16T00:00:00.000Z,THA332,VIDP,VTBS,HS-TKM,204100.0,30484.0,24188.0,600.0,,,30400.0,,202689.0,2213,30500.0,29.0,,,,,,,2229,0147,0318,0152,6900.0,22900.0,0339,33624,43497,400.0,280.0
390,2022-04-16T00:00:00.000Z,THA325,VTBS,VOBL,HS-TQE,141000.0,21439.0,15395.0,300.0,,,21400.0,,140407.0,1413,21300.0,26.1,6.0,49.0,29.0,,,4.0,1424,1751,0327,1758,6000.0,15500.0,0345,43398,33823,470.0,440.0
389,2022-04-16T00:00:00.000Z,THA315,VTBS,VIDP,HS-THG,174676.0,31343.0,21650.0,400.0,,,31400.0,,173232.0,1051,31300.0,28.1,12.0,99.0,75.0,,,3.0,1106,1500,0354,1510,8700.0,22350.0,0419,42584,36738,61.0,48.0
388,2022-04-16T00:00:00.000Z,THA935,EBBR,VTBS,HS-THB,166203.0,65646.0,60549.0,400.0,,,65900.0,,167079.0,1204,65900.0,28.8,19.0,88.0,83.0,,,,1220,2254,1034,2256,4900.0,60850.0,1052,44195,39862,100.0,
340,2022-04-15T00:00:00.000Z,THA434,WIII,VTBS,HS-TKR,195711.0,26036.0,19809.0,693.0,,,26700.0,,196700.0,0530,26800.0,25.0,,,,,,,0550,0839,0249,0851,6700.0,20000.0,0321,30340,33571,833.0,794.0
354,2022-04-15T00:00:00.000Z,THA316,VIDP,VTBS,HS-THH,169500.0,24071.0,19087.0,450.0,,,24300.0,,172751.0,1829,24100.0,29.1,,,,,,,1840,2203,0323,2212,5300.0,18600.0,0343,37995,44614,81.0,64.0
353,2022-04-15T00:00:00.000Z,THA410,WSSS,VTBS,HS-THD,176500.0,16143.0,11242.0,400.0,,,16300.0,,178280.0,1242,16300.0,25.9,,,,,,,1259,1449,0150,1458,4800.0,11250.0,0216,42571,26959,30.0,28.0
352,2022-04-15T00:00:00.000Z,THA409,VTBS,WSSS,HS-THD,166000.0,15845.0,10293.0,400.0,,,15800.0,,163296.0,0916,15700.0,25.9,,,,,,,0929,1121,0152,1129,5000.0,10450.0,0213,26959,42571,31.0,30.0
351,2022-04-15T00:00:00.000Z,THA926,VTSP,EDDF,HS-TKX,206500.0,99728.0,91631.0,600.0,,,100400.0,,207164.0,0457,100300.0,29.0,8.0,6.0,25.0,60.0,70.0,2.0,0511,1646,1135,1655,8800.0,91000.0,1158,44244,37119,935.0,
350,2022-04-15T00:00:00.000Z,THA478,VTSP,VTBS,HS-TKZ,194500.0,14834.0,8657.0,600.0,,,14800.0,,194274.0,0941,14900.0,25.0,,,,,,,0956,1104,0108,1110,6600.0,8100.0,0129,33867,44170,950.0,900.0
349,2022-04-15T00:00:00.000Z,THA612,VTBS,ZPPP,HS-TKM,211620.0,37468.0,14875.0,600.0,,,37500.0,,211618.0,0325,37800.0,,,,,,,,0325,0535,0210,0547,21500.0,15700.0,0222,44154,26949,1306.0,1306.0
342,2022-04-15T00:00:00.000Z,THA632,VTBS,RCTP,HS-THK,159705.0,24163.0,16641.0,400.0,,,24200.0,,159705.0,0123,24000.0,27.7,6.0,29.0,22.0,,,0.0,0136,0444,0308,0450,7400.0,16400.0,0327,44182,33874,61.0,55.0
347,2022-04-15T00:00:00.000Z,THA613,ZPPP,VTBS,HS-TKM,215508.0,21693.0,14200.0,726.0,,,21700.0,,215717.0,0803,21800.0,23.0,,,,,,,0821,1005,0144,1012,8900.0,12900.0,0209,26949,44154,1308.0,1308.0
346,2022-04-15T00:00:00.000Z,THA478,YSSY,VTSP,HS-TKZ,213173.0,73062.0,65477.0,600.0,,,73200.0,,212026.0,0008,73200.0,29.0,24.0,18.0,60.0,120.0,87.0,2.0,0025,0825,0800,0851,8900.0,63800.0,0843,34101,44171,1306.0,944.0
345,2022-04-15T00:00:00.000Z,THA475,VTBS,YSSY,HS-TKQ,212600.0,77238.0,67324.0,600.0,,,77300.0,,212828.0,0134,77100.0,32.0,7.0,4.0,52.0,97.0,70.0,0.0,0146,1024,0838,1030,10500.0,67000.0,0856,44158,33621,847.0,431.0
344,2022-04-15T00:00:00.000Z,THA643,RJAA,VTBS,HS-THG,169600.0,40223.0,35039.0,475.0,,,40500.0,,170000.0,0300,40400.0,25.3,7.0,75.0,48.0,,,2.0,0321,0941,0620,0951,5200.0,35000.0,0651,44291,33868,40.0,21.0
343,2022-04-15T00:00:00.000Z,THA641,RJAA,VTBS,HS-TJS,158300.0,45868.0,39735.0,513.0,,,45700.0,,157400.0,0148,45600.0,27.0,,,,,,,0218,0834,0616,0850,7600.0,38300.0,0702,26948,41926,299.0,266.0
341,2022-04-15T00:00:00.000Z,THA433,VTBS,WIII,HS-TKR,210700.0,49570.0,22634.0,600.0,,,49570.0,,211078.0,0115,49600.0,333.5,6.0,3.0,32.0,40.0,24.0,6.0,0130,0419,0249,0427,27000.0,22400.0,0312,30340,33571,930.0,833.0
356,2022-04-15T00:00:00.000Z,THA317,VTBS,VABB,HS-TQE,147574.0,27349.0,19058.0,300.0,,,27300.0,,147100.0,1200,27300.0,,20.0,120.0,59.0,,,3.0,1216,1605,0349,1615,8900.0,18500.0,0415,26787,44212,700.0,685.0
355,2022-04-15T00:00:00.000Z,THA315,VTBS,VIDP,HS-THH,169500.0,31046.0,21305.0,400.0,,,31000.0,,167529.0,1105,30900.0,33.1,,,,,,,1116,1515,0359,1528,9100.0,21600.0,0423,44614,37995,100.0,81.0
348,2022-04-15T00:00:00.000Z,THA926,VTBS,VTSP,HS-TKX,205728.0,52934.0,8772.0,600.0,,,45800.0,,205390.0,0223,49700.0,27.0,14.0,11.0,38.0,76.0,45.0,,0234,0331,0057,0335,41100.0,8500.0,0112,37119,44244,953.0,935.0
357,2022-04-15T00:00:00.000Z,THA318,VABB,VTBS,HS-TQE,157200.0,23164.0,18793.0,315.0,,,22900.0,,152770.0,1751,22800.0,19.5,17.0,122.0,69.0,0.0,0.0,2.0,1806,2146,0340,2154,5400.0,17800.0,0403,26787,42598,685.0,552.0
366,2022-04-15T00:00:00.000Z,THA640,VTBS,RJAA,HS-TJV,154241.0,40534.0,32517.0,400.0,,,40500.0,,154241.0,1530,40500.0,,,,,,,,1539,2109,0530,2114,9100.0,31600.0,0544,43315,26100,402.0,397.0
358,2022-04-15T00:00:00.000Z,THA346,OPLA,VTBS,HS-THK,177000.0,26831.0,21847.0,500.0,,,27400.0,,167783.0,1855,27400.0,32.8,,,,,,,1909,2259,0350,2307,6900.0,20400.0,0412,44243,27477,52.0,41.0
372,2022-04-15T00:00:00.000Z,THA642,VTBS,RJAA,HS-THL,166600.0,36361.0,29327.0,400.0,,,36400.0,,167982.0,1700,36200.0,27.0,14.0,67.0,21.0,,,2.0,1709,2228,0519,2234,7100.0,28900.0,0534,44216,38887,40.0,33.0
371,2022-04-15T00:00:00.000Z,THA970,VTBS,LSZH,HS-TKV,186800.0,90769.0,83645.0,600.0,,,91200.0,,186687.0,1753,91200.0,29.0,,,,,,,1804,0541,1137,0547,8600.0,82000.0,1154,41937,34100,564.0,197.0
370,2022-04-15T00:00:00.000Z,THA950,VTBS,EKCH,HS-THD,173000.0,77529.0,72341.0,400.0,,,77400.0,,171910.0,1817,77400.0,30.3,,,,,,,1831,0549,1118,0554,6600.0,70250.0,1137,43477,38383,60.0,25.0
368,2022-04-15T00:00:00.000Z,THA924,VTBS,EDDM,HS-TKK,191465.0,91658.0,83078.0,600.0,,,91700.0,,191551.0,1743,91500.0,27.0,,,,,,,1757,0503,1106,0508,8900.0,82400.0,1125,43412,40523,820.0,400.0
367,2022-04-15T00:00:00.000Z,THA930,VTBS,LFPG,HS-TWA,160000.0,73561.0,66966.0,300.0,,,73000.0,,157697.0,1707,72700.0,20.7,23.0,74.0,58.0,0.0,0.0,1.0,1718,0517,1159,0529,6800.0,65700.0,1222,42775,37212,696.0,476.0
369,2022-04-15T00:00:00.000Z,THA325,VTBS,VOBL,HS-TQD,142036.0,21284.0,15280.0,300.0,,,21300.0,,142151.0,1439,21200.0,21.0,8.0,64.0,53.0,,,1.0,1451,1801,0310,1811,6900.0,14600.0,0332,39151,43970,570.0,
365,2022-04-15T00:00:00.000Z,THA338,VOMM,VTBS,HS-TQC,138890.0,17871.0,13792.0,336.0,,,17800.0,,136404.0,1928,17700.0,12.5,,,,,,,1945,2239,0254,2247,4800.0,13100.0,0319,33643,44168,431.0,367.0
364,2022-04-15T00:00:00.000Z,THA337,VTBS,VOMM,HS-TQC,143500.0,20292.0,14073.0,300.0,,,20300.0,,142966.0,1502,20400.0,22.1,,,,,,,,1801,,1810,7400.0,13200.0,0308,44177,33643,465.0,431.0
363,2022-04-15T00:00:00.000Z,THA326,VOBL,VTBS,HS-TQD,140500.0,19626.0,15031.0,357.0,,,19500.0,,137037.0,1912,19400.0,22.6,6.0,69.0,37.0,,,1.0,1924,2231,0307,2240,5700.0,13900.0,0328,43119,39151,586.0,
362,2022-04-15T00:00:00.000Z,THA921,EDDF,VTBS,HS-TKN,228500.0,92465.0,84587.0,600.0,,,91500.0,,221456.0,1253,91400.0,28.0,,,,,,,1306,2322,1016,2329,9500.0,81900.0,1036,37220,43489,935.0,100.0
361,2022-04-15T00:00:00.000Z,THA911,EGLL,VTBS,HS-TKY,217770.0,95410.0,88002.0,600.0,,,95000.0,,216638.0,1256,95100.0,27.0,20.0,18.0,56.0,119.0,92.0,2.0,1315,0016,1101,0022,8700.0,86900.0,1126,43413,31841,1015.0,508.0
360,2022-04-15T00:00:00.000Z,THA931,LFPG,VTBS,HS-THJ,178000.0,69220.0,63854.0,550.0,,,69300.0,,175115.0,1159,69100.0,29.0,32.0,137.0,84.0,,,0.0,1217,2255,1038,2303,7100.0,61650.0,1104,43826,37234,65.0,21.0
359,2022-04-15T00:00:00.000Z,THA345,VTBS,OPLA,HS-THK,152315.0,51915.0,24384.0,400.0,,,51900.0,,151590.0,1245,52100.0,28.4,1.0,38.0,54.0,0.0,0.0,2.0,1258,1718,0420,1724,27700.0,24800.0,0439,27477,44243,62.0,52.0
308,2022-04-14T00:00:00.000Z,THA633,RCTP,VTBS,HS-THE,161406.0,23113.0,18435.0,450.0,,,23000.0,,158823.0,0621,22900.0,28.3,,,,,,,0631,0954,0323,1001,5500.0,17300.0,0340,24573,44183,76.0,70.0
317,2022-04-14T00:00:00.000Z,THA935,EBBR,VTBS,HS-THF,163632.0,63381.0,58388.0,400.0,,,63600.0,,164400.0,1144,63600.0,29.3,12.0,60.0,46.0,,,,1156,2231,1035,2239,5000.0,58150.0,1055,43940,33165,77.0,52.0
