,aircraft_registration,arr,dep,flight_date,flight_number,actual_block_fuel,actual_burn,actual_flt_time,actual_fob,actual_landing_date,actual_landing_fuel,actual_landing_time,actual_off_block_date,actual_off_block_time,actual_on_block_date,actual_on_block_fuel,actual_on_block_time,actual_takeoff_date,actual_takeoff_fuel,actual_takeoff_time,actual_taxi_fuel,actual_taxi_in_fuel,actual_taxi_in_time,actual_taxi_out_time,actual_zfw,aircraft_type,company_fuel,dev_zfw,esad,eta_date,eta_time,etd_date,etd_time,excess_fuel,extra_fuel,plan_block_fuel,plan_burn,plan_flt_time,plan_landing_date,plan_landing_fuel,plan_landing_time,plan_off_block_date,plan_off_block_time,plan_on_block_date,plan_on_block_fuel,plan_on_block_time,plan_takeoff_date,plan_takeoff_time,plan_taxi_fuel,plan_taxi_in_fuel,plan_taxi_in_time,plan_taxi_out_time,plan_zfw,sta_date,sta_time,std_date,std_time
1255,HS-TKX,HKT,BKK,2021/12/09,THA926,48600,9700,1:06:00,48400,2021/12/09,39000,14:56:00,2021/12/09,13:33:00,2021/12/09,38700,15:01:00,2021/12/09,47800,13:50:00,600,300,0:05:00,0:17:00,209227,B77W,0,657,491,2021/12/09,15:05:00,2021/12/09,13:45:00,-1720,-3028,51628,10908,1:13:00,2021/12/09,40720,14:58:00,2021/12/09,13:35:00,2021/12/09,40720,14:58:00,2021/12/09,13:45:00,600,0,0:00:00,0:10:00,208570,2021/12/09,15:05:00,2021/12/09,13:35:00
1257,HS-TKW,BKK,HKT,2021/12/08,THA927,14100,Invalid,8958121:55:00,14100,2021/12/09,7300,01:55:00,1000/01/01,00:00:00,2021/12/09,7000,02:00:00,1000/01/01,Invalid,00:00:00,Invalid,300,0:05:00,0:00:00,204848,B77W,0,-52,459,2021/12/09,03:00:00,2021/12/09,01:40:00,1687,-526,14626,9013,1:08:00,2021/12/09,5613,02:48:00,2021/12/09,01:30:00,2021/12/09,5613,02:48:00,2021/12/09,01:40:00,600,0,0:00:00,0:10:00,204900,2021/12/09,03:00:00,2021/12/09,01:30:00
1259,HS-THD,BKK,BRU,2021/12/09,THA935,64800,58480,10:32:00,64670,2021/12/10,6370,01:30:00,2021/12/09,14:45:00,2021/12/10,6190,01:36:00,2021/12/09,64960,14:58:00,Invalid,180,0:06:00,0:13:00,166801,A359,0,1,5069,2021/12/10,01:30:00,2021/12/09,14:42:00,1693,34,64766,60089,10:37:00,2021/12/10,4677,01:19:00,2021/12/09,14:30:00,2021/12/10,4677,01:19:00,2021/12/09,14:42:00,400,0,0:00:00,0:12:00,166800,2021/12/10,01:30:00,2021/12/09,14:30:00
1261,HS-TQC,CDG,HKT,2021/12/09,THA938,68000,Invalid,12:14:00,68000,2021/12/10,Invalid,05:13:00,2021/12/09,16:50:00,2021/12/10,Invalid,05:22:00,2021/12/09,Invalid,16:59:00,Invalid,Invalid,0:09:00,0:09:00,138537,B788,0,-463,5914,2021/12/10,05:50:00,2021/12/09,17:05:00,-5908,4,67996,62088,12:22:00,2021/12/10,5908,05:27:00,2021/12/09,16:55:00,2021/12/10,5908,05:27:00,2021/12/09,17:05:00,300,0,0:00:00,0:10:00,139000,2021/12/10,05:50:00,2021/12/09,16:55:00
1263,HS-TQA,BKK,HKT,2021/12/08,THA939,9300,Invalid,1:00:00,9300,2021/12/09,Invalid,02:04:00,2021/12/09,00:56:00,2021/12/09,Invalid,02:09:00,2021/12/09,Invalid,01:04:00,Invalid,Invalid,0:05:00,0:08:00,135104,B788,0,-96,458,2021/12/09,02:50:00,2021/12/09,01:30:00,-3694,-493,9793,6099,1:06:00,2021/12/09,3694,02:36:00,2021/12/09,01:20:00,2021/12/09,3694,02:36:00,2021/12/09,01:30:00,300,0,0:00:00,0:10:00,135200,2021/12/09,02:50:00,2021/12/09,01:20:00
1265,HS-TKP,HKT,BKK,2021/12/09,THA952,44000,9600,1:04:00,43900,2021/12/09,35000,15:35:00,2021/12/09,14:16:00,2021/12/09,34300,15:40:00,2021/12/09,43600,14:31:00,300,700,0:05:00,0:15:00,215952,B77W,0,123,492,2021/12/09,15:40:00,2021/12/09,14:20:00,1992,0,44000,10992,1:13:00,2021/12/09,33008,15:33:00,2021/12/09,14:10:00,2021/12/09,33008,15:33:00,2021/12/09,14:20:00,600,0,0:00:00,0:10:00,215829,2021/12/09,15:40:00,2021/12/09,14:10:00
1266,HS-TKP,CPH,HKT,2021/12/09,THA952,97900,88900,11:47:00,97900,2021/12/10,9600,04:54:00,2021/12/09,16:59:00,2021/12/10,9000,05:01:00,2021/12/09,97800,17:07:00,100,600,0:07:00,0:08:00,200400,B77W,500,400,5697,2021/12/10,05:35:00,2021/12/09,17:20:00,2711,98,97802,90913,11:58:00,2021/12/10,6889,05:18:00,2021/12/09,17:10:00,2021/12/10,6889,05:18:00,2021/12/09,17:20:00,600,0,0:00:00,0:10:00,200000,2021/12/10,05:35:00,2021/12/09,17:10:00
1267,HS-THK,BKK,ARN,2021/12/09,THA961,70280,63080,10:37:00,70280,2021/12/10,7340,00:08:00,2021/12/09,13:14:00,2021/12/10,7200,00:14:00,2021/12/09,70060,13:31:00,220,140,0:06:00,0:17:00,174848,A359,500,-570,5157,2021/12/09,23:15:00,2021/12/09,12:45:00,2045,80,70200,64905,10:47:00,2021/12/09,5295,23:32:00,2021/12/09,12:30:00,2021/12/09,5295,23:32:00,2021/12/09,12:45:00,400,0,0:00:00,0:15:00,175418,2021/12/09,23:15:00,2021/12/09,12:30:00
1269,HS-THN,BKK,ZRH,2021/12/09,THA971,64000,58300,10:01:00,64160,2021/12/09,6000,22:52:00,2021/12/09,12:18:00,2021/12/09,5860,23:00:00,2021/12/09,63560,12:51:00,600,140,0:08:00,0:33:00,176170,A359,500,-592,4851,2021/12/09,23:10:00,2021/12/09,12:30:00,755,104,63896,58651,10:08:00,2021/12/09,5245,22:38:00,2021/12/09,12:15:00,2021/12/09,5245,22:38:00,2021/12/09,12:30:00,400,0,0:00:00,0:15:00,176762,2021/12/09,23:10:00,2021/12/09,12:15:00
1270,HS-THC,ZRH,BKK,2021/12/09,THA972,72200,66910,11:40:00,72090,2021/12/10,5330,05:42:00,2021/12/09,17:46:00,2021/12/10,5180,05:50:00,2021/12/09,71680,18:02:00,410,150,0:08:00,0:16:00,165829,A359,500,-1411,5612,2021/12/10,05:55:00,2021/12/09,17:45:00,-51,-474,72674,67293,11:44:00,2021/12/10,5381,05:29:00,2021/12/09,17:35:00,2021/12/10,5381,05:29:00,2021/12/09,17:45:00,400,0,0:00:00,0:10:00,167240,2021/12/10,05:55:00,2021/12/09,17:35:00
1271,HS-TKW,SYD,HKT,2021/12/09,THA477,67500,59000,8:21:00,68000,2021/12/09,9200,20:14:00,2021/12/09,11:43:01,2021/12/09,9000,20:19:00,2021/12/09,67600,11:53:00,400,200,0:05:00,0:09:59,195497,B77W,0,-3453,3995,2021/12/09,20:30:00,2021/12/09,12:00:00,721,-159,68159,59680,8:23:00,2021/12/09,8479,20:23:00,2021/12/09,11:50:00,2021/12/09,8479,20:23:00,2021/12/09,12:00:00,600,0,0:00:00,0:10:00,198950,2021/12/09,20:30:00,2021/12/09,11:50:00
1272,HS-TQC,HKT,BKK,2021/12/09,THA938,34500,Invalid,1:12:00,34500,2021/12/09,Invalid,15:29:00,2021/12/09,14:01:00,2021/12/09,Invalid,15:34:00,2021/12/09,Invalid,14:17:00,Invalid,Invalid,0:05:00,0:16:00,143013,B788,0,-1987,494,2021/12/09,15:25:00,2021/12/09,14:05:00,-24576,2500,32000,7424,1:13:00,2021/12/09,24576,15:18:00,2021/12/09,13:55:00,2021/12/09,24576,15:18:00,2021/12/09,14:05:00,300,0,0:00:00,0:10:00,145000,2021/12/09,15:25:00,2021/12/09,13:55:00
1273,HS-TKK,BKK,CMB,2021/12/08,THA308,26400,18400,3:02:00,26200,2021/12/09,8000,02:46:00,2021/12/08,23:29:00,2021/12/09,7800,02:51:00,2021/12/08,26100,23:44:00,100,200,0:05:00,0:15:00,172484,B77W,0,-2516,1395,2021/12/09,01:30:00,2021/12/08,22:15:00,1871,-89,26289,20160,3:06:00,2021/12/09,6129,01:21:00,2021/12/08,22:05:00,2021/12/09,6129,01:21:00,2021/12/08,22:15:00,600,0,0:00:00,0:10:00,175000,2021/12/09,01:30:00,2021/12/08,22:05:00
1274,HS-TKK,CMB,BKK,2021/12/08,THA307,50200,23300,2:56:00,50000,2021/12/08,27200,22:16:00,2021/12/08,18:47:01,2021/12/08,26700,22:22:00,2021/12/08,49000,19:20:00,1000,500,0:06:00,0:32:59,206131,B77W,0,631,1367,2021/12/08,20:45:00,2021/12/08,17:35:00,611,-71,50071,23482,3:00:00,2021/12/08,26589,20:35:00,2021/12/08,17:25:00,2021/12/08,26589,20:35:00,2021/12/08,17:35:00,600,0,0:00:00,0:10:00,205500,2021/12/08,20:45:00,2021/12/08,17:25:00
1275,HS-TKN,DEL,BKK,2021/12/08,THA315,39700,27400,3:41:00,39500,2021/12/08,12500,16:55:00,2021/12/08,12:55:00,2021/12/08,12100,17:03:00,2021/12/08,39100,13:14:00,400,400,0:08:00,0:19:00,212538,B77W,1034,-733,1700,2021/12/08,17:30:00,2021/12/08,13:10:00,766,-40,39740,28006,3:44:00,2021/12/08,11734,16:54:00,2021/12/08,13:00:00,2021/12/08,11734,16:54:00,2021/12/08,13:10:00,600,0,0:00:00,0:10:00,213271,2021/12/08,17:30:00,2021/12/08,13:00:00
1276,HS-TKN,BKK,DEL,2021/12/08,THA316,30500,23200,3:32:00,30200,2021/12/08,7300,22:54:00,2021/12/08,18:58:00,2021/12/08,7000,22:59:00,2021/12/08,29700,19:22:00,500,300,0:05:00,0:24:00,188379,B77W,0,-6171,1646,2021/12/08,22:45:00,2021/12/08,19:12:00,995,-558,31058,24753,3:36:00,2021/12/08,6305,22:48:00,2021/12/08,18:50:00,2021/12/08,6305,22:48:00,2021/12/08,19:12:00,726,0,0:00:00,0:22:00,194550,2021/12/08,22:45:00,2021/12/08,18:50:00
1277,HS-TKO,BOM,BKK,2021/12/08,THA317,34700,25500,3:56:00,34700,2021/12/08,9700,16:07:00,2021/12/08,11:49:00,2021/12/08,9200,16:15:00,2021/12/08,34100,12:11:00,600,500,0:08:00,0:22:00,179198,B77W,917,-4193,1734,2021/12/08,16:30:00,2021/12/08,12:05:00,-584,-519,35219,24935,3:47:00,2021/12/08,10284,15:52:00,2021/12/08,11:55:00,2021/12/08,10284,15:52:00,2021/12/08,12:05:00,600,0,0:00:00,0:10:00,183391,2021/12/08,16:30:00,2021/12/08,11:55:00
1278,HS-TKO,BKK,BOM,2021/12/08,THA318,30600,23800,3:42:00,30600,2021/12/08,7200,21:20:00,2021/12/08,17:23:00,2021/12/08,6800,21:24:00,2021/12/08,30400,17:38:00,200,400,0:04:00,0:15:00,180123,B77W,0,-877,1728,2021/12/08,22:05:00,2021/12/08,18:08:00,1093,-50,30650,24543,3:46:00,2021/12/08,6107,21:54:00,2021/12/08,17:50:00,2021/12/08,6107,21:54:00,2021/12/08,18:08:00,600,0,0:00:00,0:18:00,181000,2021/12/08,22:05:00,2021/12/08,17:50:00
1280,HS-THF,MAA,BKK,2021/12/08,THA337,24500,15960,2:58:00,24500,2021/12/08,8550,18:24:00,2021/12/08,15:03:00,2021/12/08,8540,18:29:00,2021/12/08,24010,15:26:00,490,10,0:05:00,0:23:00,161651,A359,0,-3349,1314,2021/12/08,19:00:00,2021/12/08,15:35:00,-194,-316,24816,16072,2:54:00,2021/12/08,8744,18:29:00,2021/12/08,15:25:00,2021/12/08,8744,18:29:00,2021/12/08,15:35:00,400,0,0:00:00,0:10:00,165000,2021/12/08,19:00:00,2021/12/08,15:25:00
1282,HS-THF,BKK,MAA,2021/12/08,THA338,19300,14540,2:52:00,19260,2021/12/08,4860,22:53:00,2021/12/08,19:43:00,2021/12/08,4720,22:58:00,2021/12/08,18740,20:01:00,520,140,0:05:00,0:18:00,149466,A359,0,-2334,1347,2021/12/08,23:25:00,2021/12/08,20:15:00,822,-110,19410,15372,2:56:00,2021/12/08,4038,23:11:00,2021/12/08,20:00:00,2021/12/08,4038,23:11:00,2021/12/08,20:15:00,400,0,0:00:00,0:15:00,151800,2021/12/08,23:25:00,2021/12/08,20:00:00
1285,HS-TKO,SIN,BKK,2021/12/08,THA403,21600,14200,2:01:00,21400,2021/12/08,7400,03:33:00,2021/12/08,01:14:00,2021/12/08,7200,03:38:00,2021/12/08,21000,01:32:00,400,200,0:05:00,0:18:00,199635,B77W,0,544,895,2021/12/08,03:15:00,2021/12/08,01:10:00,538,79,21521,14659,2:02:00,2021/12/08,6862,03:12:00,2021/12/08,01:00:00,2021/12/08,6862,03:12:00,2021/12/08,01:10:00,600,0,0:00:00,0:10:00,199091,2021/12/08,03:15:00,2021/12/08,01:00:00
1286,HS-TKO,BKK,SIN,2021/12/08,THA404,18900,12800,1:46:00,18700,2021/12/08,6100,07:06:00,2021/12/08,05:00:00,2021/12/08,5900,07:11:00,2021/12/08,18200,05:20:00,500,200,0:05:00,0:20:00,191926,B77W,0,-5165,809,2021/12/08,06:45:00,2021/12/08,04:40:00,581,-249,19149,13630,1:52:00,2021/12/08,5519,06:32:00,2021/12/08,04:25:00,2021/12/08,5519,06:32:00,2021/12/08,04:40:00,600,0,0:00:00,0:15:00,197091,2021/12/08,06:45:00,2021/12/08,04:25:00
1287,HS-TKK,CGK,BKK,2021/12/08,THA433,48800,21900,2:56:00,48500,2021/12/08,27300,04:48:00,2021/12/08,01:34:01,2021/12/08,26600,04:55:00,2021/12/08,48000,01:52:00,500,700,0:07:00,0:17:59,198734,B77W,0,0,1341,2021/12/08,04:55:00,2021/12/08,01:30:00,1005,-46,48846,22551,2:57:00,2021/12/08,26295,04:27:00,2021/12/08,01:20:00,2021/12/08,26295,04:27:00,2021/12/08,01:30:00,600,0,0:00:00,0:10:00,198734,2021/12/08,04:55:00,2021/12/08,01:20:00
1289,HS-TKK,BKK,CGK,2021/12/08,THA434,25593,19000,2:47:00,26200,2021/12/08,7600,09:26:00,2021/12/08,06:19:00,2021/12/08,7200,09:30:00,2021/12/08,25700,06:39:00,500,400,0:04:00,0:20:00,190753,B77W,0,-4138,1302,2021/12/08,10:20:00,2021/12/08,07:11:00,2042,205,25995,20437,2:54:00,2021/12/08,5558,10:05:00,2021/12/08,06:50:00,2021/12/08,5558,10:05:00,2021/12/08,07:11:00,693,0,0:00:00,0:21:00,194891,2021/12/08,10:20:00,2021/12/08,06:50:00
1290,HS-TKV,SYD,BKK,2021/12/08,THA475,73500,63800,8:30:00,73300,2021/12/08,10000,10:10:00,2021/12/08,01:22:00,2021/12/08,9500,10:20:00,2021/12/08,72800,01:40:00,500,500,0:10:00,0:18:00,203104,B77W,0,-996,4115,2021/12/08,10:20:00,2021/12/08,01:10:00,1111,-52,73552,64663,8:36:00,2021/12/08,8889,09:46:00,2021/12/08,01:00:00,2021/12/08,8889,09:46:00,2021/12/08,01:10:00,600,0,0:00:00,0:10:00,204100,2021/12/08,10:20:00,2021/12/08,01:00:00
1291,HS-TKN,BKK,HKT,2021/12/07,THA478,14800,Invalid,1:06:00,14800,2021/12/08,7400,09:37:00,2021/12/08,08:25:00,2021/12/08,Invalid,09:47:00,2021/12/08,Invalid,08:31:00,Invalid,Invalid,0:10:00,0:06:00,218115,B77W,0,15,461,2021/12/08,10:40:00,2021/12/08,09:20:00,1519,-527,15327,9446,1:08:00,2021/12/08,5881,10:28:00,2021/12/08,09:10:00,2021/12/08,5881,10:28:00,2021/12/08,09:20:00,600,0,0:00:00,0:10:00,218100,2021/12/08,10:40:00,2021/12/08,09:10:00
1293,HS-TKL,BKK,NRT,2021/12/08,THA643,52900,45100,6:16:00,52900,2021/12/08,8100,09:30:00,2021/12/08,02:52:00,2021/12/08,7800,09:34:00,2021/12/08,52200,03:14:00,700,300,0:04:00,0:22:00,204414,B77W,0,714,3051,2021/12/08,10:05:00,2021/12/08,03:00:00,1494,-124,53024,46418,6:28:00,2021/12/08,6606,09:28:00,2021/12/08,02:45:00,2021/12/08,6606,09:28:00,2021/12/08,03:00:00,600,0,0:00:00,0:15:00,203700,2021/12/08,10:05:00,2021/12/08,02:45:00
1294,HS-THC,NGO,BKK,2021/12/08,THA644,32700,26440,5:05:00,32650,2021/12/08,6290,22:32:00,2021/12/08,17:10:00,2021/12/08,6210,22:37:00,2021/12/08,32240,17:27:00,410,80,0:05:00,0:17:00,156033,A359,0,-1682,2351,2021/12/08,22:30:00,2021/12/08,17:15:00,-335,-113,32813,26188,4:58:00,2021/12/08,6625,22:13:00,2021/12/08,17:05:00,2021/12/08,6625,22:13:00,2021/12/08,17:15:00,400,0,0:00:00,0:10:00,157715,2021/12/08,22:30:00,2021/12/08,17:05:00
1295,HS-TKP,NRT,BKK,2021/12/08,THA642,45800,38400,5:20:00,45800,2021/12/08,7600,22:50:00,2021/12/08,17:13:00,2021/12/08,7400,22:54:00,2021/12/08,45400,17:30:00,400,200,0:04:00,0:17:00,206690,B77W,0,509,2555,2021/12/08,22:40:00,2021/12/08,17:05:00,1870,219,45581,39851,5:28:00,2021/12/08,5730,22:33:00,2021/12/08,16:55:00,2021/12/08,5730,22:33:00,2021/12/08,17:05:00,600,0,0:00:00,0:10:00,206181,2021/12/08,22:40:00,2021/12/08,16:55:00
1296,HS-TJT,BKK,NRT,2021/12/08,THA641,47800,39900,6:12:00,47800,2021/12/08,8100,06:57:00,2021/12/08,00:24:01,2021/12/08,7900,07:02:00,2021/12/08,47100,00:45:00,700,200,0:05:00,0:20:59,168380,B772,0,-120,3059,2021/12/08,08:15:00,2021/12/08,01:00:00,2124,-116,47916,41940,6:30:00,2021/12/08,5976,07:30:00,2021/12/08,00:45:00,2021/12/08,5976,07:30:00,2021/12/08,01:00:00,405,0,0:00:00,0:15:00,168500,2021/12/08,08:15:00,2021/12/08,00:45:00
1297,HS-THM,NRT,BKK,2021/12/08,THA640,34400,29620,5:24:00,34380,2021/12/08,4870,21:12:00,2021/12/08,15:30:01,2021/12/08,4760,21:16:00,2021/12/08,34220,15:48:00,160,110,0:04:00,0:17:59,170634,A359,0,3634,2551,2021/12/08,21:20:00,2021/12/08,15:40:00,489,383,33997,29616,5:25:00,2021/12/08,4381,21:05:00,2021/12/08,15:30:00,2021/12/08,4381,21:05:00,2021/12/08,15:40:00,400,0,0:00:00,0:10:00,167000,2021/12/08,21:20:00,2021/12/08,15:30:00
1298,HS-THM,BKK,NGO,2021/12/08,THA645,35150,30150,5:47:00,35150,2021/12/08,5300,07:43:00,2021/12/08,01:45:00,2021/12/08,5000,08:02:00,2021/12/08,29500,01:56:00,5650,300,0:19:00,0:11:00,162464,A359,0,-236,2692,2021/12/08,08:40:00,2021/12/08,02:13:00,952,22,35128,30780,5:40:00,2021/12/08,4348,07:53:00,2021/12/08,02:00:00,2021/12/08,4348,07:53:00,2021/12/08,02:13:00,400,0,0:00:00,0:13:00,162700,2021/12/08,08:40:00,2021/12/08,02:00:00
1299,HS-TKY,BKK,HKG,2021/12/08,THA639,23100,16400,2:17:00,22800,2021/12/08,6800,13:37:00,2021/12/08,11:05:00,2021/12/08,6400,13:41:00,2021/12/08,22600,11:20:00,200,400,0:04:00,0:15:00,206134,B77W,0,-2166,1053,2021/12/08,13:40:00,2021/12/08,11:12:00,1079,-110,23210,17489,2:21:00,2021/12/08,5721,13:33:00,2021/12/08,10:55:00,2021/12/08,5721,13:33:00,2021/12/08,11:12:00,600,0,0:00:00,0:17:00,208300,2021/12/08,13:40:00,2021/12/08,10:55:00
1300,HS-TKZ,TPE,BKK,2021/12/08,THA632,32600,25200,3:28:00,32300,2021/12/08,7400,05:12:00,2021/12/08,01:27:00,2021/12/08,7100,05:18:00,2021/12/08,31600,01:44:00,700,300,0:06:00,0:17:00,201535,B77W,0,135,1440,2021/12/08,04:45:00,2021/12/08,01:25:00,-2282,-29,32629,22947,3:09:00,2021/12/08,9682,04:34:00,2021/12/08,01:15:00,2021/12/08,9682,04:34:00,2021/12/08,01:25:00,600,0,0:00:00,0:10:00,201400,2021/12/08,04:45:00,2021/12/08,01:15:00
1301,HS-TKZ,BKK,TPE,2021/12/08,THA633,30225,23000,3:13:00,30200,2021/12/08,7400,10:12:00,2021/12/08,06:46:00,2021/12/08,7200,10:16:00,2021/12/08,30200,06:59:00,Invalid,200,0:04:00,0:13:00,206530,B77W,0,4530,1514,2021/12/08,10:10:00,2021/12/08,06:40:00,1736,396,29804,24140,3:18:00,2021/12/08,5664,09:58:00,2021/12/08,06:15:00,2021/12/08,5664,09:58:00,2021/12/08,06:40:00,825,0,0:00:00,0:25:00,202000,2021/12/08,10:10:00,2021/12/08,06:15:00
1302,HS-THC,BKK,MNL,2021/12/08,THA625,19825,Invalid,2:40:00,19825,2021/12/08,5400,14:49:00,2021/12/08,11:52:01,2021/12/08,5310,14:54:00,2021/12/08,19390,12:09:00,Invalid,90,0:05:00,0:16:59,161925,A359,0,-2815,1253,2021/12/08,14:25:00,2021/12/08,11:27:00,1140,-36,19861,15601,2:51:00,2021/12/08,4260,14:18:00,2021/12/08,11:10:00,2021/12/08,4260,14:18:00,2021/12/08,11:27:00,425,0,0:00:00,0:17:00,164740,2021/12/08,14:25:00,2021/12/08,11:10:00
1304,HS-THC,MNL,BKK,2021/12/08,THA624,22700,18350,3:26:00,22700,2021/12/08,4490,10:53:00,2021/12/08,07:10:00,2021/12/08,4210,11:04:00,2021/12/08,22030,07:27:00,530,280,0:11:00,0:17:00,165658,A359,1600,-3082,1263,2021/12/08,10:05:00,2021/12/08,07:05:00,-2097,-85,22785,16198,2:44:00,2021/12/08,6587,09:49:00,2021/12/08,06:55:00,2021/12/08,6587,09:49:00,2021/12/08,07:05:00,400,0,0:00:00,0:10:00,168740,2021/12/08,10:05:00,2021/12/08,06:55:00
1306,HS-TKL,KIX,BKK,2021/12/08,THA622,39600,33000,4:52:00,39400,2021/12/08,6800,22:13:00,2021/12/08,17:04:00,2021/12/08,6400,22:20:00,2021/12/08,39100,17:21:00,300,400,0:07:00,0:17:00,198035,B77W,0,74,2278,2021/12/08,22:20:00,2021/12/08,17:20:00,1241,85,39515,33956,4:53:00,2021/12/08,5559,22:13:00,2021/12/08,17:10:00,2021/12/08,5559,22:13:00,2021/12/08,17:20:00,600,0,0:00:00,0:10:00,197961,2021/12/08,22:20:00,2021/12/08,16:59:00
1307,HS-TKP,BKK,KIX,2021/12/08,THA623,44600,38000,5:27:00,44600,2021/12/08,7000,07:28:00,2021/12/08,01:48:00,2021/12/08,6600,07:31:00,2021/12/08,44100,02:01:00,500,400,0:03:00,0:13:00,203150,B77W,0,5166,2607,2021/12/08,08:45:00,2021/12/08,02:15:00,1408,72,44528,38936,5:34:00,2021/12/08,5592,07:49:00,2021/12/08,02:00:00,2021/12/08,5592,07:49:00,2021/12/08,02:15:00,600,0,0:00:00,0:15:00,197984,2021/12/08,08:45:00,2021/12/08,02:00:00
1308,HS-THE,ICN,BKK,2021/12/08,THA656,30000,25200,4:39:00,29940,2021/12/08,5020,21:22:00,2021/12/08,16:26:00,2021/12/08,4740,21:36:00,2021/12/08,29460,16:43:00,480,280,0:14:00,0:17:00,163716,A359,0,-619,2254,2021/12/08,21:55:00,2021/12/08,16:40:00,750,-49,30049,25779,4:47:00,2021/12/08,4270,21:27:00,2021/12/08,16:30:00,2021/12/08,4270,21:27:00,2021/12/08,16:40:00,400,0,0:00:00,0:10:00,164335,2021/12/08,21:55:00,2021/12/08,16:30:00
1309,HS-THE,BKK,ICN,2021/12/08,THA657,32950,27900,5:15:00,33010,2021/12/08,5410,07:15:00,2021/12/08,01:47:00,2021/12/08,5110,07:29:00,2021/12/08,32630,02:00:00,380,300,0:14:00,0:13:00,179000,A359,0,11455,2451,2021/12/08,07:45:00,2021/12/08,02:08:00,1042,4,33006,28638,5:11:00,2021/12/08,4368,07:19:00,2021/12/08,01:50:00,2021/12/08,4368,07:19:00,2021/12/08,02:08:00,450,0,0:00:00,0:18:00,167545,2021/12/08,07:45:00,2021/12/08,01:50:00
1310,HS-TKX,BKK,LHR,2021/12/08,THA911,93400,84400,10:59:00,93400,2021/12/08,9300,23:09:00,2021/12/08,11:52:01,2021/12/08,9000,23:15:00,2021/12/08,92800,12:10:00,600,300,0:06:00,0:17:59,212303,B77W,500,791,5318,2021/12/08,23:15:00,2021/12/08,12:09:00,2194,287,93113,86007,11:14:00,2021/12/08,7106,23:23:00,2021/12/08,11:50:00,2021/12/08,7106,23:23:00,2021/12/08,12:09:00,627,0,0:00:00,0:19:00,211512,2021/12/08,23:15:00,2021/12/08,11:50:00
1311,HS-TKZ,LHR,HKT,2021/12/08,THA918,106800,96600,12:49:00,106900,2021/12/09,10500,06:12:00,2021/12/08,17:14:00,2021/12/09,10300,06:20:00,2021/12/08,106700,17:23:00,200,200,0:08:00,0:09:00,198657,B77W,494,-1343,6027,2021/12/09,06:20:00,2021/12/08,17:09:00,1154,-144,107044,97698,12:34:00,2021/12/09,9346,05:43:00,2021/12/08,16:59:00,2021/12/09,9346,05:43:00,2021/12/08,17:09:00,600,0,0:00:00,0:10:00,200000,2021/12/09,06:20:00,2021/12/08,16:59:00
1312,HS-TKY,FRA,BKK,2021/12/08,THA920,99000,89800,11:34:00,98900,2021/12/09,9600,04:42:00,2021/12/08,16:48:00,2021/12/09,9100,04:55:00,2021/12/08,98300,17:08:00,600,500,0:13:00,0:20:00,207214,B77W,500,-786,5587,2021/12/09,04:55:00,2021/12/08,16:50:00,1665,-172,99172,91237,11:42:00,2021/12/09,7935,04:32:00,2021/12/08,16:40:00,2021/12/09,7935,04:32:00,2021/12/08,16:50:00,600,0,0:00:00,0:10:00,208000,2021/12/09,04:55:00,2021/12/08,16:40:00
1313,HS-TKW,HKT,FRA,2021/12/08,THA927,92200,84800,10:39:00,92400,2021/12/08,7900,23:40:00,2021/12/08,12:47:00,2021/12/08,7600,23:46:00,2021/12/08,92000,13:01:00,400,300,0:06:00,0:14:00,222722,B77W,500,-1278,5103,2021/12/08,23:59:00,2021/12/08,13:03:00,288,-160,92560,84948,10:45:00,2021/12/08,7612,23:48:00,2021/12/08,12:45:00,2021/12/08,7612,23:48:00,2021/12/08,13:03:00,600,0,0:00:00,0:18:00,224000,2021/12/08,23:59:00,2021/12/08,12:45:00
1315,HS-THD,BRU,BKK,2021/12/08,THA934,74000,68340,12:05:00,74070,2021/12/08,5860,18:05:00,2021/12/08,05:40:00,2021/12/08,5730,18:12:00,2021/12/08,73570,06:00:00,500,130,0:07:00,0:20:00,160899,A359,0,-86,5815,2021/12/08,18:30:00,2021/12/08,06:05:00,345,67,73933,68418,12:06:00,2021/12/08,5515,18:11:00,2021/12/08,05:55:00,2021/12/08,5515,18:11:00,2021/12/08,06:05:00,400,0,0:00:00,0:10:00,160985,2021/12/08,18:30:00,2021/12/08,05:55:00
1317,HS-TQA,HKT,CDG,2021/12/08,THA939,60100,53500,10:56:00,Invalid,2021/12/08,Invalid,23:47:00,2021/12/08,12:32:01,2021/12/08,6600,23:53:00,2021/12/08,Invalid,12:51:00,Invalid,Invalid,0:06:00,0:18:59,143359,B788,500,-3041,5313,2021/12/08,23:50:00,2021/12/08,12:38:00,-5102,-482,60582,55480,11:08:00,2021/12/08,5102,23:46:00,2021/12/08,12:20:00,2021/12/08,5102,23:46:00,2021/12/08,12:38:00,378,0,0:00:00,0:18:00,146400,2021/12/08,23:50:00,2021/12/08,12:20:00
