,aircraft_registration,arr,dep,flight_date,flight_number,actual_block_fuel,actual_burn,actual_flt_time,actual_fob,actual_landing_date,actual_landing_fuel,actual_landing_time,actual_off_block_date,actual_off_block_time,actual_on_block_date,actual_on_block_fuel,actual_on_block_time,actual_takeoff_date,actual_takeoff_fuel,actual_takeoff_time,actual_taxi_fuel,actual_taxi_in_fuel,actual_taxi_in_time,actual_taxi_out_time,actual_zfw,aircraft_type,company_fuel,dev_zfw,esad,eta_date,eta_time,etd_date,etd_time,excess_fuel,extra_fuel,plan_block_fuel,plan_burn,plan_flt_time,plan_landing_date,plan_landing_fuel,plan_landing_time,plan_off_block_date,plan_off_block_time,plan_on_block_date,plan_on_block_fuel,plan_on_block_time,plan_takeoff_date,plan_takeoff_time,plan_taxi_fuel,plan_taxi_in_fuel,plan_taxi_in_time,plan_taxi_out_time,plan_zfw,sta_date,sta_time,std_date,std_time
1319,HS-TKR,BKK,CPH,2021/12/08,THA951,99000,89300,10:28:00,98900,2021/12/09,9800,00:05:00,2021/12/08,13:27:01,2021/12/09,9600,00:10:00,2021/12/08,98700,13:37:00,200,200,0:05:00,0:09:59,237073,B77W,0,1680,5066,2021/12/08,23:20:00,2021/12/08,13:04:00,1365,326,98574,90139,10:40:00,2021/12/08,8435,23:44:00,2021/12/08,12:50:00,2021/12/08,8435,23:44:00,2021/12/08,13:04:00,600,0,0:00:00,0:14:00,235393,2021/12/08,23:20:00,2021/12/08,12:50:00
1320,HS-THK,ARN,BKK,2021/12/08,THA960,74500,67650,11:58:00,74490,2021/12/09,6850,06:42:00,2021/12/08,18:18:00,2021/12/09,6840,06:48:00,2021/12/08,73620,18:44:00,870,10,0:06:00,0:26:00,159281,A359,0,-2719,5737,2021/12/09,06:45:00,2021/12/08,18:35:00,-134,-443,74943,67959,11:55:00,2021/12/09,6984,06:30:00,2021/12/08,18:25:00,2021/12/09,6984,06:30:00,2021/12/08,18:35:00,400,0,0:00:00,0:10:00,162000,2021/12/09,06:45:00,2021/12/08,18:25:00
1321,HS-TKK,BKK,KMG,2021/12/08,THA613,0,Invalid,0:00:00,Invalid,1000/01/01,Invalid,00:00:00,1000/01/01,00:00:00,1000/01/01,Invalid,00:00:00,1000/01/01,Invalid,00:00:00,Invalid,Invalid,0:00:00,0:00:00,0,B77W,0,-215000,825,2021/12/08,22:15:00,2021/12/08,20:21:00,-6737,-21796,21796,15059,1:54:00,2021/12/08,6737,22:15:00,2021/12/08,20:00:00,2021/12/08,6737,22:15:00,2021/12/08,20:21:00,693,0,0:00:00,0:21:00,215000,2021/12/08,22:15:00,2021/12/08,20:00:00
1322,HS-TKK,KMG,BKK,2021/12/08,THA612,0,Invalid,0:00:00,Invalid,1000/01/01,Invalid,00:00:00,1000/01/01,00:00:00,1000/01/01,Invalid,00:00:00,1000/01/01,Invalid,00:00:00,Invalid,Invalid,0:00:00,0:00:00,0,B77W,0,-215000,822,2021/12/08,18:10:00,2021/12/08,16:10:00,-21796,-37229,37229,15433,1:52:00,2021/12/08,21796,18:02:00,2021/12/08,16:00:00,2021/12/08,21796,18:02:00,2021/12/08,16:10:00,600,0,0:00:00,0:10:00,215000,2021/12/08,18:10:00,2021/12/08,16:00:00
1323,HS-TKY,HKG,BKK,2021/12/08,THA638,23600,16300,2:13:00,23600,2021/12/08,7700,09:49:00,2021/12/08,07:14:00,2021/12/08,7300,09:58:00,2021/12/08,23000,07:36:00,600,400,0:09:00,0:22:00,205144,B77W,0,644,962,2021/12/08,09:45:00,2021/12/08,07:10:00,126,55,23545,15971,2:09:00,2021/12/08,7574,09:19:00,2021/12/08,07:00:00,2021/12/08,7574,09:19:00,2021/12/08,07:10:00,600,0,0:00:00,0:10:00,204500,2021/12/08,09:45:00,2021/12/08,07:00:00
1324,HS-TKZ,HKT,BKK,2021/12/08,THA918,58100,9800,1:02:00,58100,2021/12/08,48700,15:19:00,2021/12/08,13:59:00,2021/12/08,48300,15:26:00,2021/12/08,57600,14:17:00,500,400,0:07:00,0:18:00,202189,B77W,0,-1811,490,2021/12/08,15:30:00,2021/12/08,14:10:00,3410,1843,56257,10967,1:13:00,2021/12/08,45290,15:23:00,2021/12/08,14:00:00,2021/12/08,45290,15:23:00,2021/12/08,14:10:00,600,0,0:00:00,0:10:00,204000,2021/12/08,15:30:00,2021/12/08,14:00:00
1325,HS-THF,DEL,BKK,2021/12/07,THA315,27000,19600,3:54:00,26990,2021/12/07,7380,16:57:00,2021/12/07,12:45:00,2021/12/07,7390,17:03:00,2021/12/07,26470,13:03:00,520,Invalid,0:06:00,0:18:00,153760,A359,0,-3240,1723,2021/12/07,17:30:00,2021/12/07,13:10:00,-260,22,26968,19328,3:43:00,2021/12/07,7640,16:53:00,2021/12/07,13:00:00,2021/12/07,7640,16:53:00,2021/12/07,13:10:00,400,0,0:00:00,0:10:00,157000,2021/12/07,17:30:00,2021/12/07,13:00:00
1327,HS-THF,BKK,DEL,2021/12/07,THA316,22350,17410,3:36:00,22380,2021/12/07,5170,21:48:00,2021/12/07,17:59:00,2021/12/07,4970,21:57:00,2021/12/07,21940,18:12:00,440,200,0:09:00,0:13:00,145071,A359,0,-984,1647,2021/12/07,22:45:00,2021/12/07,19:12:00,878,-4,22354,18062,3:35:00,2021/12/07,4292,22:47:00,2021/12/07,18:50:00,2021/12/07,4292,22:47:00,2021/12/07,19:12:00,550,0,0:00:00,0:22:00,146055,2021/12/07,22:45:00,2021/12/07,18:50:00
1328,HS-TKO,BOM,BKK,2021/12/07,THA317,36400,Invalid,3:44:00,36200,2021/12/07,9900,15:49:00,2021/12/07,11:40:00,2021/12/07,Invalid,15:58:00,2021/12/07,35600,12:05:00,600,Invalid,0:09:00,0:25:00,193782,B77W,0,782,1801,2021/12/07,16:30:00,2021/12/07,12:05:00,238,-20,36420,26758,3:55:00,2021/12/07,9662,16:00:00,2021/12/07,11:55:00,2021/12/07,9662,16:00:00,2021/12/07,12:05:00,600,0,0:00:00,0:10:00,193000,2021/12/07,16:30:00,2021/12/07,11:55:00
1330,HS-TKO,BKK,BOM,2021/12/07,THA318,31000,24800,3:38:00,31000,2021/12/07,6800,21:07:00,2021/12/07,17:15:00,2021/12/07,6500,21:15:00,2021/12/07,30700,17:29:00,600,300,0:08:00,0:14:00,186293,B77W,0,293,1725,2021/12/07,22:05:00,2021/12/07,18:08:00,589,-159,31159,24948,3:46:00,2021/12/07,6211,21:54:00,2021/12/07,17:50:00,2021/12/07,6211,21:54:00,2021/12/07,18:08:00,600,0,0:00:00,0:18:00,186000,2021/12/07,22:05:00,2021/12/07,17:50:00
1332,HS-THM,DAC,BKK,2021/12/07,THA321,33000,Invalid,2:00:00,32750,2021/12/07,19930,07:52:00,2021/12/07,05:24:00,1000/01/01,Invalid,00:00:00,2021/12/07,32030,05:52:00,720,Invalid,Invalid,0:28:00,170320,A359,2568,-280,913,2021/12/07,07:40:00,2021/12/07,05:15:00,-548,-32,33032,12554,2:03:00,2021/12/07,20478,07:18:00,2021/12/07,05:05:00,2021/12/07,20478,07:18:00,2021/12/07,05:15:00,400,0,0:00:00,0:10:00,170600,2021/12/07,07:40:00,2021/12/07,05:05:00
1334,HS-THM,BKK,DAC,2021/12/07,THA322,19500,Invalid,2:07:00,19500,2021/12/07,7330,13:06:00,2021/12/07,10:40:00,2021/12/07,7250,13:11:00,2021/12/07,18540,10:59:00,Invalid,80,0:05:00,0:19:00,174039,A359,0,439,917,2021/12/07,11:30:00,2021/12/07,10:05:00,2917,1864,17636,13223,2:03:00,2021/12/07,4413,12:08:00,2021/12/07,09:05:00,2021/12/07,4413,12:08:00,2021/12/07,10:05:00,1500,0,0:00:00,1:00:00,173600,2021/12/07,11:30:00,2021/12/07,09:05:00
1336,HS-TKK,MAA,BKK,2021/12/07,THA337,34700,22100,2:48:00,34700,2021/12/07,12900,18:17:00,2021/12/07,15:12:00,2021/12/07,12600,18:21:00,2021/12/07,34200,15:29:00,500,300,0:04:00,0:17:00,219345,B77W,0,1345,1305,2021/12/07,19:00:00,2021/12/07,15:35:00,568,-11,34711,22379,2:52:00,2021/12/07,12332,18:27:00,2021/12/07,15:25:00,2021/12/07,12332,18:27:00,2021/12/07,15:35:00,600,0,0:00:00,0:10:00,218000,2021/12/07,19:00:00,2021/12/07,15:25:00
1337,HS-TKK,BKK,MAA,2021/12/07,THA338,27100,18900,2:54:00,27000,2021/12/07,8300,22:55:00,2021/12/07,19:43:00,2021/12/07,8100,23:02:00,2021/12/07,26500,20:01:00,500,200,0:07:00,0:18:00,183849,B77W,0,-1151,1369,2021/12/07,23:25:00,2021/12/07,20:15:00,1862,-4,27104,20666,3:01:00,2021/12/07,6438,23:16:00,2021/12/07,20:00:00,2021/12/07,6438,23:16:00,2021/12/07,20:15:00,600,0,0:00:00,0:15:00,185000,2021/12/07,23:25:00,2021/12/07,20:00:00
1338,HS-TKX,BKK,SYD,2021/12/07,THA476,77800,70300,8:42:00,77700,2021/12/07,7700,12:49:00,2021/12/07,03:49:00,2021/12/07,7400,12:53:00,2021/12/07,77400,04:07:00,300,300,0:04:00,0:18:00,220103,B77W,0,-4760,4225,2021/12/07,13:15:00,2021/12/07,04:07:00,818,-545,78345,71463,8:49:00,2021/12/07,6882,12:56:00,2021/12/07,03:50:00,2021/12/07,6882,12:56:00,2021/12/07,04:07:00,600,0,0:00:00,0:17:00,224863,2021/12/07,13:15:00,2021/12/07,03:50:00
1340,HS-TKN,SYD,HKT,2021/12/07,THA477,70300,61800,8:29:00,70500,2021/12/07,8800,20:29:00,2021/12/07,11:48:00,2021/12/07,8700,20:37:00,2021/12/07,70200,12:00:00,300,100,0:08:00,0:12:00,200980,B77W,0,-620,4002,2021/12/07,20:30:00,2021/12/07,12:00:00,35,264,70036,61271,8:25:00,2021/12/07,8765,20:25:00,2021/12/07,11:50:00,2021/12/07,8765,20:25:00,2021/12/07,12:00:00,600,0,0:00:00,0:10:00,201600,2021/12/07,20:30:00,2021/12/07,11:50:00
1341,HS-TKN,HKT,BKK,2021/12/07,THA477,58000,9300,1:02:00,57900,2021/12/07,48900,10:21:00,2021/12/07,09:02:00,2021/12/07,48600,10:25:00,2021/12/07,57400,09:19:00,500,300,0:04:00,0:17:00,198534,B77W,0,-5966,488,2021/12/07,10:20:00,2021/12/07,09:00:00,4110,2312,55588,10798,1:12:00,2021/12/07,44790,10:12:00,2021/12/07,08:50:00,2021/12/07,44790,10:12:00,2021/12/07,09:00:00,600,0,0:00:00,0:10:00,204500,2021/12/07,10:20:00,2021/12/07,08:50:00
1344,HS-TKN,HKT,SYD,2021/12/07,THA478,77600,69500,8:38:00,77600,2021/12/08,8400,07:29:00,2021/12/07,22:37:00,2021/12/08,8100,07:32:00,2021/12/07,77200,22:51:00,400,300,0:03:00,0:14:00,225793,B77W,500,-2707,4140,2021/12/08,07:40:00,2021/12/07,22:47:00,651,-316,77916,70167,8:39:00,2021/12/08,7749,07:26:00,2021/12/07,22:30:00,2021/12/08,7749,07:26:00,2021/12/07,22:47:00,600,0,0:00:00,0:17:00,228500,2021/12/08,07:40:00,2021/12/07,22:30:00
1346,HS-THG,HKG,BKK,2021/12/07,THA600,16800,11700,2:08:00,16870,2021/12/07,5300,03:15:00,2021/12/07,00:47:00,2021/12/07,5170,03:23:00,2021/12/07,16470,01:07:00,400,130,0:08:00,0:20:00,150520,A359,0,-3295,965,2021/12/07,03:45:00,2021/12/07,01:10:00,61,11,16859,11620,2:08:00,2021/12/07,5239,03:18:00,2021/12/07,01:00:00,2021/12/07,5239,03:18:00,2021/12/07,01:10:00,400,0,0:00:00,0:10:00,153815,2021/12/07,03:45:00,2021/12/07,01:00:00
1348,HS-THG,BKK,HKG,2021/12/07,THA601,16740,12970,2:19:00,16890,2021/12/07,4040,08:59:00,2021/12/07,06:24:00,2021/12/07,3920,09:04:00,2021/12/07,16320,06:40:00,570,120,0:05:00,0:16:00,156706,A359,0,-494,1060,2021/12/07,07:25:00,2021/12/07,05:02:00,-85,-17,16907,12782,2:21:00,2021/12/07,4125,07:23:00,2021/12/07,04:45:00,2021/12/07,4125,07:23:00,2021/12/07,05:02:00,425,0,0:00:00,0:17:00,157200,2021/12/07,07:25:00,2021/12/07,04:45:00
1351,HS-TKP,KIX,BKK,2021/12/07,THA622,38900,32300,4:53:00,38700,2021/12/07,6700,21:58:00,2021/12/07,16:47:00,2021/12/07,6400,22:03:00,2021/12/07,38400,17:05:00,300,300,0:05:00,0:18:00,190990,B77W,0,-2251,2272,2021/12/07,22:20:00,2021/12/07,17:09:00,1185,-251,39151,33636,4:53:00,2021/12/07,5515,22:02:00,2021/12/07,16:59:00,2021/12/07,5515,22:02:00,2021/12/07,17:09:00,600,0,0:00:00,0:10:00,193241,2021/12/07,22:20:00,2021/12/07,16:59:00
1353,HS-TKP,MNL,BKK,2021/12/07,THA624,26700,22200,3:22:00,26500,2021/12/07,4600,10:44:00,2021/12/07,07:02:00,2021/12/07,4300,10:51:00,2021/12/07,26100,07:22:00,400,300,0:07:00,0:20:00,195078,B77W,0,-678,1264,2021/12/07,10:05:00,2021/12/07,07:05:00,-2170,63,26637,19867,2:47:00,2021/12/07,6770,09:52:00,2021/12/07,06:55:00,2021/12/07,6770,09:52:00,2021/12/07,07:05:00,600,0,0:00:00,0:10:00,195756,2021/12/07,10:05:00,2021/12/07,06:55:00
1354,HS-TKP,BKK,MNL,2021/12/07,THA625,26000,18900,2:40:00,26300,2021/12/07,7700,14:42:00,2021/12/07,11:47:00,2021/12/07,7400,14:47:00,2021/12/07,25600,12:02:00,700,300,0:05:00,0:15:00,196415,B77W,0,-2341,1250,2021/12/07,14:25:00,2021/12/07,11:27:00,2094,13,25987,20381,2:47:00,2021/12/07,5606,14:14:00,2021/12/07,11:10:00,2021/12/07,5606,14:14:00,2021/12/07,11:27:00,600,0,0:00:00,0:17:00,198756,2021/12/07,14:25:00,2021/12/07,11:10:00
1355,HS-TJT,NRT,BKK,2021/12/07,THA640,42900,33500,5:26:00,42800,2021/12/07,9500,21:13:00,2021/12/07,15:23:00,2021/12/07,9300,21:17:00,2021/12/07,42000,15:47:00,800,200,0:04:00,0:24:00,165222,B772,0,1627,2538,2021/12/07,21:20:00,2021/12/07,15:40:00,1594,166,42634,34728,5:28:00,2021/12/07,7906,21:08:00,2021/12/07,15:30:00,2021/12/07,7906,21:08:00,2021/12/07,15:40:00,400,0,0:00:00,0:10:00,163595,2021/12/07,21:20:00,2021/12/07,15:30:00
1356,HS-THF,BKK,NRT,2021/12/07,THA641,38040,31980,6:21:00,38040,2021/12/07,6090,07:12:00,2021/12/07,00:29:00,2021/12/07,6060,07:17:00,2021/12/07,37800,00:51:00,240,30,0:05:00,0:22:00,156497,A359,0,1497,3045,2021/12/07,08:15:00,2021/12/07,01:00:00,1473,293,37747,33130,6:26:00,2021/12/07,4617,07:26:00,2021/12/07,00:45:00,2021/12/07,4617,07:26:00,2021/12/07,01:00:00,400,0,0:00:00,0:15:00,155000,2021/12/07,08:15:00,2021/12/07,00:45:00
1359,HS-TKL,NRT,BKK,2021/12/07,THA642,47747,38100,5:18:00,47600,2021/12/07,9800,22:25:00,2021/12/07,16:52:00,2021/12/07,9500,22:29:00,2021/12/07,47100,17:07:00,500,300,0:04:00,0:15:00,201945,B77W,0,-7516,2535,2021/12/07,22:40:00,2021/12/07,17:05:00,837,-1571,49318,40355,5:25:00,2021/12/07,8963,22:30:00,2021/12/07,16:55:00,2021/12/07,8963,22:30:00,2021/12/07,17:05:00,600,0,0:00:00,0:10:00,209461,2021/12/07,22:40:00,2021/12/07,16:55:00
1361,HS-TKO,BKK,NRT,2021/12/07,THA643,50200,42100,6:11:00,50200,2021/12/07,8400,09:10:00,2021/12/07,02:35:01,2021/12/07,8100,09:14:00,2021/12/07,49900,02:59:00,300,300,0:04:00,0:23:59,193104,B77W,0,-196,3031,2021/12/07,10:05:00,2021/12/07,03:00:00,2085,-173,50373,44058,6:26:00,2021/12/07,6315,09:26:00,2021/12/07,02:45:00,2021/12/07,6315,09:26:00,2021/12/07,03:00:00,600,0,0:00:00,0:15:00,193300,2021/12/07,10:05:00,2021/12/07,02:45:00
1364,HS-THM,NGO,BKK,2021/12/07,THA644,32800,26190,5:05:00,32730,2021/12/07,6590,22:20:00,2021/12/07,17:00:00,2021/12/07,6540,22:26:00,2021/12/07,32500,17:15:00,230,50,0:06:00,0:15:00,155195,A359,0,980,2336,2021/12/07,22:30:00,2021/12/07,17:15:00,-316,85,32645,25739,4:56:00,2021/12/07,6906,22:11:00,2021/12/07,17:05:00,2021/12/07,6906,22:11:00,2021/12/07,17:15:00,400,0,0:00:00,0:10:00,154215,2021/12/07,22:30:00,2021/12/07,17:05:00
1366,HS-THE,ICN,BKK,2021/12/07,THA656,31600,25870,4:39:00,31550,2021/12/07,6050,21:15:00,2021/12/07,16:21:00,2021/12/07,5680,21:28:00,2021/12/07,31260,16:36:00,290,370,0:13:00,0:15:00,171664,A359,0,3829,2249,2021/12/07,21:55:00,2021/12/07,16:40:00,1132,479,31071,26153,4:46:00,2021/12/07,4918,21:26:00,2021/12/07,16:30:00,2021/12/07,4918,21:26:00,2021/12/07,16:40:00,400,0,0:00:00,0:10:00,167835,2021/12/07,21:55:00,2021/12/07,16:30:00
1367,HS-THK,BKK,ICN,2021/12/07,THA657,32850,27700,5:09:00,32920,2021/12/07,5360,07:08:00,2021/12/07,01:44:00,2021/12/07,5220,07:16:00,2021/12/07,32570,01:59:00,350,140,0:08:00,0:15:00,166963,A359,0,-1332,2426,2021/12/07,07:45:00,2021/12/07,02:08:00,984,-14,32864,28488,5:08:00,2021/12/07,4376,07:16:00,2021/12/07,01:50:00,2021/12/07,4376,07:16:00,2021/12/07,02:08:00,450,0,0:00:00,0:18:00,168295,2021/12/07,07:45:00,2021/12/07,01:50:00
1369,HS-THL,CAN,BKK,2021/12/07,THA678,34800,15200,2:28:00,34920,2021/12/07,20080,18:43:00,2021/12/07,15:57:00,2021/12/07,19720,18:51:00,2021/12/07,34790,16:15:00,130,360,0:08:00,0:18:00,173174,A359,0,1874,1106,2021/12/07,18:55:00,2021/12/07,16:25:00,745,178,34622,15287,2:29:00,2021/12/07,19335,18:54:00,2021/12/07,16:15:00,2021/12/07,19335,18:54:00,2021/12/07,16:25:00,400,0,0:00:00,0:10:00,171300,2021/12/07,18:55:00,2021/12/07,16:15:00
1370,HS-THL,BKK,CAN,2021/12/07,THA679,19200,14020,2:29:00,19250,2021/12/08,5310,00:01:00,2021/12/07,21:18:00,2021/12/08,5230,00:07:00,2021/12/07,18730,21:32:00,520,80,0:06:00,0:14:00,169040,A359,0,2150,1140,2021/12/07,23:55:00,2021/12/07,20:49:00,671,165,19035,14396,2:31:00,2021/12/07,4639,23:20:00,2021/12/07,20:35:00,2021/12/07,4639,23:20:00,2021/12/07,20:49:00,400,0,0:00:00,0:14:00,166890,2021/12/07,23:55:00,2021/12/07,20:35:00
1371,HS-TKX,LHR,BKK,2021/12/07,THA910,108000,101800,12:31:00,107900,2021/12/08,6600,06:36:00,2021/12/07,17:40:00,2021/12/08,6100,06:44:00,2021/12/07,107400,18:05:00,500,500,0:08:00,0:25:00,207826,B77W,510,-3174,6008,2021/12/08,06:20:00,2021/12/07,17:25:00,-2621,-1034,109034,99813,12:33:00,2021/12/08,9221,05:58:00,2021/12/07,17:15:00,2021/12/08,9221,05:58:00,2021/12/07,17:25:00,600,0,0:00:00,0:10:00,211000,2021/12/08,06:20:00,2021/12/07,17:15:00
1373,HS-TKV,BKK,LHR,2021/12/07,THA911,90700,82000,10:44:00,90800,2021/12/07,9000,23:20:00,2021/12/07,12:10:01,2021/12/07,8800,23:24:00,2021/12/07,90100,12:36:00,700,200,0:04:00,0:25:59,209711,B77W,0,-189,5210,2021/12/07,23:15:00,2021/12/07,12:09:00,2324,-17,90717,84041,11:03:00,2021/12/07,6676,23:12:00,2021/12/07,11:50:00,2021/12/07,6676,23:12:00,2021/12/07,12:09:00,627,0,0:00:00,0:19:00,209900,2021/12/07,23:15:00,2021/12/07,11:50:00
1376,HS-TKW,BKK,HKT,2021/12/06,THA919,13400,Invalid,0:59:00,13400,2021/12/07,7100,01:40:00,2021/12/07,00:35:00,2021/12/07,6800,01:45:00,2021/12/07,Invalid,00:41:00,Invalid,300,0:05:00,0:06:00,190008,B77W,0,-1992,463,2021/12/07,02:40:00,2021/12/07,01:20:00,1696,-693,14093,8689,1:08:00,2021/12/07,5404,02:28:00,2021/12/07,01:10:00,2021/12/07,5404,02:28:00,2021/12/07,01:20:00,600,0,0:00:00,0:10:00,192000,2021/12/07,02:40:00,2021/12/07,01:10:00
1377,HS-TKZ,BKK,FRA,2021/12/07,THA921,87500,78500,10:06:00,87500,2021/12/07,9400,23:16:00,2021/12/07,12:54:00,2021/12/07,9000,23:23:00,2021/12/07,87100,13:10:00,400,400,0:07:00,0:16:00,214120,B77W,0,-2880,4925,2021/12/07,23:25:00,2021/12/07,13:03:00,2590,-749,88249,81439,10:27:00,2021/12/07,6810,23:30:00,2021/12/07,12:45:00,2021/12/07,6810,23:30:00,2021/12/07,13:03:00,600,0,0:00:00,0:18:00,217000,2021/12/07,23:25:00,2021/12/07,12:45:00
1380,HS-TKW,HKT,BKK,2021/12/07,THA926,64000,10200,1:06:00,64500,2021/12/07,54900,14:59:00,2021/12/07,13:35:01,2021/12/07,54300,15:07:00,2021/12/07,63800,13:53:00,700,600,0:08:00,0:17:59,195363,B77W,0,-637,490,2021/12/07,15:05:00,2021/12/07,13:45:00,1610,6,63994,10704,1:12:00,2021/12/07,53290,14:57:00,2021/12/07,13:35:00,2021/12/07,53290,14:57:00,2021/12/07,13:45:00,600,0,0:00:00,0:10:00,196000,2021/12/07,15:05:00,2021/12/07,13:35:00
1381,HS-TQA,HKT,BKK,2021/12/07,THA938,38600,6700,1:08:00,38600,2021/12/07,Invalid,15:18:00,2021/12/07,13:51:00,2021/12/07,31900,15:25:00,2021/12/07,Invalid,14:10:00,Invalid,Invalid,0:07:00,0:19:00,136969,B788,0,-2031,490,2021/12/07,15:25:00,2021/12/07,14:05:00,-31365,-41,38641,7276,1:12:00,2021/12/07,31365,15:17:00,2021/12/07,13:55:00,2021/12/07,31365,15:17:00,2021/12/07,14:05:00,300,0,0:00:00,0:10:00,139000,2021/12/07,15:25:00,2021/12/07,13:55:00
1382,HS-TKR,CPH,BKK,2021/12/07,THA950,98700,91200,11:52:00,98500,2021/12/08,7600,06:05:00,2021/12/07,17:49:00,2021/12/08,7300,06:15:00,2021/12/07,97800,18:13:00,700,300,0:10:00,0:24:00,204347,B77W,500,661,5714,2021/12/08,05:35:00,2021/12/07,18:00:00,581,39,98461,91442,11:59:00,2021/12/08,7019,05:59:00,2021/12/07,17:50:00,2021/12/08,7019,05:59:00,2021/12/07,18:00:00,600,0,0:00:00,0:10:00,203686,2021/12/08,05:35:00,2021/12/07,17:50:00
1383,HS-THD,BKK,ARN,2021/12/07,THA961,65730,60340,10:37:00,65730,2021/12/07,5480,23:26:00,2021/12/07,12:30:00,2021/12/07,5390,23:31:00,2021/12/07,65730,12:49:00,Invalid,90,0:05:00,0:19:00,168614,A359,0,14,5104,2021/12/07,23:15:00,2021/12/07,12:41:00,766,139,65591,60877,10:41:00,2021/12/07,4714,23:22:00,2021/12/07,12:30:00,2021/12/07,4714,23:22:00,2021/12/07,12:41:00,400,0,0:00:00,0:11:00,168600,2021/12/07,23:15:00,2021/12/07,12:30:00
1385,HS-THN,ZRH,BKK,2021/12/07,THA970,72700,67680,11:48:00,72540,2021/12/08,5020,05:48:00,2021/12/07,17:34:00,2021/12/08,4860,05:54:00,2021/12/07,71960,18:00:00,580,160,0:06:00,0:26:00,168269,A359,0,-2731,5679,2021/12/08,05:55:00,2021/12/07,17:45:00,79,-463,73163,68222,11:50:00,2021/12/08,4941,05:35:00,2021/12/07,17:35:00,2021/12/08,4941,05:35:00,2021/12/07,17:45:00,400,0,0:00:00,0:10:00,171000,2021/12/08,05:55:00,2021/12/07,17:35:00
1387,HS-TKY,BKK,ZRH,2021/12/07,THA971,71000,64700,10:12:00,71200,2021/12/07,6800,18:45:00,2021/12/07,07:56:00,2021/12/07,6500,18:56:00,2021/12/07,70200,08:33:00,1000,300,0:11:00,0:37:00,168849,B77W,500,-313,4833,2021/12/07,18:55:00,2021/12/07,08:15:00,291,-24,71024,64515,10:20:00,2021/12/07,6509,18:35:00,2021/12/07,08:00:00,2021/12/07,6509,18:35:00,2021/12/07,08:15:00,600,0,0:00:00,0:15:00,169162,2021/12/07,18:55:00,2021/12/07,08:00:00
1389,HS-TKK,BKK,KMG,2021/12/07,THA613,0,Invalid,0:00:00,Invalid,1000/01/01,Invalid,00:00:00,1000/01/01,00:00:00,1000/01/01,Invalid,00:00:00,1000/01/01,Invalid,00:00:00,Invalid,Invalid,0:00:00,0:00:00,0,B77W,0,-215000,847,2021/12/07,05:15:00,2021/12/07,04:21:00,-6785,-22168,22168,15383,1:57:00,2021/12/07,6785,06:18:00,2021/12/07,04:00:00,2021/12/07,6785,06:18:00,2021/12/07,04:21:00,693,0,0:00:00,0:21:00,215000,2021/12/07,05:15:00,2021/12/07,04:00:00
1390,HS-TKW,FRA,HKT,2021/12/07,THA926,96000,87600,11:57:00,95900,2021/12/08,8700,04:36:00,2021/12/07,16:30:00,2021/12/08,8300,04:47:00,2021/12/07,95700,16:39:00,200,400,0:11:00,0:09:00,196731,B77W,500,-1269,5788,2021/12/08,04:55:00,2021/12/07,16:45:00,1027,-874,96874,89201,12:13:00,2021/12/08,7673,04:58:00,2021/12/07,16:35:00,2021/12/08,7673,04:58:00,2021/12/07,16:45:00,600,0,0:00:00,0:10:00,198000,2021/12/08,04:55:00,2021/12/07,16:35:00
1391,HS-TQA,CDG,HKT,2021/12/07,THA938,67000,60000,12:27:00,Invalid,2021/12/08,Invalid,05:16:00,2021/12/07,16:37:00,2021/12/08,7000,05:23:00,2021/12/07,Invalid,16:49:00,Invalid,Invalid,0:07:00,0:12:00,136391,B788,0,-2609,5992,2021/12/08,05:50:00,2021/12/07,17:05:00,-5971,-524,67524,61553,12:30:00,2021/12/08,5971,05:35:00,2021/12/07,16:55:00,2021/12/08,5971,05:35:00,2021/12/07,17:05:00,300,0,0:00:00,0:10:00,139000,2021/12/08,05:50:00,2021/12/07,16:55:00
1392,HS-TKK,KMG,BKK,2021/12/07,THA612,0,Invalid,0:00:00,Invalid,1000/01/01,Invalid,00:00:00,1000/01/01,00:00:00,1000/01/01,Invalid,00:00:00,1000/01/01,Invalid,00:00:00,Invalid,Invalid,0:00:00,0:00:00,0,B77W,0,-215000,824,2021/12/07,19:10:00,2021/12/07,16:10:00,-22168,-37642,37642,15474,1:53:00,2021/12/07,22168,18:03:00,2021/12/07,16:00:00,2021/12/07,22168,18:03:00,2021/12/07,16:10:00,600,0,0:00:00,0:10:00,215000,2021/12/07,19:10:00,2021/12/07,16:00:00
1393,HS-TKP,DEL,BKK,2021/12/06,THA315,40000,28800,4:00:00,39800,2021/12/06,11300,17:10:00,2021/12/06,12:51:00,2021/12/06,11000,17:18:00,2021/12/06,39200,13:10:00,600,300,0:08:00,0:19:00,206636,B77W,0,-2095,1794,2021/12/06,17:30:00,2021/12/06,13:10:00,128,-142,40142,28970,3:55:00,2021/12/06,11172,17:05:00,2021/12/06,13:00:00,2021/12/06,11172,17:05:00,2021/12/06,13:10:00,600,0,0:00:00,0:10:00,208731,2021/12/06,17:30:00,2021/12/06,13:00:00
