,aircraft_registration,arr,dep,flight_date,flight_number,actual_block_fuel,actual_burn,actual_flt_time,actual_fob,actual_landing_date,actual_landing_fuel,actual_landing_time,actual_off_block_date,actual_off_block_time,actual_on_block_date,actual_on_block_fuel,actual_on_block_time,actual_takeoff_date,actual_takeoff_fuel,actual_takeoff_time,actual_taxi_fuel,actual_taxi_in_fuel,actual_taxi_in_time,actual_taxi_out_time,actual_zfw,aircraft_type,company_fuel,dev_zfw,esad,eta_date,eta_time,etd_date,etd_time,excess_fuel,extra_fuel,plan_block_fuel,plan_burn,plan_flt_time,plan_landing_date,plan_landing_fuel,plan_landing_time,plan_off_block_date,plan_off_block_time,plan_on_block_date,plan_on_block_fuel,plan_on_block_time,plan_takeoff_date,plan_takeoff_time,plan_taxi_fuel,plan_taxi_in_fuel,plan_taxi_in_time,plan_taxi_out_time,plan_zfw,sta_date,sta_time,std_date,std_time
230,HS-TQA,BKK,MAA,2022/05/28,THA338,19900,14500,2:58:00,19900,2022/05/29,Invalid,02:55:00,2022/05/28,23:40:00,2022/05/29,5500,03:03:00,2022/05/28,Invalid,23:57:00,Invalid,Invalid,0:08:00,0:17:00,150672,B788,0,-828,1362,2022/05/29,02:45:00,2022/05/28,23:29:00,-4498,-97,19997,15499,2:59:00,2022/05/29,4498,02:28:00,2022/05/28,23:15:00,2022/05/29,4498,02:28:00,2022/05/28,23:29:00,300,0,0:00:00,0:14:00,151500,2022/05/29,02:45:00,2022/05/28,23:15:00
231,HS-TJV,BKK,DEL,2022/05/28,THA332,29200,21900,3:36:00,29100,2022/05/29,7600,01:48:00,2022/05/28,21:59:00,2022/05/29,7200,01:59:00,2022/05/28,28700,22:12:00,400,400,0:11:00,0:13:00,167406,B772,0,-1594,1669,2022/05/29,02:15:00,2022/05/28,22:07:00,1659,-216,29416,23475,3:38:00,2022/05/29,5941,01:45:00,2022/05/28,21:50:00,2022/05/29,5941,01:45:00,2022/05/28,22:07:00,459,0,0:00:00,0:17:00,169000,2022/05/29,02:15:00,2022/05/28,21:50:00
232,HS-TJV,DEL,BKK,2022/05/28,THA331,33000,22500,3:42:00,32900,2022/05/28,10800,20:15:00,2022/05/28,16:18:00,2022/05/28,10400,20:27:00,2022/05/28,32600,16:33:00,300,400,0:12:00,0:15:00,163498,B772,934,-1502,1632,2022/05/28,20:45:00,2022/05/28,16:25:00,409,-49,33049,22658,3:33:00,2022/05/28,10391,19:58:00,2022/05/28,16:15:00,2022/05/28,10391,19:58:00,2022/05/28,16:25:00,400,0,0:00:00,0:10:00,165000,2022/05/28,20:45:00,2022/05/28,16:15:00
233,HS-THC,NGO,BKK,2022/05/28,THA644,36400,28880,5:21:00,36240,2022/05/28,7400,22:48:00,2022/05/28,17:12:00,2022/05/28,7360,22:54:00,2022/05/28,36050,17:27:00,190,40,0:06:00,0:15:00,167221,A359,0,331,2473,2022/05/28,23:00:00,2022/05/28,17:15:00,311,8,36392,29303,5:12:00,2022/05/28,7089,22:27:00,2022/05/28,17:05:00,2022/05/28,7089,22:27:00,2022/05/28,17:15:00,400,0,0:00:00,0:10:00,166890,2022/05/28,23:00:00,2022/05/28,17:05:00
234,HS-TKX,FRA,BKK,2022/05/28,THA920,102800,94900,11:11:00,102700,2022/05/29,8200,04:27:00,2022/05/28,16:59:00,2022/05/29,7800,04:37:00,2022/05/28,102300,17:16:00,400,400,0:10:00,0:17:00,227551,B77W,0,21,5436,2022/05/29,04:15:00,2022/05/28,16:55:00,357,-93,102893,95050,11:18:00,2022/05/29,7843,04:13:00,2022/05/28,16:45:00,2022/05/29,7843,04:13:00,2022/05/28,16:55:00,600,0,0:00:00,0:10:00,227530,2022/05/29,04:15:00,2022/05/28,16:45:00
235,HS-TTC,LHR,BKK,2022/05/28,THA910,111700,100200,11:52:00,111600,2022/05/29,11700,06:29:00,2022/05/28,18:22:00,2022/05/29,11400,06:38:00,2022/05/28,111100,18:37:00,500,300,0:09:00,0:15:00,230246,B77W,536,1546,5785,2022/05/29,06:15:00,2022/05/28,18:05:00,1661,327,111273,101234,11:58:00,2022/05/29,10039,06:03:00,2022/05/28,17:55:00,2022/05/29,10039,06:03:00,2022/05/28,18:05:00,600,0,0:00:00,0:10:00,228700,2022/05/29,06:15:00,2022/05/28,17:55:00
236,HS-TWA,CDG,BKK,2022/05/28,THA930,75800,69200,11:36:00,75800,2022/05/29,Invalid,05:21:00,2022/05/28,17:29:00,2022/05/29,6800,05:31:00,2022/05/28,Invalid,17:45:00,Invalid,Invalid,0:10:00,0:16:00,170066,B789,0,-3634,5656,2022/05/29,05:10:00,2022/05/28,17:15:00,-6552,-482,76282,69730,11:41:00,2022/05/29,6552,04:56:00,2022/05/28,17:05:00,2022/05/29,6552,04:56:00,2022/05/28,17:15:00,300,0,0:00:00,0:10:00,173700,2022/05/29,05:10:00,2022/05/28,17:05:00
237,HS-THK,MUC,BKK,2022/05/28,THA924,75500,68460,10:54:00,75390,2022/05/29,7110,05:09:00,2022/05/28,17:58:00,2022/05/29,6930,05:14:00,2022/05/28,74830,18:15:00,560,180,0:05:00,0:17:00,183020,A359,0,-1480,5276,2022/05/29,05:05:00,2022/05/28,18:00:00,941,-192,75692,69523,10:55:00,2022/05/29,6169,04:55:00,2022/05/28,17:50:00,2022/05/29,6169,04:55:00,2022/05/28,18:00:00,400,0,0:00:00,0:10:00,184500,2022/05/29,05:05:00,2022/05/28,17:50:00
238,HS-THB,NRT,BKK,2022/05/28,THA642,38600,31330,5:45:00,38440,2022/05/28,7370,22:49:00,2022/05/28,16:51:00,2022/05/28,7110,23:01:00,2022/05/28,38320,17:04:00,120,260,0:12:00,0:13:00,162608,A359,0,-2892,2682,2022/05/28,23:10:00,2022/05/28,17:00:00,539,-299,38899,32068,5:40:00,2022/05/28,6831,22:40:00,2022/05/28,16:50:00,2022/05/28,6831,22:40:00,2022/05/28,17:00:00,400,0,0:00:00,0:10:00,165500,2022/05/28,23:10:00,2022/05/28,16:50:00
239,HS-TKV,CPH,BKK,2022/05/28,THA950,101200,92400,11:13:00,101000,2022/05/29,9000,05:58:00,2022/05/28,18:30:00,2022/05/29,8600,06:07:00,2022/05/28,100700,18:45:00,300,400,0:09:00,0:15:00,221480,B77W,0,-1620,5453,2022/05/29,05:40:00,2022/05/28,18:30:00,2213,-53,101253,94466,11:19:00,2022/05/29,6787,05:49:00,2022/05/28,18:20:00,2022/05/29,6787,05:49:00,2022/05/28,18:30:00,600,0,0:00:00,0:10:00,223100,2022/05/29,05:40:00,2022/05/28,18:20:00
240,HS-TKK,NRT,BKK,2022/05/28,THA640,47800,38100,5:42:00,47700,2022/05/28,9900,21:01:00,2022/05/28,15:06:00,2022/05/28,9600,21:07:00,2022/05/28,47300,15:19:00,400,300,0:06:00,0:13:00,188526,B77W,0,0,2659,2022/05/28,21:20:00,2022/05/28,15:20:00,1299,-2,47802,39201,5:43:00,2022/05/28,8601,21:03:00,2022/05/28,15:10:00,2022/05/28,8601,21:03:00,2022/05/28,15:20:00,600,0,0:00:00,0:10:00,188526,2022/05/28,21:20:00,2022/05/28,15:10:00
241,HS-TQF,ZRH,BKK,2022/05/28,THA970,64700,Invalid,11:07:00,64700,2022/05/29,Invalid,05:48:00,2022/05/28,18:20:00,2022/05/29,Invalid,05:54:00,2022/05/28,Invalid,18:41:00,Invalid,Invalid,0:06:00,0:21:00,156656,B788,0,-2044,5412,2022/05/29,05:50:00,2022/05/28,18:15:00,-4534,-499,65199,60665,11:14:00,2022/05/29,4534,05:29:00,2022/05/28,18:05:00,2022/05/29,4534,05:29:00,2022/05/28,18:15:00,300,0,0:00:00,0:10:00,158700,2022/05/29,05:50:00,2022/05/28,18:05:00
242,HS-TKO,KIX,BKK,2022/05/28,THA622,47700,35700,5:02:00,47300,2022/05/28,11700,22:16:00,2022/05/28,16:59:01,2022/05/28,11600,22:22:00,2022/05/28,46800,17:14:00,500,100,0:06:00,0:14:59,199491,B77W,0,27661,2425,2022/05/28,22:30:00,2022/05/28,17:09:00,6395,8575,38725,33420,5:17:00,2022/05/28,5305,22:26:00,2022/05/28,16:59:00,2022/05/28,5305,22:26:00,2022/05/28,17:09:00,600,0,0:00:00,0:10:00,171830,2022/05/28,22:30:00,2022/05/28,16:59:00
243,HS-TKR,ICN,BKK,2022/05/28,THA656,47200,39400,4:47:00,47100,2022/05/28,8000,21:43:00,2022/05/28,16:33:00,2022/05/28,7700,21:50:00,2022/05/28,46400,16:56:00,700,300,0:07:00,0:23:00,232609,B77W,0,109,2332,2022/05/28,21:55:00,2022/05/28,16:40:00,834,-84,47284,40118,4:57:00,2022/05/28,7166,21:37:00,2022/05/28,16:30:00,2022/05/28,7166,21:37:00,2022/05/28,16:40:00,600,0,0:00:00,0:10:00,232500,2022/05/28,21:55:00,2022/05/28,16:30:00
244,HS-THE,ARN,BKK,2022/05/28,THA960,82800,Invalid,11:35:00,82450,2022/05/29,Invalid,07:28:00,2022/05/28,19:36:00,2022/05/29,Invalid,07:34:00,2022/05/28,81510,19:53:00,940,Invalid,0:06:00,0:17:00,178945,A359,0,245,5706,2022/05/29,06:40:00,2022/05/28,18:20:00,-8305,139,82661,74356,11:45:00,2022/05/29,8305,06:05:00,2022/05/28,18:10:00,2022/05/29,8305,06:05:00,2022/05/28,18:20:00,400,0,0:00:00,0:10:00,178700,2022/05/29,06:40:00,2022/05/28,18:10:00
245,HS-TQC,HKT,LHR,2022/05/28,THA919,63600,56700,11:16:00,63600,2022/05/29,Invalid,08:09:00,2022/05/28,20:32:00,2022/05/29,6800,08:14:00,2022/05/28,Invalid,20:53:00,Invalid,Invalid,0:05:00,0:21:00,146825,B788,500,219,5485,2022/05/29,08:05:00,2022/05/28,20:44:00,-4916,51,63549,58633,11:29:00,2022/05/29,4916,08:13:00,2022/05/28,20:25:00,2022/05/29,4916,08:13:00,2022/05/28,20:44:00,399,0,0:00:00,0:19:00,146606,2022/05/29,08:05:00,2022/05/28,20:25:00
246,HS-THB,SIN,BKK,2022/05/27,THA403,16400,Invalid,1:57:00,16280,2022/05/27,5190,03:33:00,2022/05/27,01:24:00,2022/05/27,Invalid,03:38:00,2022/05/27,15790,01:36:00,490,Invalid,0:05:00,0:12:00,173780,A359,0,-186,796,2022/05/27,03:15:00,2022/05/27,01:10:00,-147,51,16349,11012,1:47:00,2022/05/27,5337,02:57:00,2022/05/27,01:00:00,2022/05/27,5337,02:57:00,2022/05/27,01:10:00,400,0,0:00:00,0:10:00,173966,2022/05/27,03:15:00,2022/05/27,01:00:00
247,HS-TTB,BKK,HKG,2022/05/27,THA601,24000,16600,2:20:00,23900,2022/05/27,7600,07:41:00,2022/05/27,05:00:00,2022/05/27,7300,07:49:00,2022/05/27,23500,05:21:00,400,300,0:08:00,0:21:00,210011,B77W,0,211,1034,2022/05/27,07:25:00,2022/05/27,05:00:00,949,26,23874,17223,2:19:00,2022/05/27,6651,07:19:00,2022/05/27,04:45:00,2022/05/27,6651,07:19:00,2022/05/27,05:00:00,600,0,0:00:00,0:15:00,209800,2022/05/27,07:25:00,2022/05/27,04:45:00
248,HS-TKP,BKK,ICN,2022/05/27,THA657,45500,37700,5:01:00,45500,2022/05/27,8200,06:34:00,2022/05/27,01:23:00,2022/05/27,7800,06:43:00,2022/05/27,45100,01:33:00,400,400,0:09:00,0:10:00,214023,B77W,0,-3946,2381,2022/05/27,07:10:00,2022/05/27,01:35:00,1290,-74,45574,38664,5:06:00,2022/05/27,6910,06:41:00,2022/05/27,01:20:00,2022/05/27,6910,06:41:00,2022/05/27,01:35:00,600,0,0:00:00,0:15:00,217969,2022/05/27,07:10:00,2022/05/27,01:20:00
249,HS-THB,BKK,SIN,2022/05/27,THA404,17200,Invalid,1:54:00,17200,2022/05/27,5730,07:02:00,2022/05/27,04:46:00,2022/05/27,5560,07:09:00,2022/05/27,16560,05:08:00,Invalid,170,0:07:00,0:22:00,177811,A359,0,-489,871,2022/05/27,06:45:00,2022/05/27,04:41:00,689,33,17167,12126,1:57:00,2022/05/27,5041,06:38:00,2022/05/27,04:25:00,2022/05/27,5041,06:38:00,2022/05/27,04:41:00,400,0,0:00:00,0:16:00,178300,2022/05/27,06:45:00,2022/05/27,04:25:00
250,HS-THF,BKK,NGO,2022/05/27,THA645,35000,29310,5:35:00,35010,2022/05/27,5760,07:49:00,2022/05/27,01:58:00,2022/05/27,5700,07:55:00,2022/05/27,34810,02:14:00,200,60,0:06:00,0:16:00,166369,A359,0,-331,2596,2022/05/27,08:00:00,2022/05/27,02:13:00,934,79,34921,30095,5:28:00,2022/05/27,4826,07:41:00,2022/05/27,02:00:00,2022/05/27,4826,07:41:00,2022/05/27,02:13:00,400,0,0:00:00,0:13:00,166700,2022/05/27,08:00:00,2022/05/27,02:00:00
251,HS-THL,BKK,CGK,2022/05/27,THA434,21575,16090,2:59:00,21390,2022/05/27,5500,08:58:00,2022/05/27,05:37:00,2022/05/27,5300,09:08:00,2022/05/27,20740,05:59:00,650,200,0:10:00,0:22:00,162186,A359,0,-814,1360,2022/05/27,09:05:00,2022/05/27,05:54:00,800,648,20742,16042,2:59:00,2022/05/27,4700,08:53:00,2022/05/27,05:35:00,2022/05/27,4700,08:53:00,2022/05/27,05:54:00,475,0,0:00:00,0:19:00,163000,2022/05/27,09:05:00,2022/05/27,05:35:00
252,HS-THH,BKK,NRT,2022/05/27,THA643,40125,34710,6:10:00,40370,2022/05/27,5810,09:06:00,2022/05/27,02:42:00,2022/05/27,5660,09:14:00,2022/05/27,40150,02:56:00,220,150,0:08:00,0:14:00,174381,A359,0,-19,2880,2022/05/27,09:30:00,2022/05/27,03:17:00,665,148,39977,34832,6:04:00,2022/05/27,5145,09:21:00,2022/05/27,03:00:00,2022/05/27,5145,09:21:00,2022/05/27,03:17:00,425,0,0:00:00,0:17:00,174400,2022/05/27,09:30:00,2022/05/27,03:00:00
253,HS-TJW,BKK,NRT,2022/05/27,THA641,43100,36500,6:12:00,43000,2022/05/27,6800,08:12:00,2022/05/27,01:45:00,2022/05/27,6500,08:24:00,2022/05/27,42700,02:00:00,300,300,0:12:00,0:15:00,159013,B772,0,313,2904,2022/05/27,08:20:00,2022/05/27,02:07:00,1131,41,43059,37390,6:14:00,2022/05/27,5669,08:21:00,2022/05/27,01:50:00,2022/05/27,5669,08:21:00,2022/05/27,02:07:00,459,0,0:00:00,0:17:00,158700,2022/05/27,08:20:00,2022/05/27,01:50:00
254,HS-TKL,BKK,KIX,2022/05/27,THA623,44800,38000,5:21:00,44900,2022/05/27,7400,08:04:00,2022/05/27,02:32:00,2022/05/27,6900,08:12:00,2022/05/27,44500,02:43:00,400,500,0:08:00,0:11:00,202530,B77W,0,1167,2535,2022/05/27,08:35:00,2022/05/27,03:01:00,807,100,44700,38107,5:26:00,2022/05/27,6593,08:27:00,2022/05/27,02:45:00,2022/05/27,6593,08:27:00,2022/05/27,03:01:00,600,0,0:00:00,0:16:00,201363,2022/05/27,08:35:00,2022/05/27,02:45:00
255,HS-THL,CGK,BKK,2022/05/27,THA433,38200,16430,2:50:00,38150,2022/05/27,21690,04:10:00,2022/05/27,01:08:00,2022/05/27,21720,04:17:00,2022/05/27,38020,01:20:00,130,Invalid,0:07:00,0:12:00,167992,A359,0,-4748,1321,2022/05/27,04:35:00,2022/05/27,01:10:00,648,-279,38479,17437,2:52:00,2022/05/27,21042,04:02:00,2022/05/27,01:00:00,2022/05/27,21042,04:02:00,2022/05/27,01:10:00,400,0,0:00:00,0:10:00,172740,2022/05/27,04:35:00,2022/05/27,01:00:00
256,HS-THM,BKK,MNL,2022/05/27,THA621,22175,16390,2:46:00,22160,2022/05/27,5990,09:37:00,2022/05/27,06:23:00,2022/05/27,5770,09:46:00,2022/05/27,21430,06:51:00,730,220,0:09:00,0:28:00,178867,A359,0,-11183,1235,2022/05/27,09:30:00,2022/05/27,06:35:00,821,-728,22903,17734,2:47:00,2022/05/27,5169,09:22:00,2022/05/27,06:00:00,2022/05/27,5169,09:22:00,2022/05/27,06:35:00,875,0,0:00:00,0:35:00,190050,2022/05/27,09:30:00,2022/05/27,06:00:00
257,HS-THE,BKK,TPE,2022/05/27,THA633,23300,17540,3:11:00,23250,2022/05/27,6130,10:27:00,2022/05/27,06:45:00,2022/05/27,5710,10:32:00,2022/05/27,22730,07:16:00,520,420,0:05:00,0:31:00,168973,A359,0,-5037,1458,2022/05/27,10:15:00,2022/05/27,06:46:00,1123,-261,23561,18554,3:12:00,2022/05/27,5007,09:58:00,2022/05/27,06:30:00,2022/05/27,5007,09:58:00,2022/05/27,06:46:00,400,0,0:00:00,0:16:00,174010,2022/05/27,10:15:00,2022/05/27,06:30:00
258,HS-TKZ,BKK,HKT,2022/05/27,THA478,15900,8300,1:06:00,16100,2022/05/27,8200,11:09:00,2022/05/27,09:44:00,2022/05/27,7800,11:18:00,2022/05/27,15700,10:03:00,400,400,0:09:00,0:19:00,187189,B77W,0,0,487,2022/05/27,12:10:00,2022/05/27,10:50:00,1765,300,15600,9165,1:11:00,2022/05/27,6435,12:01:00,2022/05/27,10:40:00,2022/05/27,6435,12:01:00,2022/05/27,10:50:00,600,0,0:00:00,0:10:00,187189,2022/05/27,12:10:00,2022/05/27,10:40:00
259,HS-TQC,BKK,HKT,2022/05/26,THA919,10100,Invalid,1:16:00,10100,2022/05/27,Invalid,10:35:00,2022/05/27,09:07:00,2022/05/27,Invalid,10:40:00,2022/05/27,Invalid,09:19:00,Invalid,Invalid,0:05:00,0:12:00,125894,B788,0,32,489,2022/05/27,11:05:00,2022/05/27,09:45:00,-4204,-292,10392,6188,1:10:00,2022/05/27,4204,10:55:00,2022/05/27,09:35:00,2022/05/27,4204,10:55:00,2022/05/27,09:45:00,300,0,0:00:00,0:10:00,125862,2022/05/27,11:05:00,2022/05/27,09:35:00
260,HS-THJ,MEL,BKK,2022/05/27,THA465,55700,45150,8:12:00,55650,2022/05/27,10500,10:25:00,2022/05/27,01:55:00,2022/05/27,10500,10:33:00,2022/05/27,55340,02:13:00,310,Invalid,0:08:00,0:18:00,164878,A359,0,-2422,3902,2022/05/27,10:30:00,2022/05/27,01:50:00,869,-259,55959,46328,8:08:00,2022/05/27,9631,09:58:00,2022/05/27,01:40:00,2022/05/27,9631,09:58:00,2022/05/27,01:50:00,400,0,0:00:00,0:10:00,167300,2022/05/27,10:30:00,2022/05/27,01:40:00
261,HS-THM,MNL,BKK,2022/05/27,THA620,24100,16450,2:57:00,24090,2022/05/27,7720,04:48:00,2022/05/27,01:40:00,2022/05/27,7640,04:54:00,2022/05/27,23930,01:51:00,160,80,0:06:00,0:11:00,173351,A359,1643,-349,1341,2022/05/27,04:45:00,2022/05/27,01:35:00,978,188,23902,17160,2:58:00,2022/05/27,6742,04:33:00,2022/05/27,01:25:00,2022/05/27,6742,04:33:00,2022/05/27,01:35:00,400,0,0:00:00,0:10:00,173700,2022/05/27,04:45:00,2022/05/27,01:25:00
262,HS-TTB,HKG,BKK,2022/05/27,THA600,24700,16900,2:17:00,24600,2022/05/27,8200,03:43:00,2022/05/27,01:11:00,2022/05/27,7700,03:57:00,2022/05/27,23900,01:26:00,700,500,0:14:00,0:15:00,205652,B77W,0,652,1043,2022/05/27,03:45:00,2022/05/27,01:10:00,558,31,24669,17027,2:20:00,2022/05/27,7642,03:30:00,2022/05/27,01:00:00,2022/05/27,7642,03:30:00,2022/05/27,01:10:00,600,0,0:00:00,0:10:00,205000,2022/05/27,03:45:00,2022/05/27,01:00:00
263,HS-THE,TPE,BKK,2022/05/27,THA632,25400,Invalid,3:18:00,25470,2022/05/27,8310,05:03:00,2022/05/27,01:32:00,2022/05/27,Invalid,05:10:00,2022/05/27,25040,01:45:00,430,Invalid,0:07:00,0:13:00,155003,A359,0,-620,1509,2022/05/27,05:05:00,2022/05/27,01:35:00,1187,712,24688,17565,3:15:00,2022/05/27,7123,04:50:00,2022/05/27,01:25:00,2022/05/27,7123,04:50:00,2022/05/27,01:35:00,400,0,0:00:00,0:10:00,155623,2022/05/27,05:05:00,2022/05/27,01:25:00
264,HS-TKY,SYD,BKK,2022/05/27,THA475,76200,66200,8:27:00,76100,2022/05/27,10000,10:34:00,2022/05/27,01:54:00,2022/05/27,9900,10:38:00,2022/05/27,75700,02:07:00,400,100,0:04:00,0:13:00,216483,B77W,0,-117,4052,2022/05/27,10:30:00,2022/05/27,01:40:00,771,204,75896,66667,8:29:00,2022/05/27,9229,10:09:00,2022/05/27,01:30:00,2022/05/27,9229,10:09:00,2022/05/27,01:40:00,600,0,0:00:00,0:10:00,216600,2022/05/27,10:30:00,2022/05/27,01:30:00
265,HS-TQA,BKK,DAC,2022/05/27,THA322,18400,10841,1:58:00,18400,2022/05/27,Invalid,10:03:00,2022/05/27,07:47:00,2022/05/27,7600,10:07:00,2022/05/27,Invalid,08:05:00,Invalid,Invalid,0:04:00,0:18:00,154864,B788,0,-136,903,2022/05/27,10:00:00,2022/05/27,07:56:00,-4458,2794,15606,11148,2:02:00,2022/05/27,4458,09:58:00,2022/05/27,07:35:00,2022/05/27,4458,09:58:00,2022/05/27,07:56:00,441,0,0:00:00,0:21:00,155000,2022/05/27,10:00:00,2022/05/27,07:35:00
266,HS-THC,PVG,BKK,2022/05/27,THA664,49100,Invalid,3:52:00,49070,2022/05/27,27950,07:24:00,2022/05/27,03:20:00,2022/05/27,Invalid,07:33:00,2022/05/27,48980,03:32:00,90,Invalid,0:09:00,0:12:00,154675,A359,0,0,1796,2022/05/27,08:00:00,2022/05/27,03:25:00,1149,-19,49119,22318,3:49:00,2022/05/27,26801,07:14:00,2022/05/27,03:45:00,2022/05/27,26501,07:26:00,2022/05/27,03:25:00,400,300,0:12:00,Invalid,154675,2022/05/27,08:00:00,2022/05/27,03:45:00
267,HS-THC,BKK,PVG,2022/05/27,THA665,27225,20050,3:38:00,26890,2022/05/27,7000,14:23:00,2022/05/27,10:27:00,2022/05/27,6840,14:30:00,2022/05/27,26280,10:45:00,610,160,0:07:00,0:18:00,163985,A359,0,0,1726,2022/05/27,14:00:00,2022/05/27,09:42:00,2025,1065,25825,20850,3:43:00,2022/05/27,4975,13:25:00,2022/05/27,09:25:00,2022/05/27,4975,13:25:00,2022/05/27,09:42:00,425,0,0:00:00,0:17:00,163985,2022/05/27,14:00:00,2022/05/27,09:25:00
268,HS-TKM,BKK,KMG,2022/05/27,THA613,22060,13600,1:43:00,21800,2022/05/27,8400,10:11:00,2022/05/27,08:08:00,2022/05/27,8200,10:19:00,2022/05/27,21100,08:28:00,700,200,0:08:00,0:20:00,222011,B77W,0,0,802,2022/05/27,09:30:00,2022/05/27,07:40:00,1417,-34,22094,15111,1:50:00,2022/05/27,6983,09:30:00,2022/05/27,07:20:00,2022/05/27,6983,09:30:00,2022/05/27,07:40:00,660,0,0:00:00,0:20:00,222011,2022/05/27,09:30:00,2022/05/27,07:20:00
269,HS-TKM,KMG,BKK,2022/05/27,THA612,38000,16200,2:01:00,38200,2022/05/27,22400,05:36:00,2022/05/27,03:24:00,2022/05/27,22000,05:45:00,2022/05/27,38100,03:35:00,100,400,0:09:00,0:11:00,207513,B77W,0,-6487,842,2022/05/27,06:00:00,2022/05/27,03:25:00,-186,-84,38284,15698,1:54:00,2022/05/27,22586,05:19:00,2022/05/27,03:45:00,2022/05/27,22586,05:19:00,2022/05/27,03:25:00,600,0,0:00:00,Invalid,214000,2022/05/27,06:00:00,2022/05/27,03:45:00
270,HS-TWB,BKK,KUL,2022/05/27,THA416,14800,9400,1:45:00,14800,2022/05/27,Invalid,07:29:00,2022/05/27,05:32:00,2022/05/27,5500,07:40:00,2022/05/27,Invalid,05:44:00,Invalid,Invalid,0:11:00,0:12:00,163101,B789,0,-4399,750,2022/05/27,07:30:00,2022/05/27,05:33:00,-4870,-160,14960,10090,1:43:00,2022/05/27,4870,07:16:00,2022/05/27,05:20:00,2022/05/27,4870,07:16:00,2022/05/27,05:33:00,300,0,0:00:00,0:13:00,167500,2022/05/27,07:30:00,2022/05/27,05:20:00
271,HS-TQA,DAC,BKK,2022/05/27,THA321,29400,10600,2:02:00,29400,2022/05/27,Invalid,05:54:00,2022/05/27,03:42:00,2022/05/27,18700,06:01:00,2022/05/27,Invalid,03:52:00,Invalid,Invalid,0:07:00,0:10:00,150246,B788,2153,246,902,2022/05/27,06:10:00,2022/05/27,03:45:00,-18059,144,29256,11197,2:01:00,2022/05/27,18059,05:46:00,2022/05/27,03:35:00,2022/05/27,18059,05:46:00,2022/05/27,03:45:00,300,0,0:00:00,0:10:00,150000,2022/05/27,06:10:00,2022/05/27,03:35:00
272,HS-TWB,KUL,BKK,2022/05/27,THA415,13800,8900,1:45:00,13800,2022/05/27,Invalid,04:09:00,2022/05/27,02:12:00,2022/05/27,5000,04:18:00,2022/05/27,Invalid,02:24:00,Invalid,Invalid,0:09:00,0:12:00,156042,B789,0,1626,765,2022/05/27,04:15:00,2022/05/27,02:15:00,-3976,42,13758,9782,1:45:00,2022/05/27,3976,04:00:00,2022/05/27,02:05:00,2022/05/27,3976,04:00:00,2022/05/27,02:15:00,300,0,0:00:00,0:10:00,154416,2022/05/27,04:15:00,2022/05/27,02:05:00
273,HS-THD,BKK,MEL,2022/05/27,THA466,56240,50350,8:50:00,56240,2022/05/27,6030,09:04:00,2022/05/27,00:02:00,2022/05/27,5890,09:12:00,2022/05/27,56250,00:14:00,Invalid,140,0:08:00,0:12:00,172379,A359,500,-36,4188,2022/05/27,09:30:00,2022/05/27,00:17:00,657,8,56232,50859,8:46:00,2022/05/27,5373,09:03:00,2022/05/27,00:00:00,2022/05/27,5373,09:03:00,2022/05/27,00:17:00,425,0,0:00:00,0:17:00,172415,2022/05/27,09:30:00,2022/05/27,00:00:00
274,HS-TKV,FRA,BKK,2022/05/27,THA926,96700,86700,11:12:00,96700,2022/05/27,10200,17:01:00,2022/05/27,05:35:00,2022/05/27,10000,17:10:00,2022/05/27,96200,05:49:00,500,200,0:09:00,0:14:00,205625,B77W,0,-2075,5480,2022/05/27,17:00:00,2022/05/27,05:35:00,2572,-566,97266,89638,11:28:00,2022/05/27,7628,17:03:00,2022/05/27,05:25:00,2022/05/27,7628,17:03:00,2022/05/27,05:35:00,600,0,0:00:00,0:10:00,207700,2022/05/27,17:00:00,2022/05/27,05:25:00
275,HS-TJV,HKG,BKK,2022/05/27,THA606,19700,14700,2:25:00,19900,2022/05/27,5600,11:21:00,2022/05/27,08:43:00,2022/05/27,5200,11:30:00,2022/05/27,19600,08:56:00,300,400,0:09:00,0:13:00,161665,B772,0,965,1044,2022/05/27,11:45:00,2022/05/27,09:10:00,658,105,19595,14653,2:21:00,2022/05/27,4942,11:31:00,2022/05/27,09:00:00,2022/05/27,4942,11:31:00,2022/05/27,09:10:00,400,0,0:00:00,0:10:00,160700,2022/05/27,11:45:00,2022/05/27,09:00:00
276,HS-TJV,BKK,HKG,2022/05/27,THA607,19005,12500,2:16:00,19100,2022/05/27,6900,14:49:00,2022/05/27,12:19:00,2022/05/27,6600,14:55:00,2022/05/27,18800,12:33:00,300,300,0:06:00,0:14:00,142671,B772,0,871,1027,2022/05/27,15:25:00,2022/05/27,13:00:00,1651,107,18898,13649,2:20:00,2022/05/27,5249,15:20:00,2022/05/27,12:45:00,2022/05/27,5249,15:20:00,2022/05/27,13:00:00,405,0,0:00:00,0:15:00,141800,2022/05/27,15:25:00,2022/05/27,12:45:00
