,departure_aerodrome_icao_code,arrival_aerodrome_icao_code,aircraft_registration,flight_date,flight_number,landing_time,flight_time,onblock_time,onblock_fuel,block_time,pf,pm,pc1,pc2
1835,VGHS,VTBS,HS-TQD,2022-04-25T00:00:00.000Z,THA322,1031,0201,1040,7200.0,0231,33823,,,
1836,VVTS,VTBS,HS-TKX,2022-04-23T00:00:00.000Z,THA557,,,1455,6900.0,0137,37219,43502,,
1837,VTBS,VVTS,HS-TKX,2022-04-23T00:00:00.000Z,THA556,1207,0111,1216,15600.0,0130,43502,37219,,
1838,VTSP,VTBS,HS-TKW,2022-04-25T00:00:00.000Z,THA927,0759,0110,0807,5900.0,0126,43476,37138,33867,43413
1839,RJAA,VTBS,HS-THF,2022-04-25T00:00:00.000Z,THA643,0900,0551,0910,5200.0,0614,38386,43938,,
1840,VTBS,RJAA,HS-THL,2022-04-20T00:00:00.000Z,THA642,2246,0504,2252,7700.0,0521,43937,32107,,
1841,RJAA,VTBS,HS-THF,2022-04-22T00:00:00.000Z,THA643,1011,0627,1017,5200.0,0646,32107,43937,,
1842,VHHH,VTBS,HS-THG,2022-04-25T00:00:00.000Z,THA601,0713,0217,0720,5400.0,0235,27476,43937,,
1843,VTBS,VHHH,HS-THG,2022-04-25T00:00:00.000Z,THA600,0335,0215,0342,5400.0,0239,43937,27476,,
1844,VTBS,VHHH,HS-THG,2022-04-22T00:00:00.000Z,THA600,0323,0203,0331,6200.0,0222,36151,30936,,
1845,VTBS,RPLL,HS-THH,2022-04-25T00:00:00.000Z,THA620,0348,0250,0403,7200.0,0322,33579,30936,,
1846,RPLL,VTBS,HS-THH,2022-04-25T00:00:00.000Z,THA621,0908,0249,0916,5450.0,0318,30936,33579,,
1847,VTBS,YSSY,HS-TKP,2022-04-24T00:00:00.000Z,THA475,1013,0816,1022,9500.0,0842,26309,43823,43825,
1848,VTBS,RJGG,HS-THL,2022-04-21T00:00:00.000Z,THA644,2201,0454,2208,6500.0,0512,44191,39862,,
1849,VTBS,ESSA,HS-THD,2022-04-24T00:00:00.000Z,THA960,0609,1149,0616,9100.0,1208,44203,32107,42263,
1850,VTBS,RKSI,HS-TKQ,2022-04-23T00:00:00.000Z,THA656,2201,0442,2207,9300.0,0503,33622,44285,,
1851,RKSI,VTBS,HS-TKK,2022-04-25T00:00:00.000Z,THA657,0630,0459,0640,8100.0,0525,44285,33622,,
1852,VTBS,VIDP,HS-THG,2022-04-19T00:00:00.000Z,THA315,1457,0349,1509,8900.0,0413,43826,33153,44225,
1853,VIDP,VTBS,HS-THG,2022-04-19T00:00:00.000Z,THA316,2150,0325,2159,5600.0,0352,44621,33153,43492,
1854,ESSA,VTSP,HS-THE,2022-04-21T00:00:00.000Z,THA963,2351,1108,2356,6700.0,1129,36154,44192,44193,
1855,VTBS,ESSA,HS-THK,2022-04-18T00:00:00.000Z,THA960,0604,1145,0613,10200.0,1206,44193,36154,44192,
1856,VTBS,VIDP,HS-THL,2022-04-24T00:00:00.000Z,THA331,2014,0346,2022,8800.0,0405,42652,36739,42310,
1857,VIDP,VTBS,HS-THL,2022-04-24T00:00:00.000Z,THA332,0127,0325,0138,5000.0,0359,42310,36739,42652,
1858,VTBS,ESSA,HS-THN,2022-04-23T00:00:00.000Z,THA960,0635,1203,0642,9200.0,1226,43946,30339,44209,
1859,VTSP,VTBS,HS-TKN,2022-04-24T00:00:00.000Z,THA478,1115,0105,1123,6100.0,0128,36146,41926,,
1860,VTSP,YSSY,HS-TKZ,2022-04-19T00:00:00.000Z,THA477,2040,0756,2045,11600.0,0809,44299,33825,43966,
1861,VTBS,EGLL,HS-TKX,2022-04-23T00:00:00.000Z,THA910,0719,1226,0726,6900.0,1245,43972,33571,43965,
1862,RKSI,VTBS,HS-TKK,2022-04-20T00:00:00.000Z,THA657,0726,0517,0736,7500.0,0541,28381,43482,,
1863,VTBS,RKSI,HS-TKM,2022-04-17T00:00:00.000Z,THA656,2210,0440,2217,7100.0,0500,43482,28381,,
1864,ESSA,VTBS,HS-THN,2022-04-24T00:00:00.000Z,THA961,2345,1053,2351,5500.0,1111,43934,36730,43931,
1865,EGLL,VTBS,HS-TKX,2022-04-24T00:00:00.000Z,THA911,2323,1104,2328,7500.0,1132,43489,39033,44286,
1866,VTBS,VOMM,HS-TQE,2022-04-24T00:00:00.000Z,THA337,1758,0247,1805,7100.0,0305,43256,23511,26768,
1867,VOMM,VTBS,HS-TQE,2022-04-24T00:00:00.000Z,THA338,2230,0250,2241,5200.0,0311,23511,43256,26768,
1868,VTBS,VOBL,HS-TQC,2022-04-24T00:00:00.000Z,THA325,1752,0310,1758,7200.0,0331,42598,32100,43964,
1869,VOBL,VTBS,HS-TQC,2022-04-24T00:00:00.000Z,THA326,2234,0312,2243,6500.0,0341,43964,32100,42598,
1870,WIII,VTBS,HS-TJV,2022-04-24T00:00:00.000Z,THA434,0830,0250,0839,8300.0,0309,26455,45135,,
1871,VTBS,WIII,HS-TJV,2022-04-24T00:00:00.000Z,THA433,0415,0300,0423,27200.0,0317,45135,26455,,
1872,VTSP,VTBS,HS-TKX,2022-04-23T00:00:00.000Z,THA927,0807,0105,0813,7100.0,0120,36763,43415,35447,43834
1873,EDDF,VTSP,HS-TKX,2022-04-22T00:00:00.000Z,THA927,0604,1039,0610,8200.0,1108,43834,35447,36763,43415
1874,VTBS,RKSI,HS-TKO,2022-04-24T00:00:00.000Z,THA654,1151,0456,1157,7600.0,0514,37136,43490,,
1875,VTBS,VTSP,HS-TKX,2022-04-20T00:00:00.000Z,THA926,0415,0112,0422,49600.0,0136,35447,43834,36763,43415
1876,RKSI,VTBS,HS-TKO,2022-04-24T00:00:00.000Z,THA655,1815,0453,1826,7700.0,0522,38378,44172,,
1877,EDDM,VTBS,HS-TKM,2022-04-23T00:00:00.000Z,THA925,2233,0950,2240,8500.0,1020,43487,37151,43504,
1878,RJAA,VTBS,HS-THJ,2022-04-24T00:00:00.000Z,THA643,0935,0618,0941,6000.0,0644,26775,37223,,
1879,VTBS,ZGGG,HS-TKM,2022-04-24T00:00:00.000Z,THA668,0623,0228,0628,25200.0,0252,26949,45520,,
1880,ZGGG,VTBS,HS-TKM,2022-04-24T00:00:00.000Z,THA669,1111,0214,1122,9700.0,0240,45520,26949,,
1881,VTSP,YSSY,HS-TKN,2022-04-23T00:00:00.000Z,THA477,2033,0756,2037,13600.0,0823,44307,40190,43492,
1882,YSSY,VTSP,HS-TKN,2022-04-24T00:00:00.000Z,THA478,0846,0849,0851,7500.0,0906,39835,44244,44293,
1883,WSSS,VTBS,HS-THE,2022-04-24T00:00:00.000Z,THA404,0624,0154,0629,5400.0,0212,26468,42627,,
1884,VTBS,WSSS,HS-THE,2022-04-24T00:00:00.000Z,THA403,0317,0156,0323,5400.0,0213,42627,26468,,
1885,EGLL,VTBS,HS-TKW,2022-04-23T00:00:00.000Z,THA911,2316,1057,2321,7300.0,1132,42616,29436,36768,42600
1886,VTBS,EGLL,HS-TKW,2022-04-22T00:00:00.000Z,THA910,0619,1206,0624,9800.0,1227,39033,44286,43489,
1887,WMKK,VTBS,HS-TQE,2022-04-24T00:00:00.000Z,THA416,0707,0148,0717,5000.0,0211,25320,44168,,
1888,VTBS,WMKK,HS-TQE,2022-04-24T00:00:00.000Z,THA415,0354,0141,0401,7600.0,0159,25320,44168,,
1889,VTSP,ESSA,HS-THD,2022-04-22T00:00:00.000Z,THA962,0445,1153,0453,8300.0,1210,43931,37222,36730,43934
1890,VTBS,RKSI,HS-TKO,2022-04-21T00:00:00.000Z,THA656,2141,0437,2148,7400.0,0457,44622,36748,,
1891,RKSI,VTBS,HS-TKQ,2022-04-24T00:00:00.000Z,THA657,0637,0457,0649,8300.0,0527,36748,44622,,
1892,VTBS,VOBL,HS-TQA,2022-04-23T00:00:00.000Z,THA325,1737,0310,1742,6900.0,0328,26958,42778,44163,
1893,VTBS,EDDM,HS-TKL,2022-04-23T00:00:00.000Z,THA924,0547,1118,0558,9100.0,1140,26957,43405,43417,
1894,VTSP,EGLL,HS-THL,2022-04-23T00:00:00.000Z,THA918,1734,1230,1745,8400.0,1252,44183,33877,25384,43942
1895,VTBS,VTSP,HS-THE,2022-04-20T00:00:00.000Z,THA962,1509,0103,1514,37100.0,0119,37211,43481,28376,44243
1896,VTSP,ESSA,HS-THE,2022-04-20T00:00:00.000Z,THA962,0440,1146,0448,8600.0,1208,44243,28376,37211,43481
1897,ESSA,VTSP,HS-THD,2022-04-23T00:00:00.000Z,THA963,2357,1059,0005,8500.0,1119,28376,44243,37211,43481
1898,VTSP,VTBS,HS-THD,2022-04-24T00:00:00.000Z,THA963,0155,0103,0210,5300.0,0126,43481,37211,28376,44243
1899,VTBS,EDDF,HS-TKR,2022-04-23T00:00:00.000Z,THA920,0506,1140,0526,8100.0,1214,41948,32106,43396,
1900,VTBS,LFPG,HS-TWA,2022-04-22T00:00:00.000Z,THA930,0531,1158,0544,7200.0,1225,43124,38009,41095,
1901,VTSP,YSSY,HS-TKZ,2022-04-19T00:00:00.000Z,THA477,,,,,,,,,
1902,EBBR,VTBS,HS-THC,2022-04-23T00:00:00.000Z,THA935,2228,1037,2235,5600.0,1056,42646,35309,44194,
1903,VABB,VTBS,HS-TQE,2022-04-23T00:00:00.000Z,THA318,,,,,,,,,
1904,VTBS,RJAA,HS-THJ,2022-04-23T00:00:00.000Z,THA642,2221,0516,2226,5600.0,0532,43938,38386,,
1905,LFPG,VTBS,HS-TWA,2022-04-23T00:00:00.000Z,THA931,2253,1036,2301,6300.0,1104,26466,43125,44176,
1906,VTBS,RJAA,HS-TJT,2022-04-23T00:00:00.000Z,THA640,2104,0522,2109,7600.0,0537,33811,43953,,
1907,VTBS,ZGGG,HS-THH,2022-04-23T00:00:00.000Z,THA678,1204,0310,1214,16100.0,0334,27476,44291,,
1908,ZGGG,VTBS,HS-THH,2022-04-23T00:00:00.000Z,THA679,1747,0227,1757,5100.0,0237,44291,27476,,
1909,RJAA,VTBS,HS-TJT,2022-04-22T00:00:00.000Z,THA641,1009,0629,1014,7300.0,0646,41937,25314,,
1910,VTBS,VGHS,HS-TQE,2022-04-23T00:00:00.000Z,THA321,0551,0214,0608,17300.0,0245,44212,30346,,
1911,VGHS,VTBS,HS-TQC,2022-04-23T00:00:00.000Z,THA322,0949,0200,0958,7400.0,0223,30346,44212,,
1912,VTBS,EDDF,HS-TKN,2022-04-21T00:00:00.000Z,THA920,0426,1130,0433,10800.0,1146,40500,43493,41924,
1913,RJAA,VTBS,HS-TJT,2022-04-23T00:00:00.000Z,THA641,0837,0619,0845,7400.0,0641,37789,44263,,
1914,VHHH,VTBS,HS-TKQ,2022-04-20T00:00:00.000Z,THA601,0718,0220,0727,5500.0,0247,_____,,,_____
1915,VTBS,LSZH,HS-TKZ,2022-04-22T00:00:00.000Z,THA970,0557,1129,0605,8500.0,1154,43480,26948,42259,
1916,VTBS,WMKK,HS-TQE,2022-04-10T00:00:00.000Z,THA415,0409,0142,0417,7600.0,0200,44176,32100,_____,
1917,WMKK,VTBS,HS-TQE,2022-04-10T00:00:00.000Z,THA416,0706,0137,0715,4900.0,0156,32100,44176,,
1918,VTBS,VHHH,HS-THB,2022-04-23T00:00:00.000Z,THA600,0334,0211,0343,5730.0,0233,40806,37132,,
1919,VHHH,VTBS,HS-THB,2022-04-23T00:00:00.000Z,THA601,0702,0215,0710,5140.0,0236,37132,40806,,
1920,VYYY,VTBS,HS-THJ,2022-04-23T00:00:00.000Z,THA304,0414,0059,0424,5000.0,0123,33572,44182,,
1921,VTBS,VYYY,HS-THJ,2022-04-23T00:00:00.000Z,THA303,0202,0058,0208,10900.0,0116,44182,33572,,
1922,VTBS,EDDF,HS-TKP,2022-04-22T00:00:00.000Z,THA920,0413,1118,0418,8800.0,1136,44199,24864,43412,
1923,VTBS,VABB,HS-TQC,2022-04-22T00:00:00.000Z,THA317,1610,0358,1618,8700.0,0416,43116,39149,42653,
1924,EDDF,VTBS,HS-TKN,2022-04-22T00:00:00.000Z,THA921,2330,1018,2339,8400.0,1042,43414,36722,43950,
1925,VTSP,EDDF,HS-TKX,2022-04-22T00:00:00.000Z,THA926,1701,1131,1709,9400.0,1147,37138,43476,33867,43413
1926,VOMM,VTBS,HS-TQC,2022-04-21T00:00:00.000Z,THA338,2309,0251,2320,5800.0,0312,33812,44166,44173,
1927,VTBS,VOBL,HS-TQE,2022-04-22T00:00:00.000Z,THA325,1800,0320,1805,7200.0,0345,43254,39689,25897,
1928,VOMM,VTBS,HS-TQA,2022-04-22T00:00:00.000Z,THA338,2235,0250,2242,5400.0,0307,42581,37224,42595,
1929,VABB,VTBS,HS-TQA,2022-04-20T00:00:00.000Z,THA318,2143,0333,2154,5600.0,0401,42581,26787,43256,
1930,LSZH,VTBS,HS-TKY,2022-04-22T00:00:00.000Z,THA971,2155,1018,2202,9200.0,1039,41935,37227,43508,
1931,VTBS,VTSP,HS-TKX,2022-04-22T00:00:00.000Z,THA926,0339,0100,0345,34300.0,0123,33867,43413,37138,43476
1932,VTBS,WSSS,HS-THG,2022-04-22T00:00:00.000Z,THA409,1131,0157,1137,5100.0,0214,37234,42319,,
1933,WSSS,VTBS,HS-THG,2022-04-22T00:00:00.000Z,THA410,1441,0152,1450,4600.0,0221,42319,37234,,
1934,RPLL,VTBS,HS-THD,2022-04-22T00:00:00.000Z,THA621,0918,0253,0926,4700.0,0338,33879,44195,,
1935,VTBS,RPLL,HS-THD,2022-04-22T00:00:00.000Z,THA620,0407,0259,0415,6500.0,0322,44195,33879,,
1936,VTSP,EDDF,HS-TKV,2022-04-17T00:00:00.000Z,THA926,1655,1134,1702,9000.0,1159,24861,43494,28377,43501
1937,EDDF,VTSP,HS-TKX,2022-04-20T00:00:00.000Z,THA927,0554,1032,0602,8500.0,1057,43494,24861,28377,43501
1938,VGHS,VTBS,HS-TQE,2022-04-22T00:00:00.000Z,THA322,1012,0158,1021,7300.0,0229,43256,24868,,
1939,ZPPP,VTBS,HS-TKM,2022-04-22T00:00:00.000Z,THA613,1034,0147,1047,8800.0,0227,42621,33622,,
1940,VTBS,ZPPP,HS-TKM,2022-04-22T00:00:00.000Z,THA612,0557,0156,0605,,0215,33622,42621,,
1941,VTBS,YSSY,HS-TKL,2022-04-22T00:00:00.000Z,THA475,1040,0823,1050,9800.0,0850,44293,39835,44244,
1942,ZGGG,VTBS,HS-TKR,2022-04-22T00:00:00.000Z,THA669,1104,0227,1112,8300.0,0247,33621,44170,,
1943,YSSY,VTSP,HS-TKW,2022-04-22T00:00:00.000Z,THA478,0915,0850,0919,6500.0,0918,42597,33633,44262,
1944,VTBS,EDDF,HS-TKR,2022-04-20T00:00:00.000Z,THA920,0515,1128,0525,7800.0,1154,43950,36722,43414,
1945,WSSS,VTBS,HS-THB,2022-04-22T00:00:00.000Z,THA404,0628,0153,0635,5200.0,0215,39833,42265,,
1946,VTBS,WSSS,HS-THB,2022-04-22T00:00:00.000Z,THA403,0314,0200,0320,5400.0,0219,42265,39833,,
1947,VTBS,RJAA,HS-TJV,2022-04-21T00:00:00.000Z,THA640,1849,0304,1858,21400.0,0323,37789,44263,,
1948,VTBS,RJAA,HS-TJT,2022-04-21T00:00:00.000Z,THA640,0159,0523,0214,6700.0,0549,_____,37789,,
1949,EGLL,VTBS,HS-TKY,2022-04-20T00:00:00.000Z,THA911,2255,1100,2305,9200.0,1132,33623,42629,43974,
1950,VIDP,VTBS,HS-TKL,2022-04-21T00:00:00.000Z,THA316,2331,0322,2339,9800.0,0347,28380,43965,24863,
1951,ZGGG,VTBS,HS-THN,2022-04-20T00:00:00.000Z,THA669,1317,0227,1325,5880.0,0248,30938,40806,,
1952,VTBS,VGHS,HS-TQE,2022-04-22T00:00:00.000Z,THA321,0618,0210,0626,17900.0,0234,24868,43256,,
1953,VTBS,ZGGG,HS-TKR,2022-04-22T00:00:00.000Z,THA668,0557,0220,0611,24800.0,0248,44170,33621,,
1954,EDDF,VTBS,HS-TKR,2022-04-21T00:00:00.000Z,THA921,2320,1012,2328,8300.0,1035,44154,34101,44403,
1955,VTBS,RJGG,HS-THF,2022-04-16T00:00:00.000Z,THA644,2218,0459,2226,6300.0,0521,42319,37223,,
1956,RJGG,VTBS,HS-THH,2022-04-18T00:00:00.000Z,THA645,0743,0546,0753,5600.0,0608,37223,42319,,
1957,VIDP,VTBS,HS-THG,2022-04-20T00:00:00.000Z,THA316,2200,0325,2209,5300.0,0354,33572,43942,42258,
1958,VTBS,LFPG,HS-THJ,2022-04-20T00:00:00.000Z,THA930,0526,1149,0536,8000.0,1211,26468,44237,44798,
1959,OPLA,VTBS,HS-THK,2022-04-21T00:00:00.000Z,THA346,2302,0353,2310,6800.0,0415,43478,33153,44339,
1960,VTBS,OPLA,HS-THK,2022-04-21T00:00:00.000Z,THA345,1710,0415,1717,28200.0,0435,33153,44339,43478,
1961,VTBS,EBBR,HS-THB,2022-04-14T00:00:00.000Z,THA934,,,,,,,,,
1962,OPLA,VTBS,HS-THK,2022-04-08T00:00:00.000Z,THA346,2303,0348,2309,6900.0,0411,44195,36735,39693,
1963,VTBS,OPLA,HS-THK,2022-04-08T00:00:00.000Z,THA345,1750,0424,1755,27200.0,0450,39693,36735,44195,
1964,EBBR,VTBS,HS-THB,2022-04-21T00:00:00.000Z,THA935,2225,1036,2232,6200.0,1057,42790,36739,43479,
1965,VTSP,EGLL,HS-TQA,2022-04-21T00:00:00.000Z,THA918,1754,1220,1803,6800.0,1244,36768,42600,29436,42616
1966,VTBS,VIDP,HS-TKL,2022-04-21T00:00:00.000Z,THA315,1525,0405,1536,9300.0,0431,28380,43965,24863,
1967,VTBS,VIDP,HS-TKO,2022-04-20T00:00:00.000Z,THA331,2024,0349,2031,11600.0,0416,43316,33818,43483,
1968,RPLL,VTBS,HS-THG,2022-04-20T00:00:00.000Z,THA621,0915,0250,0923,5000.0,0323,36732,42310,,
1969,VTBS,RPLL,HS-THG,2022-04-20T00:00:00.000Z,THA620,0404,0316,0411,4700.0,0334,42310,36732,,
1970,VTBS,LSZH,HS-TKW,2022-04-14T00:00:00.000Z,THA970,0545,1133,0551,6800.0,1151,35454,45502,43493,
1971,VTBS,EGLL,HS-TKZ,2022-04-17T00:00:00.000Z,THA910,0616,1206,0625,11800.0,1229,43949,34102,42261,
1972,RJGG,VTBS,HS-THN,2022-04-21T00:00:00.000Z,THA645,0758,0559,0804,5900.0,0618,42263,29445,,
1973,WSSS,VTBS,HS-TKN,2022-04-20T00:00:00.000Z,THA404,0631,0151,0638,6100.0,0216,26948,44158,,
1974,EDDM,VTBS,HS-TKK,2022-04-18T00:00:00.000Z,THA925,1232,0000,2238,8400.0,1023,44297,26455,42789,
1975,VTBS,WSSS,HS-TKN,2022-04-20T00:00:00.000Z,THA403,0313,0159,0320,6800.0,0219,44158,26948,,
1976,VIDP,VTBS,HS-THJ,2022-04-18T00:00:00.000Z,THA316,2152,0328,2158,6000.0,0359,44291,28368,43938,
1977,RCTP,VTBS,HS-THK,2022-04-21T00:00:00.000Z,THA633,0953,0325,0959,5600.0,0347,26539,44619,,
1978,VTBS,RCTP,HS-THK,2022-04-21T00:00:00.000Z,THA632,0441,0307,0447,4800.0,0327,44619,26539,,
1979,VTBS,RJAA,HS-TJV,2022-04-20T00:00:00.000Z,THA640,2107,0518,2110,9800.0,0536,25314,41937,,
1980,VTBS,WSSS,HS-THG,2022-04-21T00:00:00.000Z,THA403,0313,0205,0320,4700.0,0226,43938,33563,,
1981,WSSS,VTBS,HS-THG,2022-04-21T00:00:00.000Z,THA404,0632,0149,0640,4600.0,0221,33563,43938,,
1982,VTBS,YMML,HS-THJ,2022-04-19T00:00:00.000Z,THA465,1022,0821,1028,9400.0,0848,44267,36735,43940,
1983,VTBS,EDDM,HS-TKK,2022-04-20T00:00:00.000Z,THA924,0537,1058,0541,9100.0,1119,37151,43504,43487,
1984,VTBS,YSSY,HS-TKY,2022-04-18T00:00:00.000Z,THA475,1008,0821,1012,9900.0,0839,44414,37116,44307,
1985,VTBS,ZSPD,HS-THF,2022-04-20T00:00:00.000Z,THA664,0721,0330,0730,28100.0,0355,26769,42262,,
1986,VTBS,EDDF,HS-TKM,2022-04-18T00:00:00.000Z,THA920,0423,1127,0428,9600.0,1144,43967,33814,43490,
1987,VTBS,VOBL,HS-TQC,2022-04-19T00:00:00.000Z,THA325,1756,0336,1801,7000.0,0331,44173,33812,44166,
1988,VOBL,VTBS,HS-TQC,2022-04-19T00:00:00.000Z,THA326,2222,0307,2231,5900.0,0329,44166,33812,44173,
1989,VOBL,VTBS,HS-TQE,2022-04-20T00:00:00.000Z,THA326,2222,0307,2232,5700.0,0334,43954,37226,42318,
1990,VTBS,VOBL,HS-TQE,2022-04-20T00:00:00.000Z,THA325,1801,0328,1806,6200.0,0343,37226,42318,43954,
1991,LSZH,VTBS,HS-TKW,2022-04-20T00:00:00.000Z,THA971,2216,1006,2222,7900.0,1035,44412,26949,42628,
1992,VTBS,EDDM,HS-TKN,2022-04-18T00:00:00.000Z,THA924,0525,1104,0532,10500.0,1122,42596,38014,44283,
1993,ZGGG,VTBS,HS-THH,2022-04-20T00:00:00.000Z,THA679,1641,0227,1650,7200.0,0248,44216,39833,,
1994,VTBS,ZGGG,HS-THH,2022-04-20T00:00:00.000Z,THA678,1127,0225,1142,21300.0,0255,39833,44216,,
1995,VTBS,VABB,HS-TQA,2022-04-20T00:00:00.000Z,THA317,1615,0359,1623,8100.0,0422,43256,26787,42581,
1996,VTBS,EBBR,HS-THB,2022-04-19T00:00:00.000Z,THA934,0554,1137,0600,7200.0,1201,36739,43479,42790,
1997,VTBS,VIDP,HS-THG,2022-04-20T00:00:00.000Z,THA315,1548,0352,1602,9000.0,0421,43942,33572,42258,
1998,VTSP,VTBS,HS-TKZ,2022-04-20T00:00:00.000Z,THA478,,,,,,,,,
1999,VTBS,EDDF,HS-TKP,2022-04-19T00:00:00.000Z,THA920,0414,1123,0420,8300.0,1142,44403,34101,44154,
2000,RJBB,VTBS,HS-THJ,2022-04-18T00:00:00.000Z,THA623,0833,0539,0844,5300.0,0600,42310,38386,26468,44188
2001,VTBS,ZGGG,HS-THN,2022-04-20T00:00:00.000Z,THA668,0824,0221,0841,19100.0,0255,40806,30938,,
2002,RCTP,VTBS,HS-TKM,2022-04-20T00:00:00.000Z,THA633,0951,0321,1002,6600.0,0350,26113,32108,,
2003,VTBS,RCTP,HS-TKM,2022-04-20T00:00:00.000Z,THA632,0436,0300,0441,9900.0,0319,26113,32108,,
2004,EDDF,VTBS,HS-TKN,2022-04-15T00:00:00.000Z,THA921,2322,1016,2329,9500.0,1036,37220,43489,45135,
2005,VTBS,RJGG,HS-THE,2022-04-19T00:00:00.000Z,THA644,2220,0452,2226,6700.0,0513,42263,29445,,
2006,VTSP,VTBS,HS-TKZ,2022-04-20T00:00:00.000Z,THA478,1120,0102,1129,7500.0,0122,44794,20821,,
2007,EDDM,VTBS,HS-TKN,2022-04-19T00:00:00.000Z,THA925,2233,1006,2239,9700.0,1025,42248,29442,44266,
2008,VTBS,YSSY,HS-TKV,2022-04-20T00:00:00.000Z,THA475,1027,0817,1034,9800.0,0842,33633,44262,42597,
2009,VTBS,LSZH,HS-TKW,2022-04-17T00:00:00.000Z,THA970,0526,1113,0533,9000.0,1133,26949,42628,44412,
2010,VABB,VTBS,HS-TKV,2022-04-19T00:00:00.000Z,THA318,2153,0333,2203,8500.0,0356,43310,37220,42620,
2011,VHHH,VTBS,HS-TKQ,2022-04-20T00:00:00.000Z,THA601,0759,0233,0806,6800.0,0250,43396,37138,,
2012,RJAA,VTBS,HS-TJV,2022-04-19T00:00:00.000Z,THA641,0838,0634,0843,7400.0,0657,36723,44199,,
2013,VTBS,LFPG,HS-THH,2022-04-18T00:00:00.000Z,THA930,0513,1148,0529,8700.0,1219,44189,26770,43943,
2014,VTSP,VTBS,HS-TQE,2022-04-19T00:00:00.000Z,THA919,0959,0112,1000,,0123,34099,42778,26453,44157
2015,RJAA,VTBS,HS-TJS,2022-04-15T00:00:00.000Z,THA641,0834,0616,0850,7600.0,0702,26948,41926,,
2016,VTBS,VHHH,HS-TKQ,2022-04-20T00:00:00.000Z,THA600,0358,0157,0403,9900.0,0218,37138,43396,,
2017,VTBS,VIDP,HS-TKL,2022-04-19T00:00:00.000Z,THA331,2116,0342,2127,11400.0,0404,43825,40519,41945,
2018,VTBS,ZGGG,HS-THL,2022-04-19T00:00:00.000Z,THA678,1109,0219,1120,19500.0,0250,43942,26470,,
2019,ZGGG,VTBS,HS-THL,2022-04-19T00:00:00.000Z,THA679,1610,0236,1616,5800.0,0258,26470,43942,,
2020,OPIS,VTBS,HS-THC,2022-04-18T00:00:00.000Z,THA350,2358,0415,0005,7500.0,0435,44350,33874,42258,
2021,RJBB,VTBS,HS-TKR,2022-04-16T00:00:00.000Z,THA623,0814,0521,0823,6600.0,0545,33146,45123,,
2022,ESSA,VTBS,HS-THK,2022-04-19T00:00:00.000Z,THA961,2331,1047,2337,6200.0,1103,42780,27477,42627,
2023,EGLL,VTBS,HS-TKZ,2022-04-18T00:00:00.000Z,THA911,2307,1100,2313,10700.0,1118,44287,26457,44172,
2024,VGHS,VTBS,HS-TKW,2022-04-19T00:00:00.000Z,THA322,1032,0157,1040,9300.0,0221,,,,
2025,VTBS,VGHS,HS-TKW,2022-04-19T00:00:00.000Z,THA321,0611,0211,0621,24600.0,0233,_____,_____,,
2026,LFPG,VTBS,HS-THH,2022-04-19T00:00:00.000Z,THA931,2240,1040,2249,6700.0,1103,44203,32092,44214,
2027,LSZH,VTBS,HS-TKX,2022-04-17T00:00:00.000Z,THA971,2225,1018,2233,8700.0,1053,34100,44178,41937,
2028,EDDF,VTBS,HS-TKM,2022-04-19T00:00:00.000Z,THA921,2328,1024,2334,8500.0,1046,43419,33811,43424,
2029,VTBS,VOMM,HS-TQE,2022-04-19T00:00:00.000Z,THA337,1811,0255,1818,6800.0,0313,35455,42653,43398,
2030,VHHH,VTBS,HS-TKV,2022-04-19T00:00:00.000Z,THA601,0818,0232,0826,6200.0,0301,36048,43504,,
2031,VTBS,VHHH,HS-TKV,2022-04-19T00:00:00.000Z,THA600,0400,0201,0408,8700.0,0231,43504,36048,,
2032,VTBS,RKSI,HS-THG,2022-04-18T00:00:00.000Z,THA656,2128,0439,2135,4800.0,0503,43934,36738,,
2033,VTBS,VTSP,HS-THN,2022-04-19T00:00:00.000Z,THA952,1552,0100,1558,42400.0,0122,44308,37249,28382,43484
2034,VHHH,VTBS,HS-THC,2022-04-19T00:00:00.000Z,THA639,1307,0223,1314,4900.0,0244,42256,30952,,
2035,VTBS,VHHH,HS-THC,2022-04-19T00:00:00.000Z,THA638,0927,0210,0936,5200.0,0241,30952,_____,,
2036,VTBS,VIDP,HS-THL,2022-04-17T00:00:00.000Z,THA331,2037,0352,2049,9800.0,0417,44614,30936,42646,
2037,EGLL,VTSP,HS-TQE,2022-04-18T00:00:00.000Z,THA919,0742,1114,0751,7200.0,1135,44157,26453,42778,34099
2038,ZPPP,VTBS,HS-TKK,2022-04-19T00:00:00.000Z,THA613,0943,0150,0954,9500.0,0221,16998,43480,,
2039,YSSY,VTBS,HS-TKY,2022-04-19T00:00:00.000Z,THA476,0935,0906,0943,8400.0,0933,44170,37147,44286,
2040,RJAA,VTBS,HS-THF,2022-04-19T00:00:00.000Z,THA643,0929,0622,0938,6200.0,0642,36732,44619,,
2041,VIDP,VTBS,HS-THL,2022-04-17T00:00:00.000Z,THA332,0133,0322,0139,5600.0,0343,42646,30936,44614,
2042,VTBS,EDDF,HS-TKO,2022-04-17T00:00:00.000Z,THA920,0417,1120,0424,8400.0,1139,33811,43424,43419,
