,flight_date,flight_number,aircraft_registration,dep
5622,2022/05/01,THA601,HS-TKY,HKG
5623,2022/05/01,THA612,HS-TJT,BKK
5624,2022/05/01,THA613,HS-TJT,KMG
5625,2022/05/01,THA620,HS-THC,BKK
5626,2022/05/01,THA621,HS-THC,MNL
5627,2022/05/01,THA622,HS-TKO,BKK
5628,2022/05/01,THA623,HS-TKN,KIX
5629,2022/05/01,THA624,HS-TKO,BKK
5630,2022/05/01,THA625,HS-TKO,MNL
5631,2022/05/01,THA640,HS-TJW,BKK
5632,2022/05/01,THA641,HS-TJW,NRT
5633,2022/05/01,THA642,HS-THL,BKK
5634,2022/05/01,THA643,HS-THG,NRT
5635,2022/05/01,THA644,HS-THG,BKK
5636,2022/05/01,THA645,HS-THL,NGO
5637,2022/05/01,THA654,HS-TKL,BKK
5638,2022/05/01,THA655,HS-TKL,ICN
5639,2022/05/01,THA656,HS-TKW,BKK
5640,2022/05/01,THA657,HS-TKK,ICN
5641,2022/05/01,THA664,HS-THK,BKK
5642,2022/05/01,THA665,HS-THK,PVG
5643,2022/05/01,THA678,HS-THB,BKK
5644,2022/05/01,THA679,HS-THB,CAN
5645,2022/05/01,THA910,HS-TKV,BKK
5646,2022/05/01,THA911,HS-TTA,LHR
5647,2022/05/01,THA920,HS-TKN,BKK
5648,2022/05/01,THA921,HS-TKM,FRA
5649,2022/05/01,THA924,HS-THK,BKK
5650,2022/05/01,THA925,HS-THE,MUC
5651,2022/05/01,THA926,HS-TKX,BKK
5652,2022/05/01,THA926,HS-TKX,HKT
5653,2022/05/01,THA927,HS-TKX,HKT
5654,2022/05/01,THA927,HS-TKX,FRA
5655,2022/05/01,THA930,HS-TTB,BKK
5656,2022/05/01,THA931,HS-TWA,CDG
5657,2022/05/01,THA950,HS-TKY,BKK
5658,2022/05/01,THA951,HS-TKZ,CPH
5659,2022/05/01,THA960,HS-THD,BKK
5660,2022/05/01,THA961,HS-THF,ARN
5661,2022/05/01,THA970,HS-TWB,BKK
5662,2022/05/01,THA971,HS-TQA,ZRH
5663,2022/05/02,THA315,HS-TKO,BKK
5664,2022/05/02,THA316,HS-TKO,DEL
5665,2022/05/02,THA317,HS-TKK,BKK
5666,2022/05/02,THA318,HS-TKK,BOM
5667,2022/05/02,THA321,HS-TQC,BKK
5668,2022/05/02,THA322,HS-TQC,DAC
5669,2022/05/02,THA325,HS-THM,BKK
5670,2022/05/02,THA326,HS-THM,BLR
5671,2022/05/02,THA331,HS-TJT,BKK
5672,2022/05/02,THA332,HS-TJT,DEL
5673,2022/05/02,THA337,HS-TQC,BKK
5674,2022/05/02,THA338,HS-TQC,MAA
5675,2022/05/02,THA349,HS-THL,BKK
5676,2022/05/02,THA350,HS-THL,ISB
5677,2022/05/02,THA403,HS-THC,BKK
5678,2022/05/02,THA404,HS-THC,SIN
5679,2022/05/02,THA415,HS-THM,BKK
5680,2022/05/02,THA416,HS-THM,KUL
5681,2022/05/02,THA431,HS-TQD,BKK
5682,2022/05/02,THA432,HS-TQD,DPS
5683,2022/05/02,THA466,HS-THJ,MEL
5684,2022/05/02,THA475,HS-TKZ,BKK
5685,2022/05/02,THA476,HS-TKQ,SYD
5686,2022/05/02,THA600,HS-TTA,BKK
5687,2022/05/02,THA601,HS-TTA,HKG
5688,2022/05/02,THA620,HS-THE,BKK
5689,2022/05/02,THA621,HS-THE,MNL
5690,2022/05/02,THA622,HS-THG,BKK
5691,2022/05/02,THA623,HS-TKO,KIX
5692,2022/05/02,THA632,HS-TKK,BKK
5693,2022/05/02,THA633,HS-TKK,TPE
5694,2022/05/02,THA641,HS-TJW,NRT
5695,2022/05/02,THA642,HS-TKW,BKK
5696,2022/05/02,THA643,HS-THL,NRT
5697,2022/05/02,THA645,HS-THG,NGO
5698,2022/05/02,THA656,HS-TKX,BKK
5699,2022/05/02,THA657,HS-TKW,ICN
5700,2022/05/02,THA668,HS-THF,BKK
5701,2022/05/02,THA669,HS-THF,CAN
5702,2022/05/02,THA678,HS-THC,BKK
5703,2022/05/02,THA679,HS-THC,CAN
5704,2022/05/02,THA910,HS-TTA,BKK
5705,2022/05/02,THA911,HS-TKV,LHR
5706,2022/05/02,THA918,HS-TQF,BKK
5707,2022/05/02,THA918,HS-TQF,HKT
5708,2022/05/02,THA919,HS-TQF,HKT
5709,2022/05/02,THA919,HS-TQF,LHR
5710,2022/05/02,THA920,HS-TKQ,BKK
5711,2022/05/02,THA921,HS-TKN,FRA
5712,2022/05/02,THA924,HS-THH,BKK
5713,2022/05/02,THA925,HS-THK,MUC
5714,2022/05/02,THA930,HS-TWA,BKK
5715,2022/05/02,THA931,HS-TTB,CDG
5716,2022/05/02,THA951,HS-TKY,CPH
5717,2022/05/02,THA960,HS-THF,BKK
5718,2022/05/02,THA961,HS-THD,ARN
5719,2022/05/02,THA971,HS-TWB,ZRH
5720,2022/05/03,THA315,HS-TKX,BKK
5721,2022/05/03,THA316,HS-TKX,DEL
5722,2022/05/03,THA317,HS-TKW,BKK
5723,2022/05/03,THA318,HS-TKW,BOM
5724,2022/05/03,THA321,HS-TJV,BKK
5725,2022/05/03,THA322,HS-TJV,DAC
5726,2022/05/03,THA325,HS-THK,BKK
5727,2022/05/03,THA326,HS-THK,BLR
5728,2022/05/03,THA331,HS-TKK,BKK
5729,2022/05/03,THA332,HS-TKK,DEL
5730,2022/05/03,THA337,HS-TQD,BKK
5731,2022/05/03,THA338,HS-TQD,MAA
5732,2022/05/03,THA341,HS-TQE,BKK
5733,2022/05/03,THA342,HS-TQE,KHI
5734,2022/05/03,THA345,HS-THM,BKK
5735,2022/05/03,THA346,HS-THM,LHE
5736,2022/05/03,THA403,HS-THK,BKK
5737,2022/05/03,THA404,HS-THK,SIN
5738,2022/05/03,THA415,HS-TQD,BKK
5739,2022/05/03,THA416,HS-TQD,KUL
5740,2022/05/03,THA465,HS-THJ,BKK
5741,2022/05/03,THA476,HS-TKZ,SYD
5742,2022/05/03,THA477,HS-TKV,BKK
5743,2022/05/03,THA477,HS-TKV,HKT
5744,2022/05/03,THA492,HS-THB,AKL
5745,2022/05/03,THA600,HS-TTB,BKK
5746,2022/05/03,THA601,HS-TTB,HKG
5747,2022/05/03,THA612,HS-TKK,BKK
5748,2022/05/03,THA613,HS-TKK,KMG
5749,2022/05/03,THA622,HS-THC,BKK
5750,2022/05/03,THA623,HS-THG,KIX
5751,2022/05/03,THA624,HS-TKY,BKK
5752,2022/05/03,THA625,HS-TKY,MNL
5753,2022/05/03,THA642,HS-TKN,BKK
5754,2022/05/03,THA643,HS-TKW,NRT
5755,2022/05/03,THA644,HS-THB,BKK
5756,2022/05/03,THA656,HS-TKO,BKK
5757,2022/05/03,THA657,HS-TKX,ICN
5758,2022/05/03,THA678,HS-THL,BKK
5759,2022/05/03,THA679,HS-THL,CAN
5760,2022/05/03,THA910,HS-TTB,BKK
5761,2022/05/03,THA911,HS-TTA,LHR
5762,2022/05/03,THA920,HS-TKM,BKK
5763,2022/05/03,THA921,HS-TKQ,FRA
5764,2022/05/03,THA925,HS-THH,MUC
5765,2022/05/03,THA930,HS-TWB,BKK
5766,2022/05/03,THA931,HS-TWA,CDG
5767,2022/05/03,THA950,HS-TKY,BKK
5768,2022/05/03,THA960,HS-THD,BKK
5769,2022/05/03,THA961,HS-THF,ARN
5770,2022/05/03,THA970,HS-TQF,BKK
5771,2022/05/04,THA315,HS-TKL,BKK
5772,2022/05/04,THA316,HS-TKL,DEL
5773,2022/05/04,THA317,HS-THK,BKK
5774,2022/05/04,THA318,HS-THK,BOM
5775,2022/05/04,THA321,HS-TJV,BKK
5776,2022/05/04,THA322,HS-TJV,DAC
5777,2022/05/04,THA325,HS-THB,BKK
5778,2022/05/04,THA326,HS-THB,BLR
5779,2022/05/04,THA331,HS-TJV,BKK
5780,2022/05/04,THA332,HS-TJV,DEL
5781,2022/05/04,THA337,HS-TQD,BKK
5782,2022/05/04,THA338,HS-TQD,MAA
5783,2022/05/04,THA349,HS-THM,BKK
5784,2022/05/04,THA350,HS-THM,ISB
5785,2022/05/04,THA403,HS-THL,BKK
5786,2022/05/04,THA404,HS-THL,SIN
5787,2022/05/04,THA409,HS-THG,BKK
5788,2022/05/04,THA410,HS-THG,SIN
5789,2022/05/04,THA415,HS-TQD,BKK
5790,2022/05/04,THA416,HS-TQD,KUL
5791,2022/05/04,THA433,HS-THM,BKK
5792,2022/05/04,THA434,HS-THM,CGK
5793,2022/05/04,THA466,HS-THJ,MEL
5794,2022/05/04,THA475,HS-TKX,BKK
5795,2022/05/04,THA478,HS-TKV,HKT
5796,2022/05/04,THA478,HS-TKV,SYD
5797,2022/05/04,THA600,HS-TTA,BKK
5798,2022/05/04,THA601,HS-TTA,HKG
5799,2022/05/04,THA620,HS-THK,BKK
5800,2022/05/04,THA621,HS-THK,MNL
5801,2022/05/04,THA622,HS-THG,BKK
5802,2022/05/04,THA623,HS-THC,KIX
5803,2022/05/04,THA632,HS-THE,BKK
5804,2022/05/04,THA633,HS-THE,TPE
5805,2022/05/04,THA642,HS-TKK,BKK
5806,2022/05/04,THA643,HS-TKN,NRT
5807,2022/05/04,THA644,HS-THC,BKK
5808,2022/05/04,THA645,HS-THB,NGO
5809,2022/05/04,THA656,HS-TKV,BKK
5810,2022/05/04,THA657,HS-TKO,ICN
5811,2022/05/04,THA658,HS-TKN,BKK
5812,2022/05/04,THA664,HS-THF,BKK
5813,2022/05/04,THA665,HS-THF,PVG
5814,2022/05/04,THA668,HS-THH,BKK
5815,2022/05/04,THA669,HS-THH,CAN
5816,2022/05/04,THA678,HS-THL,BKK
5817,2022/05/04,THA679,HS-THL,CAN
5818,2022/05/04,THA910,HS-TTA,BKK
5819,2022/05/04,THA911,HS-TTB,LHR
5820,2022/05/04,THA920,HS-TKQ,BKK
5821,2022/05/04,THA921,HS-TKM,FRA
5822,2022/05/04,THA924,HS-THE,BKK
5823,2022/05/04,THA926,HS-TKW,BKK
5824,2022/05/04,THA926,HS-TKW,HKT
5825,2022/05/04,THA927,HS-TKW,HKT
5826,2022/05/04,THA927,HS-TKW,FRA
5827,2022/05/04,THA930,HS-TWA,BKK
5828,2022/05/04,THA931,HS-TWB,CDG
5829,2022/05/04,THA951,HS-TKY,CPH
5830,2022/05/04,THA961,HS-THD,ARN
5831,2022/05/04,THA971,HS-TQF,ZRH
5832,2022/05/05,THA303,HS-THL,BKK
5833,2022/05/05,THA304,HS-THL,RGN
5834,2022/05/05,THA315,HS-TKM,BKK
5835,2022/05/05,THA316,HS-TKM,DEL
5836,2022/05/05,THA317,HS-THM,BKK
5837,2022/05/05,THA318,HS-THM,BOM
5838,2022/05/05,THA321,HS-THF,BKK
5839,2022/05/05,THA322,HS-THF,DAC
5840,2022/05/05,THA325,HS-THL,BKK
5841,2022/05/05,THA326,HS-THL,BLR
5842,2022/05/05,THA331,HS-TJW,BKK
5843,2022/05/05,THA332,HS-TJW,DEL
5844,2022/05/05,THA337,HS-TQA,BKK
5845,2022/05/05,THA338,HS-TQA,MAA
5846,2022/05/05,THA345,HS-THD,BKK
5847,2022/05/05,THA346,HS-THD,LHE
5848,2022/05/05,THA403,HS-THH,BKK
5849,2022/05/05,THA404,HS-THH,SIN
5850,2022/05/05,THA415,HS-TQE,BKK
5851,2022/05/05,THA416,HS-TQE,KUL
5852,2022/05/05,THA431,HS-TQC,BKK
5853,2022/05/05,THA432,HS-TQC,DPS
5854,2022/05/05,THA465,HS-THB,BKK
5855,2022/05/05,THA476,HS-TKX,SYD
5856,2022/05/05,THA477,HS-TKV,BKK
5857,2022/05/05,THA477,HS-TKV,HKT
5858,2022/05/05,THA503,HS-TJT,BKK
5859,2022/05/05,THA600,HS-TKL,BKK
5860,2022/05/05,THA601,HS-TKL,HKG
5861,2022/05/05,THA622,HS-THF,BKK
5862,2022/05/05,THA623,HS-THG,KIX
5863,2022/05/05,THA624,HS-TKY,BKK
5864,2022/05/05,THA625,HS-TKY,MNL
5865,2022/05/05,THA632,HS-THJ,BKK
5866,2022/05/05,THA633,HS-THJ,TPE
5867,2022/05/05,THA638,HS-THK,BKK
5868,2022/05/05,THA639,HS-THK,HKG
5869,2022/05/05,THA642,HS-TKR,BKK
5870,2022/05/05,THA643,HS-TKK,NRT
5871,2022/05/05,THA644,HS-THC,BKK
5872,2022/05/05,THA645,HS-THC,NGO
5873,2022/05/05,THA656,HS-TKZ,BKK
5874,2022/05/05,THA657,HS-TKV,ICN
5875,2022/05/05,THA659,HS-TKN,ICN
5876,2022/05/05,THA678,HS-THH,BKK
5877,2022/05/05,THA679,HS-THH,CAN
5878,2022/05/05,THA910,HS-TTB,BKK
5879,2022/05/05,THA911,HS-TTA,LHR
5880,2022/05/05,THA918,HS-TQD,BKK
5881,2022/05/05,THA918,HS-TQD,HKT
5882,2022/05/05,THA919,HS-TQD,HKT
5883,2022/05/05,THA919,HS-TQD,LHR
5884,2022/05/05,THA920,HS-TKN,BKK
5885,2022/05/05,THA921,HS-TKQ,FRA
5886,2022/05/05,THA925,HS-THE,MUC
5887,2022/05/05,THA930,HS-TWB,BKK
5888,2022/05/05,THA931,HS-TWA,CDG
5889,2022/05/05,THA950,HS-TKX,BKK
5890,2022/05/05,THA960,HS-THK,BKK
5891,2022/05/05,THA970,HS-TQE,BKK
5892,2022/05/06,THA315,HS-TKP,BKK
5893,2022/05/06,THA316,HS-TKP,DEL
5894,2022/05/06,THA317,HS-THB,BKK
5895,2022/05/06,THA318,HS-THB,BOM
5896,2022/05/06,THA321,HS-TJV,BKK
5897,2022/05/06,THA322,HS-TJV,DAC
5898,2022/05/06,THA325,HS-THG,BKK
5899,2022/05/06,THA326,HS-THG,BLR
5900,2022/05/06,THA331,HS-TKO,BKK
5901,2022/05/06,THA332,HS-TKO,DEL
5902,2022/05/06,THA337,HS-TJV,BKK
5903,2022/05/06,THA338,HS-TJV,MAA
5904,2022/05/06,THA341,HS-TQA,BKK
5905,2022/05/06,THA342,HS-TQA,KHI
5906,2022/05/06,THA345,HS-THF,BKK
5907,2022/05/06,THA346,HS-THF,LHE
5908,2022/05/06,THA349,HS-THD,BKK
5909,2022/05/06,THA350,HS-THD,ISB
5910,2022/05/06,THA403,HS-THM,BKK
5911,2022/05/06,THA404,HS-THM,SIN
5912,2022/05/06,THA409,HS-THM,BKK
5913,2022/05/06,THA410,HS-THM,SIN
5914,2022/05/06,THA415,HS-TQA,BKK
5915,2022/05/06,THA416,HS-TQA,KUL
5916,2022/05/06,THA433,HS-THG,BKK
5917,2022/05/06,THA434,HS-THG,CGK
5918,2022/05/06,THA466,HS-THB,MEL
5919,2022/05/06,THA475,HS-TKM,BKK
5920,2022/05/06,THA478,HS-TKV,SYD
5921,2022/05/06,THA478,HS-TKV,HKT
5922,2022/05/06,THA600,HS-TKY,BKK
5923,2022/05/06,THA601,HS-TKY,HKG
5924,2022/05/06,THA612,HS-TKO,BKK
5925,2022/05/06,THA613,HS-TKO,KMG
5926,2022/05/06,THA620,HS-THL,BKK
5927,2022/05/06,THA621,HS-THL,MNL
5928,2022/05/06,THA622,HS-THL,BKK
5929,2022/05/06,THA623,HS-THF,KIX
5930,2022/05/06,THA632,HS-THD,BKK
5931,2022/05/06,THA633,HS-THD,TPE
5932,2022/05/06,THA642,HS-TKK,BKK
5933,2022/05/06,THA643,HS-TKR,NRT
5934,2022/05/06,THA645,HS-THC,NGO
5935,2022/05/06,THA656,HS-TKZ,BKK
5936,2022/05/06,THA657,HS-TKZ,ICN
5937,2022/05/06,THA664,HS-THH,BKK
5938,2022/05/06,THA665,HS-THH,PVG
5939,2022/05/06,THA668,HS-TKQ,BKK
5940,2022/05/06,THA669,HS-TKQ,CAN
5941,2022/05/06,THA678,HS-THJ,BKK
5942,2022/05/06,THA679,HS-THJ,CAN
5943,2022/05/06,THA910,HS-TKY,BKK
5944,2022/05/06,THA911,HS-TTB,LHR
5945,2022/05/06,THA920,HS-TKQ,BKK
5946,2022/05/06,THA921,HS-TKN,FRA
5947,2022/05/06,THA924,HS-THE,BKK
5948,2022/05/06,THA926,HS-TKW,HKT
5949,2022/05/06,THA926,HS-TKW,BKK
5950,2022/05/06,THA927,HS-TKW,HKT
5951,2022/05/06,THA927,HS-TKW,FRA
5952,2022/05/06,THA930,HS-TTA,BKK
5953,2022/05/06,THA931,HS-TWB,CDG
5954,2022/05/06,THA950,HS-TKV,BKK
5955,2022/05/06,THA951,HS-TKX,CPH
5956,2022/05/06,THA961,HS-THK,ARN
5957,2022/05/06,THA970,HS-TWA,BKK
5958,2022/05/06,THA971,HS-TQE,ZRH
5959,2022/05/07,THA303,HS-THM,BKK
5960,2022/05/07,THA304,HS-THM,RGN
5961,2022/05/07,THA315,HS-TKL,BKK
5962,2022/05/07,THA316,HS-TKL,DEL
5963,2022/05/07,THA317,HS-THL,BKK
5964,2022/05/07,THA318,HS-THL,BOM
5965,2022/05/07,THA321,HS-THK,BKK
5966,2022/05/07,THA322,HS-THK,DAC
5967,2022/05/07,THA325,HS-THH,BKK
5968,2022/05/07,THA326,HS-THH,BLR
5969,2022/05/07,THA331,HS-TJV,BKK
5970,2022/05/07,THA332,HS-TJV,DEL
5971,2022/05/07,THA337,HS-TQE,BKK
5972,2022/05/07,THA338,HS-TQE,MAA
5973,2022/05/07,THA403,HS-TKL,BKK
5974,2022/05/07,THA404,HS-TKL,SIN
5975,2022/05/07,THA415,HS-THG,BKK
5976,2022/05/07,THA416,HS-THG,KUL
5977,2022/05/07,THA431,HS-TQD,BKK
5978,2022/05/07,THA432,HS-TQD,DPS
5979,2022/05/07,THA465,HS-THJ,BKK
5980,2022/05/07,THA476,HS-TKM,SYD
5981,2022/05/07,THA477,HS-TKX,BKK
5982,2022/05/07,THA477,HS-TKX,HKT
5983,2022/05/07,THA556,HS-TKP,BKK
5984,2022/05/07,THA557,HS-TKP,SGN
5985,2022/05/07,THA560,HS-THB,BKK
5986,2022/05/07,THA561,HS-THB,HAN
5987,2022/05/07,THA600,HS-TTB,BKK
5988,2022/05/07,THA601,HS-TTB,HKG
5989,2022/05/07,THA622,HS-TKE,BKK
5990,2022/05/07,THA623,HS-THL,KIX
5991,2022/05/07,THA624,HS-TKN,BKK
5992,2022/05/07,THA625,HS-TKN,MNL
5993,2022/05/07,THA638,HS-THD,BKK
5994,2022/05/07,THA639,HS-THD,HKG
5995,2022/05/07,THA640,HS-THB,BKK
5996,2022/05/07,THA642,HS-THC,BKK
5997,2022/05/07,THA643,HS-TKK,NRT
5998,2022/05/07,THA644,HS-TKP,BKK
5999,2022/05/07,THA656,HS-TKM,BKK
6000,2022/05/07,THA657,HS-TKZ,ICN
6001,2022/05/07,THA678,HS-THM,BKK
6002,2022/05/07,THA679,HS-THM,CAN
6003,2022/05/07,THA910,HS-TTB,BKK
6004,2022/05/07,THA911,HS-TKY,LHR
6005,2022/05/07,THA918,HS-TQA,HKT
6006,2022/05/07,THA918,HS-TQA,BKK
6007,2022/05/07,THA919,HS-TQA,HKT
6008,2022/05/07,THA919,HS-TQA,LHR
6009,2022/05/07,THA920,HS-TKK,BKK
6010,2022/05/07,THA921,HS-TKQ,FRA
6011,2022/05/07,THA924,HS-THD,BKK
6012,2022/05/07,THA925,HS-THE,MUC
6013,2022/05/07,THA930,HS-TWB,BKK
6014,2022/05/07,THA931,HS-TTA,CDG
6015,2022/05/07,THA950,HS-TKZ,BKK
6016,2022/05/07,THA951,HS-TKV,CPH
6017,2022/05/07,THA960,HS-THK,BKK
6018,2022/05/07,THA970,HS-THF,BKK
6019,2022/05/07,THA971,HS-TWA,ZRH
6020,2022/05/08,THA315,HS-TKP,BKK
6021,2022/05/08,THA316,HS-TKP,DEL
6022,2022/05/08,THA317,HS-TKN,BKK
6023,2022/05/08,THA318,HS-TKN,BOM
6024,2022/05/08,THA321,HS-TJW,BKK
6025,2022/05/08,THA322,HS-TJW,DAC
6026,2022/05/08,THA325,HS-THG,BKK
6027,2022/05/08,THA326,HS-THG,BLR
6028,2022/05/08,THA331,HS-TJV,BKK
6029,2022/05/08,THA332,HS-TJV,DEL
6030,2022/05/08,THA337,HS-TQE,BKK
6031,2022/05/08,THA338,HS-TQE,MAA
6032,2022/05/08,THA341,HS-TQA,BKK
6033,2022/05/08,THA342,HS-TQA,KHI
6034,2022/05/08,THA345,HS-THC,BKK
6035,2022/05/08,THA346,HS-THC,LHE
6036,2022/05/08,THA403,HS-THL,BKK
6037,2022/05/08,THA404,HS-THL,SIN
6038,2022/05/08,THA409,HS-THH,BKK
6039,2022/05/08,THA410,HS-THH,SIN
6040,2022/05/08,THA415,HS-THG,BKK
6041,2022/05/08,THA416,HS-THG,KUL
6042,2022/05/08,THA431,HS-TQE,BKK
6043,2022/05/08,THA432,HS-TQE,DPS
6044,2022/05/08,THA433,HS-TKL,BKK
6045,2022/05/08,THA434,HS-TKL,CGK
6046,2022/05/08,THA465,HS-THM,BKK
6047,2022/05/08,THA466,HS-THJ,MEL
6048,2022/05/08,THA475,HS-TKV,BKK
6049,2022/05/08,THA478,HS-TKX,SYD
6050,2022/05/08,THA478,HS-TKX,HKT
6051,2022/05/08,THA600,HS-TTA,BKK
6052,2022/05/08,THA601,HS-TTA,HKG
6053,2022/05/08,THA612,HS-TJW,BKK
6054,2022/05/08,THA613,HS-TJW,KMG
6055,2022/05/08,THA622,HS-TKO,BKK
6056,2022/05/08,THA623,HS-TKN,KIX
6057,2022/05/08,THA624,HS-TKO,BKK
6058,2022/05/08,THA625,HS-TKO,MNL
6059,2022/05/08,THA640,HS-TKM,BKK
6060,2022/05/08,THA641,HS-THB,NRT
6061,2022/05/08,THA642,HS-TKX,BKK
6062,2022/05/08,THA643,HS-THC,NRT
6063,2022/05/08,THA644,HS-THH,BKK
6064,2022/05/08,THA645,HS-TKP,NGO
6065,2022/05/08,THA654,HS-TKQ,BKK
6066,2022/05/08,THA655,HS-TKQ,ICN
6067,2022/05/08,THA656,HS-TKR,BKK
6068,2022/05/08,THA657,HS-TKM,ICN
6069,2022/05/08,THA664,HS-THE,BKK
6070,2022/05/08,THA665,HS-THE,PVG
6071,2022/05/08,THA678,HS-THL,BKK
6072,2022/05/08,THA679,HS-THL,CAN
6073,2022/05/08,THA910,HS-TTA,BKK
6074,2022/05/08,THA911,HS-TTB,LHR
6075,2022/05/08,THA920,HS-TKL,BKK
6076,2022/05/08,THA921,HS-TKK,FRA
6077,2022/05/08,THA924,HS-THE,BKK
6078,2022/05/08,THA925,HS-THD,MUC
6079,2022/05/08,THA926,HS-TKW,HKT
6080,2022/05/08,THA926,HS-TKW,BKK
6081,2022/05/08,THA927,HS-TKW,HKT
6082,2022/05/08,THA927,HS-TKW,FRA
6083,2022/05/08,THA930,HS-TWA,BKK
6084,2022/05/08,THA931,HS-TWB,CDG
6085,2022/05/08,THA950,HS-TKY,BKK
6086,2022/05/08,THA951,HS-TKZ,CPH
6087,2022/05/08,THA960,HS-THB,BKK
6088,2022/05/08,THA961,HS-THK,ARN
6089,2022/05/08,THA970,HS-THJ,BKK
6090,2022/05/08,THA971,HS-THF,ZRH
6091,2022/05/09,THA315,HS-TKM,BKK
6092,2022/05/09,THA316,HS-TKM,DEL
6093,2022/05/09,THA317,HS-TKW,BKK
6094,2022/05/09,THA318,HS-TKW,BOM
6095,2022/05/09,THA321,HS-THG,BKK
6096,2022/05/09,THA322,HS-THG,DAC
6097,2022/05/09,THA325,HS-THL,BKK
6098,2022/05/09,THA326,HS-THL,BLR
6099,2022/05/09,THA331,HS-TJV,BKK
6100,2022/05/09,THA332,HS-TJV,DEL
6101,2022/05/09,THA337,HS-TQA,BKK
6102,2022/05/09,THA338,HS-TQA,MAA
6103,2022/05/09,THA349,HS-THM,BKK
6104,2022/05/09,THA350,HS-THM,ISB
6105,2022/05/09,THA403,HS-THL,BKK
6106,2022/05/09,THA404,HS-THL,SIN
6107,2022/05/09,THA415,HS-THD,BKK
6108,2022/05/09,THA416,HS-THD,KUL
6109,2022/05/09,THA431,HS-TQA,BKK
6110,2022/05/09,THA432,HS-TQA,DPS
6111,2022/05/09,THA466,HS-THM,MEL
6112,2022/05/09,THA475,HS-TKK,BKK
6113,2022/05/09,THA476,HS-TKV,SYD
6114,2022/05/09,THA600,HS-TTC,BKK
6115,2022/05/09,THA601,HS-TTC,HKG
6116,2022/05/09,THA620,HS-TWB,BKK
6117,2022/05/09,THA621,HS-TWB,MNL
6118,2022/05/09,THA622,HS-TKX,BKK
6119,2022/05/09,THA623,HS-TKO,KIX
6120,2022/05/09,THA632,HS-TKQ,BKK
6121,2022/05/09,THA633,HS-TKQ,TPE
6122,2022/05/09,THA640,HS-TJW,BKK
6123,2022/05/09,THA641,HS-TKM,NRT
6124,2022/05/09,THA642,HS-THH,BKK
6125,2022/05/09,THA643,HS-TKX,NRT
6126,2022/05/09,THA645,HS-THH,NGO
6127,2022/05/09,THA656,HS-TKV,BKK
6128,2022/05/09,THA657,HS-TKR,ICN
6129,2022/05/09,THA668,HS-THF,BKK
6130,2022/05/09,THA669,HS-THF,CAN
6131,2022/05/09,THA910,HS-TTB,BKK
6132,2022/05/09,THA911,HS-TTA,LHR
6133,2022/05/09,THA918,HS-TQE,BKK
6134,2022/05/09,THA918,HS-TQE,HKT
6135,2022/05/09,THA919,HS-TQE,HKT
6136,2022/05/09,THA919,HS-TQE,LHR
6137,2022/05/09,THA920,HS-TKZ,BKK
6138,2022/05/09,THA921,HS-TKL,FRA
6139,2022/05/09,THA924,HS-THK,BKK
6140,2022/05/09,THA925,HS-THE,MUC
6141,2022/05/09,THA930,HS-TWB,BKK
6142,2022/05/09,THA931,HS-TWA,CDG
6143,2022/05/09,THA951,HS-TKY,CPH
6144,2022/05/09,THA960,HS-THD,BKK
6145,2022/05/09,THA961,HS-THB,ARN
6146,2022/05/09,THA971,HS-THJ,ZRH
6147,2022/05/10,THA315,HS-TKW,BKK
6148,2022/05/10,THA316,HS-TKW,DEL
6149,2022/05/10,THA317,HS-TKM,BKK
6150,2022/05/10,THA318,HS-TKM,BOM
6151,2022/05/10,THA321,HS-TKM,BKK
6152,2022/05/10,THA322,HS-TKM,DAC
6153,2022/05/10,THA325,HS-THL,BKK
6154,2022/05/10,THA326,HS-THL,BLR
6155,2022/05/10,THA331,HS-TKQ,BKK
6156,2022/05/10,THA332,HS-TKQ,DEL
6157,2022/05/10,THA337,HS-TQD,BKK
6158,2022/05/10,THA338,HS-TQD,MAA
6159,2022/05/10,THA341,HS-TQA,BKK
6160,2022/05/10,THA342,HS-TQA,KHI
6161,2022/05/10,THA345,HS-THH,BKK
6162,2022/05/10,THA346,HS-THH,LHE
6163,2022/05/10,THA403,HS-THF,BKK
6164,2022/05/10,THA404,HS-THF,SIN
6165,2022/05/10,THA415,HS-TQA,BKK
6166,2022/05/10,THA416,HS-TQA,KUL
6167,2022/05/10,THA465,HS-THC,BKK
6168,2022/05/10,THA476,HS-TKK,SYD
6169,2022/05/10,THA477,HS-TKY,BKK
6170,2022/05/10,THA477,HS-TKY,HKT
6171,2022/05/10,THA600,HS-TTC,BKK
6172,2022/05/10,THA601,HS-TTC,HKG
6173,2022/05/10,THA606,HS-TJV,BKK
6174,2022/05/10,THA607,HS-TJV,HKG
6175,2022/05/10,THA612,HS-TKQ,BKK
6176,2022/05/10,THA613,HS-TKQ,KMG
6177,2022/05/10,THA620,HS-THJ,BKK
6178,2022/05/10,THA621,HS-THJ,MNL
6179,2022/05/10,THA622,HS-TKK,BKK
6180,2022/05/10,THA623,HS-TKX,KIX
6181,2022/05/10,THA624,HS-TKO,BKK
6182,2022/05/10,THA625,HS-TKO,MNL
6183,2022/05/10,THA640,HS-TJW,BKK
6184,2022/05/10,THA641,HS-TJW,NRT
6185,2022/05/10,THA642,HS-THJ,BKK
6186,2022/05/10,THA643,HS-THH,NRT
